admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Chincheros,PE0306,,,,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-14,
Chota,PE0604,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
Chucuito,PE2104,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
Chumbivilcas,PE0807,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-14,
Chupaca,PE1209,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-14,
Churcampa,PE0905,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-14,
Concepcion,PE1202,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-14,
Condesuyos,PE0406,,,,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-14,
Condorcanqui,PE0104,,,,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-14,
Contralmirante Villar,PE2402,,,,Tumbes,PE24,Perú (el),PE,2015-07-24,2020-07-14,
Contumaza,PE0605,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
Coronel Portillo,PE2501,,,,Ucayali,PE25,Perú (el),PE,2015-07-24,2020-07-14,
Corongo,PE0209,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Cotabambas,PE0305,,,,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-14,
Cusco,PE0801,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-14,
Cutervo,PE0606,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
Daniel Alcides Carrion,PE1902,,,,Pasco,PE19,Perú (el),PE,2015-07-24,2020-07-14,
Datem del Marañon,PE1607,Datem del Maranon,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-14,
Dos de Mayo,PE1003,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
El Collao,PE2105,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
El Dorado,PE2203,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-14,
Espinar,PE0808,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-14,
Ferreñafe,PE1402,Ferrenafe,,,Lambayeque,PE14,Perú (el),PE,2015-07-24,2020-07-14,
General Sanchez Cerro,PE1802,,,,Moquegua,PE18,Perú (el),PE,2015-07-24,2020-07-14,
Gran Chimu,PE1311,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-14,
Grau,PE0307,,,,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-14,
Huacaybamba,PE1004,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
Hualgayoc,PE0607,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
Huallaga,PE2204,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-14,
Huamalies,PE1005,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
Huamanga,PE0501,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
Huanca Sancos,PE0503,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
Huancabamba,PE2003,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-14,
Huancane,PE2106,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
Huancavelica,PE0901,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-14,
Huancayo,PE1201,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-14,
Huanta,PE0504,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
Huanuco,PE1001,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
Huaral,PE1506,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-14,
Huaraz,PE0201,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Huari,PE0210,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Huarmey,PE0211,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Huarochiri,PE1507,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-14,
Huaura,PE1508,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-14,
Huaylas,PE0212,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Huaytara,PE0906,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-14,
Ica,PE1101,,,,Ica,PE11,Perú (el),PE,2015-07-24,2020-07-14,
Ilo,PE1803,,,,Moquegua,PE18,Perú (el),PE,2015-07-24,2020-07-14,
Islay,PE0407,,,,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-14,
Jaen,PE0608,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
Jauja,PE1204,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-14,
Jorge Basadre,PE2303,,,,Tacna,PE23,Perú (el),PE,2015-07-24,2020-07-14,
Julcan,PE1305,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-14,
Junin,PE1205,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-14,
La Convencion,PE0809,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-14,
La Mar,PE0505,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
La Union,PE0408,,,,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-14,
Lamas,PE2205,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-14,
Lambayeque,PE1403,,,,Lambayeque,PE14,Perú (el),PE,2015-07-24,2020-07-14,
Lampa,PE2107,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
Lauricocha,PE1010,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
Leoncio Prado,PE1006,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
Lima,PE1501,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-14,
Loreto,PE1603,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-14,
Lucanas,PE0506,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
Luya,PE0105,,,,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-14,
Manu,PE1702,,,,Madre de Dios,PE17,Perú (el),PE,2015-07-24,2020-07-14,
Marañon,PE1007,Maranon,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
Mariscal Caceres,PE2206,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-14,
Mariscal Luzuriaga,PE0213,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Mariscal Nieto,PE1801,,,,Moquegua,PE18,Perú (el),PE,2015-07-24,2020-07-14,
Mariscal Ramon Castilla,PE1604,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-14,
Maynas,PE1601,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-14,
Melgar,PE2108,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
Moho,PE2109,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
Morropon,PE2004,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-14,
Moyobamba,PE2201,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-14,
Nasca,PE1103,,,,Ica,PE11,Perú (el),PE,2015-07-24,2020-07-14,
Ocros,PE0214,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Otuzco,PE1306,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-14,
Oxapampa,PE1903,,,,Pasco,PE19,Perú (el),PE,2015-07-24,2020-07-14,
Oyon,PE1509,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-14,
Pacasmayo,PE1307,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-14,
Pachitea,PE1008,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
Padre Abad,PE2503,,,,Ucayali,PE25,Perú (el),PE,2015-07-24,2020-07-14,
Paita,PE2005,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-14,
Pallasca,PE0215,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Palpa,PE1104,,,,Ica,PE11,Perú (el),PE,2015-07-24,2020-07-14,
Parinacochas,PE0507,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
Paruro,PE0810,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-14,
Pasco,PE1901,,,,Pasco,PE19,Perú (el),PE,2015-07-24,2020-07-14,
Pataz,PE1308,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-14,
Paucar del Sara Sara,PE0508,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
Paucartambo,PE0811,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-14,
Picota,PE2207,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-14,
Pisco,PE1105,,,,Ica,PE11,Perú (el),PE,2015-07-24,2020-07-14,
Piura,PE2001,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-14,
Pomabamba,PE0216,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Puerto Inca,PE1009,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
Puno,PE2101,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
Purus,PE2504,,,,Ucayali,PE25,Perú (el),PE,2015-07-24,2020-07-14,
Putumayo,PE1608,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-14,
Quispicanchi,PE0812,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-14,
Recuay,PE0217,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Requena,PE1605,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-14,
Rioja,PE2208,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-14,
Rodriguez de Mendoza,PE0106,,,,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-14,
San Antonio de Putina,PE2110,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
San Ignacio,PE0609,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
San Marcos,PE0610,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
San Martin,PE2209,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-14,
San Miguel,PE0611,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
San Pablo,PE0612,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
San Roman,PE2111,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
Sanchez Carrion,PE1309,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-14,
Sandia,PE2112,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
Santa,PE0218,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Santa Cruz,PE0613,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-14,
Santiago de Chuco,PE1310,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-14,
Satipo,PE1206,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-14,
Sechura,PE2008,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-14,
Sihuas,PE0219,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Sucre,PE0509,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
Sullana,PE2006,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-14,
Tacna,PE2301,,,,Tacna,PE23,Perú (el),PE,2015-07-24,2020-07-14,
Tahuamanu,PE1703,,,,Madre de Dios,PE17,Perú (el),PE,2015-07-24,2020-07-14,
Talara,PE2007,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-14,
Tambopata,PE1701,,,,Madre de Dios,PE17,Perú (el),PE,2015-07-24,2020-07-14,
Tarata,PE2304,,,,Tacna,PE23,Perú (el),PE,2015-07-24,2020-07-14,
Tarma,PE1207,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-14,
Tayacaja,PE0907,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-14,
Tocache,PE2210,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-14,
Trujillo,PE1301,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-14,
Tumbes,PE2401,,,,Tumbes,PE24,Perú (el),PE,2015-07-24,2020-07-14,
Ucayali,PE1606,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-14,
Urubamba,PE0813,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-14,
Utcubamba,PE0107,,,,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-14,
Victor Fajardo,PE0510,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
Vilcas Huaman,PE0511,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-14,
Viru,PE1312,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-14,
Yarowilca,PE1011,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-14,
Yauli,PE1208,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-14,
Yauyos,PE1510,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-14,
Yungay,PE0220,,,,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-14,
Yunguyo,PE2113,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-14,
Zarumilla,PE2403,,,,Tumbes,PE24,Perú (el),PE,2015-07-24,2020-07-14,
