admin1Name_en,admin1Pcode,admin1RefName,admin1AltName1_en,admin1AltName2_en,admin0Name_en,admin0Pcode,date,validOn,validTo
Banjul,GM01,,,,Gambia,GM,2017-08-11,2021-12-31,
Basse,GM02,,,,Gambia,GM,2017-08-11,2021-12-31,
Brikama,GM03,,,,Gambia,GM,2017-08-11,2021-12-31,
Janjanbureh,GM04,,,,Gambia,GM,2017-08-11,2021-12-31,
Kanifing,GM05,,,,Gambia,GM,2017-08-11,2021-12-31,
Kerewan,GM06,,,,Gambia,GM,2017-08-11,2021-12-31,
Kuntaur,GM07,,,,Gambia,GM,2017-08-11,2021-12-31,
Mansa Konko,GM08,,,,Gambia,GM,2017-08-11,2021-12-31,
