admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Chibombo,ZM1001,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Kabwe,ZM1002,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Kapiri Mposhi,ZM1003,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Mkushi,ZM1004,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Mumbwa,ZM1005,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Serenje,ZM1006,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Chisamba,ZM1007,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Chitambo,ZM1008,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Itezhi-tezhi,ZM1009,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Luano,ZM1010,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Ngabwe,ZM1011,,,,Central,ZM10,Zambia,ZM,2020-11-26,2020-11-26,
Nakonde,ZM1111,,,,Muchinga,ZM11,Zambia,ZM,2020-11-26,2020-11-26,
Chama,ZM1112,,,,Muchinga,ZM11,Zambia,ZM,2020-11-26,2020-11-26,
Isoka,ZM1113,,,,Muchinga,ZM11,Zambia,ZM,2020-11-26,2020-11-26,
Chinsali,ZM1114,,,,Muchinga,ZM11,Zambia,ZM,2020-11-26,2020-11-26,
Mafinga,ZM1115,,,,Muchinga,ZM11,Zambia,ZM,2020-11-26,2020-11-26,
Kanchibiya,ZM1116,,,,Muchinga,ZM11,Zambia,ZM,2020-11-26,2020-11-26,
Lavushimanda,ZM1117,,,,Muchinga,ZM11,Zambia,ZM,2020-11-26,2020-11-26,
Mpika,ZM1118,,,,Muchinga,ZM11,Zambia,ZM,2020-11-26,2020-11-26,
Shiwamg'andu,ZM1119,Shiwamgandu,,,Muchinga,ZM11,Zambia,ZM,2020-11-26,2020-11-26,
Chililabombwe,ZM2001,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Chingola,ZM2002,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Kalulushi,ZM2003,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Kitwe,ZM2004,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Luanshya,ZM2005,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Lufwanyama,ZM2006,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Masaiti,ZM2007,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Mpongwe,ZM2008,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Mufulira,ZM2009,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Ndola,ZM2010,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
Chadiza,ZM3001,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
Chasefu,ZM3002,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
Chipata,ZM3003,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
Katete,ZM3004,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
Lundazi,ZM3005,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
Mambwe,ZM3006,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
