admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Mongkol Borei,KH0102,,,,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-04,
Phnum Srok,KH0103,,,,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-04,
Preah Netr Preah,KH0104,,,,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-04,
Ou Chrov,KH0105,,,,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-04,
Serei Saophoan,KH0106,,,,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-04,
Thma Puok,KH0107,,,,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-04,
Svay Chek,KH0108,,,,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-04,
Malai,KH0109,,,,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-04,
Paoy Paet,KH0110,,,,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-04,
Banan,KH0201,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Thma Koul,KH0202,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Battambang,KH0203,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Bavel,KH0204,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Aek Phnum,KH0205,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Moung Ruessei,KH0206,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Rotonak Mondol,KH0207,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Sangkae,KH0208,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Samlout,KH0209,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Sampov Lun,KH0210,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Phnum Proek,KH0211,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Kamrieng,KH0212,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Koas Krala,KH0213,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Rukh Kiri,KH0214,,,,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-04,
Batheay,KH0301,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Chamkar Leu,KH0302,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Cheung Prey,KH0303,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Kampong Cham,KH0305,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Kampong Siem,KH0306,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Kang Meas,KH0307,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Kaoh Soutin,KH0308,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Prey Chhor,KH0313,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Srei Santhor,KH0314,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Stueng Trang,KH0315,,,,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-04,
Baribour,KH0401,,,,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-04,
Chol Kiri,KH0402,,,,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-04,
Kampong Chhnang,KH0403,,,,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-04,
Kampong Leaeng,KH0404,,,,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-04,
Kampong Tralach,KH0405,,,,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-04,
Rolea B'ier,KH0406,Rolea Bier,,,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-04,
