admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Thurakunu,MV001001001,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Uligamu,MV001001002,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Berinmadhoo,MV001001003,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Hathifushi,MV001001004,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Mulhadhoo,MV001001005,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Hoarafushi,MV001001006,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Ihavandhoo,MV001001007,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Kelaa,MV001001008,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Vashafaru,MV001001009,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Dhidhdhoo,MV001001010,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Filladhoo,MV001001011,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Maarandhoo,MV001001012,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Thakandhoo,MV001001013,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Utheemu,MV001001014,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Muraidhoo,MV001001015,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Baarah,MV001001016,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Maafahi,MV001001017,,,,Haa Alif Atoll,MV001001,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Faridhoo,MV001002001,,,,Haa Dhaal Atoll,MV001002,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Hondaidhoo,MV001002002,,,,Haa Dhaal Atoll,MV001002,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Hanimaadhoo,MV001002003,,,,Haa Dhaal Atoll,MV001002,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Finey,MV001002004,,,,Haa Dhaal Atoll,MV001002,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Naivaadhoo,MV001002005,,,,Haa Dhaal Atoll,MV001002,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
Hirimaradhoo,MV001002006,,,,Haa Dhaal Atoll,MV001002,North,MV001,Maldives,MV,2010-01-01,2021-03-31,
