admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_ru,admin0AltName2_ru,admin0AltName1_ky,admin0AltName2_ky,date,validOn,validTo
Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,,,,,,,,2018-08-28,2018-11-19,
