admin0Name_en,admin0Name_si,admin0Name_ta,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_si,admin0AltName2_si,admin0AltName1_ta,admin0AltName2_ta,date,validOn,validTo
Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,,,,,,,,2019-03-04,2020-03-05,
