admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Changamwe,KE001001,,,,Mombasa,KE001,Kenya,KE,2018-07-03,2021-09-28,
Jomvu,KE001002,,,,Mombasa,KE001,Kenya,KE,2018-07-03,2021-09-28,
Kisauni,KE001003,,,,Mombasa,KE001,Kenya,KE,2018-07-03,2021-09-28,
Nyali,KE001004,,,,Mombasa,KE001,Kenya,KE,2018-07-03,2021-09-28,
Likoni,KE001005,,,,Mombasa,KE001,Kenya,KE,2018-07-03,2021-09-28,
Mvita,KE001006,,,,Mombasa,KE001,Kenya,KE,2018-07-03,2021-09-28,
Msambweni,KE002007,,,,Kwale,KE002,Kenya,KE,2018-07-03,2021-09-28,
Lunga Lunga,KE002008,,,,Kwale,KE002,Kenya,KE,2018-07-03,2021-09-28,
Matuga,KE002009,,,,Kwale,KE002,Kenya,KE,2018-07-03,2021-09-28,
Kinango,KE002010,,,,Kwale,KE002,Kenya,KE,2018-07-03,2021-09-28,
Kilifi North,KE003011,,,,Kilifi,KE003,Kenya,KE,2018-07-03,2021-09-28,
Kilifi South,KE003012,,,,Kilifi,KE003,Kenya,KE,2018-07-03,2021-09-28,
Kaloleni,KE003013,,,,Kilifi,KE003,Kenya,KE,2018-07-03,2021-09-28,
Rabai,KE003014,,,,Kilifi,KE003,Kenya,KE,2018-07-03,2021-09-28,
Ganze,KE003015,,,,Kilifi,KE003,Kenya,KE,2018-07-03,2021-09-28,
Malindi,KE003016,,,,Kilifi,KE003,Kenya,KE,2018-07-03,2021-09-28,
Magarini,KE003017,,,,Kilifi,KE003,Kenya,KE,2018-07-03,2021-09-28,
Garsen,KE004018,,,,Tana River,KE004,Kenya,KE,2018-07-03,2021-09-28,
Galole,KE004019,,,,Tana River,KE004,Kenya,KE,2018-07-03,2021-09-28,
Bura,KE004020,,,,Tana River,KE004,Kenya,KE,2018-07-03,2021-09-28,
Lamu East,KE005021,,,,Lamu,KE005,Kenya,KE,2018-07-03,2021-09-28,
Lamu West,KE005022,,,,Lamu,KE005,Kenya,KE,2018-07-03,2021-09-28,
Taveta,KE006023,,,,Taita Taveta,KE006,Kenya,KE,2018-07-03,2021-09-28,
Wundanyi,KE006024,,,,Taita Taveta,KE006,Kenya,KE,2018-07-03,2021-09-28,
Mwatate,KE006025,,,,Taita Taveta,KE006,Kenya,KE,2018-07-03,2021-09-28,
Voi,KE006026,,,,Taita Taveta,KE006,Kenya,KE,2018-07-03,2021-09-28,
Dujis,KE007027,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
Balambala,KE007028,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
Lagdera,KE007029,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
Dadaab,KE007030,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
Fafi,KE007031,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
Ijara,KE007032,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
Wajir North,KE008033,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
Wajir East,KE008034,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
Tarbaj,KE008035,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
Wajir West,KE008036,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
Eldas,KE008037,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
Wajir South,KE008038,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
Mandera West,KE009039,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
Banissa,KE009040,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
Mandera North,KE009041,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
Mandera South,KE009042,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
Mandera East,KE009043,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
Lafey,KE009044,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
Moyale,KE010045,,,,Marsabit,KE010,Kenya,KE,2018-07-03,2021-09-28,
North Horr,KE010046,,,,Marsabit,KE010,Kenya,KE,2018-07-03,2021-09-28,
Saku,KE010047,,,,Marsabit,KE010,Kenya,KE,2018-07-03,2021-09-28,
Laisamis,KE010048,,,,Marsabit,KE010,Kenya,KE,2018-07-03,2021-09-28,
Isiolo North,KE011049,,,,Isiolo,KE011,Kenya,KE,2018-07-03,2021-09-28,
Isiolo South,KE011050,,,,Isiolo,KE011,Kenya,KE,2018-07-03,2021-09-28,
Igembe South,KE012051,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
Igembe Central,KE012052,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
Igembe North,KE012053,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
Tigania West,KE012054,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
Tigania East,KE012055,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
North Imenti,KE012056,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
Buuri,KE012057,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
Cental Imenti,KE012058,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
South Imenti,KE012059,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
Nithi,KE013060,,,,Tharaka-Nithi,KE013,Kenya,KE,2018-07-03,2021-09-28,
Maara,KE013061,,,,Tharaka-Nithi,KE013,Kenya,KE,2018-07-03,2021-09-28,
Tharaka,KE013062,,,,Tharaka-Nithi,KE013,Kenya,KE,2018-07-03,2021-09-28,
Manyatta,KE014063,,,,Embu,KE014,Kenya,KE,2018-07-03,2021-09-28,
Runyenjes,KE014064,,,,Embu,KE014,Kenya,KE,2018-07-03,2021-09-28,
Gachoka,KE014065,,,,Embu,KE014,Kenya,KE,2018-07-03,2021-09-28,
Siakago,KE014066,,,,Embu,KE014,Kenya,KE,2018-07-03,2021-09-28,
Mwingi North,KE015067,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
Mwingi West,KE015068,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
Mwingi East,KE015069,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
Kitui West,KE015070,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
Kitui Rural,KE015071,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
Kitui Central,KE015072,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
Kitui East,KE015073,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
Kitui South,KE015074,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
Masinga,KE016075,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
Yatta,KE016076,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
Kangundo,KE016077,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
Matungulu,KE016078,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
Kathiani,KE016079,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
Mavoko,KE016080,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
Machakos Town,KE016081,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
Mwala,KE016082,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
Mbooni,KE017083,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
Kilome,KE017084,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
Kaiti,KE017085,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
Makueni,KE017086,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
Kibwezi West,KE017087,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
Kibwezi East,KE017088,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
Kinangop,KE018089,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
Kipipiri,KE018090,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
Ol Kalou,KE018091,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
Ol Jorok,KE018092,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
Ndaragwa,KE018093,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
Tetu,KE019094,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
Kieni,KE019095,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
Mathira,KE019096,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
Othaya,KE019097,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
Mukurweni,KE019098,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
Nyeri Town,KE019099,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
Mwea,KE020100,,,,Kirinyaga,KE020,Kenya,KE,2018-07-03,2021-09-28,
Gichugu,KE020101,,,,Kirinyaga,KE020,Kenya,KE,2018-07-03,2021-09-28,
Ndia,KE020102,,,,Kirinyaga,KE020,Kenya,KE,2018-07-03,2021-09-28,
Kirinyaga Central,KE020103,,,,Kirinyaga,KE020,Kenya,KE,2018-07-03,2021-09-28,
Kangema,KE021104,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
Mathioya,KE021105,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
Kiharu,KE021106,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
Kigumo,KE021107,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
Maragwa,KE021108,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
Kandara,KE021109,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
Gatanga,KE021110,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
Gatundu South,KE022111,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Gatundu North,KE022112,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Juja,KE022113,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Thika Town,KE022114,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Ruiru,KE022115,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Githunguri,KE022116,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Kiambu,KE022117,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Kiambaa,KE022118,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Kabete,KE022119,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Kikuyu,KE022120,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Limuru,KE022121,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Lari,KE022122,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
Turkana North,KE023123,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
Turkana West,KE023124,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
Turkana Central,KE023125,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
Loima,KE023126,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
Turkana South,KE023127,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
Turkana East,KE023128,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
Kapenguria,KE024129,,,,West Pokot,KE024,Kenya,KE,2018-07-03,2021-09-28,
Sigor,KE024130,,,,West Pokot,KE024,Kenya,KE,2018-07-03,2021-09-28,
Kacheliba,KE024131,,,,West Pokot,KE024,Kenya,KE,2018-07-03,2021-09-28,
Pokot South,KE024132,,,,West Pokot,KE024,Kenya,KE,2018-07-03,2021-09-28,
Samburu West,KE025133,,,,Samburu,KE025,Kenya,KE,2018-07-03,2021-09-28,
Samburu North,KE025134,,,,Samburu,KE025,Kenya,KE,2018-07-03,2021-09-28,
Samburu East,KE025135,,,,Samburu,KE025,Kenya,KE,2018-07-03,2021-09-28,
Kwanza,KE026136,,,,Trans Nzoia,KE026,Kenya,KE,2018-07-03,2021-09-28,
Endebess,KE026137,,,,Trans Nzoia,KE026,Kenya,KE,2018-07-03,2021-09-28,
Saboti,KE026138,,,,Trans Nzoia,KE026,Kenya,KE,2018-07-03,2021-09-28,
Kiminini,KE026139,,,,Trans Nzoia,KE026,Kenya,KE,2018-07-03,2021-09-28,
Cherangany,KE026140,,,,Trans Nzoia,KE026,Kenya,KE,2018-07-03,2021-09-28,
Soy,KE027141,,,,Uasin Gishu,KE027,Kenya,KE,2018-07-03,2021-09-28,
Turbo,KE027142,,,,Uasin Gishu,KE027,Kenya,KE,2018-07-03,2021-09-28,
Moiben,KE027143,,,,Uasin Gishu,KE027,Kenya,KE,2018-07-03,2021-09-28,
Ainabkoi,KE027144,,,,Uasin Gishu,KE027,Kenya,KE,2018-07-03,2021-09-28,
Kapseret,KE027145,,,,Uasin Gishu,KE027,Kenya,KE,2018-07-03,2021-09-28,
Kesses,KE027146,,,,Uasin Gishu,KE027,Kenya,KE,2018-07-03,2021-09-28,
Marakwet East,KE028147,,,,Elgeyo-Marakwet,KE028,Kenya,KE,2018-07-03,2021-09-28,
Marakwet West,KE028148,,,,Elgeyo-Marakwet,KE028,Kenya,KE,2018-07-03,2021-09-28,
Keiyo North,KE028149,,,,Elgeyo-Marakwet,KE028,Kenya,KE,2018-07-03,2021-09-28,
Keiyo South,KE028150,,,,Elgeyo-Marakwet,KE028,Kenya,KE,2018-07-03,2021-09-28,
Tinderet,KE029151,,,,Nandi,KE029,Kenya,KE,2018-07-03,2021-09-28,
Aldai,KE029152,,,,Nandi,KE029,Kenya,KE,2018-07-03,2021-09-28,
Nandi Hills,KE029153,,,,Nandi,KE029,Kenya,KE,2018-07-03,2021-09-28,
Chesumei,KE029154,,,,Nandi,KE029,Kenya,KE,2018-07-03,2021-09-28,
Emgwen,KE029155,,,,Nandi,KE029,Kenya,KE,2018-07-03,2021-09-28,
Mosop,KE029156,,,,Nandi,KE029,Kenya,KE,2018-07-03,2021-09-28,
Tiaty,KE030157,,,,Baringo,KE030,Kenya,KE,2018-07-03,2021-09-28,
Baringo North,KE030158,,,,Baringo,KE030,Kenya,KE,2018-07-03,2021-09-28,
Baringo Central,KE030159,,,,Baringo,KE030,Kenya,KE,2018-07-03,2021-09-28,
Baringo South,KE030160,,,,Baringo,KE030,Kenya,KE,2018-07-03,2021-09-28,
Mogotio,KE030161,,,,Baringo,KE030,Kenya,KE,2018-07-03,2021-09-28,
Eldama Ravine,KE030162,,,,Baringo,KE030,Kenya,KE,2018-07-03,2021-09-28,
Laikipia West,KE031163,,,,Laikipia,KE031,Kenya,KE,2018-07-03,2021-09-28,
Laikipia East,KE031164,,,,Laikipia,KE031,Kenya,KE,2018-07-03,2021-09-28,
Laikipia North,KE031165,,,,Laikipia,KE031,Kenya,KE,2018-07-03,2021-09-28,
Molo,KE032166,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Njoro,KE032167,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Naivasha,KE032168,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Gilgil,KE032169,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Kuresoi South,KE032170,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Kuresoi North,KE032171,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Subukia,KE032172,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Rongai,KE032173,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Bahati,KE032174,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Nakuru Town West,KE032175,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Nakuru Town East,KE032176,,,,Nakuru,KE032,Kenya,KE,2018-07-03,2021-09-28,
Kilgoris,KE033177,,,,Narok,KE033,Kenya,KE,2018-07-03,2021-09-28,
Emurua Dikirr,KE033178,,,,Narok,KE033,Kenya,KE,2018-07-03,2021-09-28,
Narok North,KE033179,,,,Narok,KE033,Kenya,KE,2018-07-03,2021-09-28,
Narok East,KE033180,,,,Narok,KE033,Kenya,KE,2018-07-03,2021-09-28,
Narok South,KE033181,,,,Narok,KE033,Kenya,KE,2018-07-03,2021-09-28,
Narok West,KE033182,,,,Narok,KE033,Kenya,KE,2018-07-03,2021-09-28,
Kajiado North,KE034183,,,,Kajiado,KE034,Kenya,KE,2018-07-03,2021-09-28,
Kajiado Central,KE034184,,,,Kajiado,KE034,Kenya,KE,2018-07-03,2021-09-28,
Kajiado West,KE034185,,,,Kajiado,KE034,Kenya,KE,2018-07-03,2021-09-28,
Kajiado East,KE034186,,,,Kajiado,KE034,Kenya,KE,2018-07-03,2021-09-28,
Kajiado South,KE034187,,,,Kajiado,KE034,Kenya,KE,2018-07-03,2021-09-28,
Kipkelion East,KE035188,,,,Kericho,KE035,Kenya,KE,2018-07-03,2021-09-28,
Kipkelion West,KE035189,,,,Kericho,KE035,Kenya,KE,2018-07-03,2021-09-28,
Ainamoi,KE035190,,,,Kericho,KE035,Kenya,KE,2018-07-03,2021-09-28,
Buret,KE035191,,,,Kericho,KE035,Kenya,KE,2018-07-03,2021-09-28,
