admin1Name_en,admin1Pcode,admin1RefName,admin1AltName1_en,admin1AltName2_en,admin0Name_en,admin0Pcode,date,validOn,validTo
Province 1,NP01,,,,Nepal,NP,2020-11-11,2020-11-11,
Province 2,NP02,,,,Nepal,NP,2020-11-11,2020-11-11,
Bagmati,NP03,,,,Nepal,NP,2020-11-11,2020-11-11,
Gandaki,NP04,,,,Nepal,NP,2020-11-11,2020-11-11,
Lumbini,NP05,,,,Nepal,NP,2020-11-11,2020-11-11,
Karnali,NP06,,,,Nepal,NP,2020-11-11,2020-11-11,
Sudurpaschim,NP07,,,,Nepal,NP,2020-11-11,2020-11-11,
