admin0Name_en,admin0Name_tr,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_tr,admin0AltName2_tr,date,validOn,validTo
Turkey,Türkiye,TR,,,,,,2022-01-01,2022-03-15,
