admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Huaquillas,EC0707,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
Marcabeli,EC0708,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
Pasaje,EC0709,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
Piñas,EC0710,Pinas,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
Portovelo,EC0711,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Rosa,EC0712,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
Zaruma,EC0713,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
Las Lajas,EC0714,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
Esmeraldas,EC0801,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
Eloy Alfaro,EC0802,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
Muisne,EC0803,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
Quininde,EC0804,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
San Lorenzo,EC0805,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
Atacames,EC0806,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
Rioverde,EC0807,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
La Concordia,EC0808,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
Guayaquil,EC0901,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Alfredo Baquerizo Moreno,EC0902,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Balao,EC0903,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Balzar,EC0904,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Colimes,EC0905,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Daule,EC0906,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Duran,EC0907,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Empalme,EC0908,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
El Triunfo,EC0909,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Milagro,EC0910,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Naranjal,EC0911,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Naranjito,EC0912,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Palestina,EC0913,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Pedro Carbo,EC0914,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Samborondon,EC0916,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Lucia,EC0918,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Salitre,EC0919,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jacinto de Yaguachi,EC0920,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Playas,EC0921,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Simon Bolivar,EC0922,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Crnel. Marcelino Maridueña,EC0923,Crnel. Marcelino Mariduena,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Lomas de Sargentillo,EC0924,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Nobol,EC0925,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Gnral. Antonio Elizalde,EC0927,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Isidro Ayora,EC0928,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Ibarra,EC1001,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Antonio Ante,EC1002,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Cotacachi,EC1003,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Otavalo,EC1004,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Pimampiro,EC1005,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Miguel de Urcuqui,EC1006,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Loja,EC1101,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Calvas,EC1102,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Catamayo,EC1103,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Celica,EC1104,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Chaguarpamba,EC1105,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Espindola,EC1106,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Gonzanama,EC1107,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Macara,EC1108,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Paltas,EC1109,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Puyango,EC1110,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Saraguro,EC1111,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Sozoranga,EC1112,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Zapotillo,EC1113,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Pindal,EC1114,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Quilanga,EC1115,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Olmedo,EC1116,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Babahoyo,EC1201,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Baba,EC1202,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Montalvo,EC1203,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Puebloviejo,EC1204,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Quevedo,EC1205,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Urdaneta,EC1206,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Ventanas,EC1207,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Vinces,EC1208,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Palenque,EC1209,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Buena Fe,EC1210,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Valencia,EC1211,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Mocache,EC1212,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Quinsaloma,EC1213,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Portoviejo,EC1301,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Bolivar,EC1302,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Chone,EC1303,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
El Carmen,EC1304,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Flavio Alfaro,EC1305,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Jipijapa,EC1306,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Junin,EC1307,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Manta,EC1308,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Montecristi,EC1309,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Pajan,EC1310,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Pichincha,EC1311,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Rocafuerte,EC1312,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Ana,EC1313,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Sucre,EC1314,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Tosagua,EC1315,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
24 de Mayo,EC1316,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Pedernales,EC1317,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Olmedo,EC1318,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Puerto Lopez,EC1319,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Jama,EC1320,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Jaramijo,EC1321,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Vicente,EC1322,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Morona,EC1401,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Gualaquiza,EC1402,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Limon Indanza,EC1403,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Palora,EC1404,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Santiago,EC1405,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Sucua,EC1406,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Huamboya,EC1407,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Juan Bosco,EC1408,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Taisha,EC1409,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Logroðo,EC1410,Logrono,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Pablo Sexto,EC1411,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Tiwintza,EC1412,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Tena,EC1501,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Archidona,EC1503,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
El Chaco,EC1504,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Quijos,EC1507,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Carlos Julio Arosemena Tola,EC1509,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Pastaza,EC1601,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Mera,EC1602,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Clara,EC1603,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Arajuno,EC1604,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Quito,EC1701,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Cayambe,EC1702,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Mejia,EC1703,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Pedro Moncayo,EC1704,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Rumiðahui,EC1705,Ruminahui,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
San Miguel de Los Bancos,EC1707,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Pedro Vicente Maldonado,EC1708,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Puerto Quito,EC1709,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Ambato,EC1801,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Baños de Agua Santa,EC1802,Banos de Agua Santa,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Cevallos,EC1803,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Mocha,EC1804,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Patate,EC1805,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Quero,EC1806,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
San Pedro de Pelileo,EC1807,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Santiago de Pillaro,EC1808,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Tisaleo,EC1809,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Zamora,EC1901,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
Chinchipe,EC1902,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
Nangaritza,EC1903,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
Yacuambi,EC1904,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
Yantzaza,EC1905,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
El Pangui,EC1906,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
Centinela del Condor,EC1907,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
Palanda,EC1908,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
Paquisha,EC1909,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
San Cristobal,EC2001,,,,Galapagos,EC20,Ecuador (el),EC,2018-12-17,2019-07-31,
Isabela,EC2002,,,,Galapagos,EC20,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Cruz,EC2003,,,,Galapagos,EC20,Ecuador (el),EC,2018-12-17,2019-07-31,
Lago Agrio,EC2101,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
Gonzalo Pizarro,EC2102,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
Putumayo,EC2103,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
Shushufindi,EC2104,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
Sucumbios,EC2105,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
Cascales,EC2106,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
Cuyabeno,EC2107,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
Orellana,EC2201,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-31,
Aguarico,EC2202,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-31,
La Joya de los Sachas,EC2203,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-31,
Loreto,EC2204,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-31,
Santo Domingo,EC2301,,,,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Elena,EC2401,,,,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-31,
La Libertad,EC2402,,,,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-31,
Salinas,EC2403,,,,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-31,
Las Golondrinas,EC9001,,,,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-31,
Manga del Cura,EC9003,,,,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-31,
El Piedrero,EC9004,,,,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-31,
