admin0Name_en,admin0Name_bg,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_bg,admin0AltName2_bg,date,validOn,validTo
Bulgaria,България,BG,,,,,,2019-09-16,2019-09-16,
