#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5004,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:4:30544094,30544094,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305440,1603:45:16:50:4:30544094,Shikar Mangal,BD30544094,,,,Kalkini,BD305440,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30544099,30544099,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305440,1603:45:16:50:4:30544099,Kalkini Paurashava,BD30544099,,,,Kalkini,BD305440,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545410,30545410,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545410,Bahadurpur,BD30545410,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545411,30545411,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545411,Chilar Char,BD30545411,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545417,30545417,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545417,Dhurail,BD30545417,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545423,30545423,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545423,Dudkhali,BD30545423,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545429,30545429,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545429,Ghatmajhi,BD30545429,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545435,30545435,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545435,Jhaudi,BD30545435,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545441,30545441,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545441,Kalikapur,BD30545441,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545447,30545447,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545447,Kendua,BD30545447,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545453,30545453,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545453,Khoajpur,BD30545453,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545459,30545459,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545459,Kunia,BD30545459,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545471,30545471,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545471,Mustafapur,BD30545471,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545477,30545477,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545477,Panchkhola,BD30545477,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545483,30545483,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545483,Pearpur,BD30545483,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545489,30545489,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545489,Rasti,BD30545489,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545494,30545494,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545494,Sirkhara,BD30545494,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30545499,30545499,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,1603:45:16:50:4:30545499,Madaripur Paurashava,BD30545499,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548013,30548013,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548013,Amgram,BD30548013,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548019,30548019,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548019,Badar Pasha,BD30548019,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548028,30548028,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548028,Bajitpur,BD30548028,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548031,30548031,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548031,Haridasdi Mahendradi,BD30548031,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548038,30548038,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548038,Hossainpur,BD30548038,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548047,30548047,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548047,Isibpur,BD30548047,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548057,30548057,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548057,Kabirajpur,BD30548057,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548066,30548066,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548066,Kadambari,BD30548066,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548076,30548076,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548076,Khalia,BD30548076,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548085,30548085,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548085,Paik Para,BD30548085,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548095,30548095,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,1603:45:16:50:4:30548095,Rajoir,BD30548095,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548711,30548711,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548711,Bandarkhola,BD30548711,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548713,30548713,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548713,Banshkandi,BD30548713,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548715,30548715,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548715,Bayratala Dakshin,BD30548715,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548718,30548718,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548718,Bayratala Uttar,BD30548718,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548721,30548721,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548721,Bhadrasan,BD30548721,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548726,30548726,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548726,Bhandarikandi,BD30548726,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548731,30548731,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548731,Char Janajat,BD30548731,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548736,30548736,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548736,Datta Para,BD30548736,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548742,30548742,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548742,Ditiyakhanda,BD30548742,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548747,30548747,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548747,Kadirpur,BD30548747,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548752,30548752,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548752,Kanthalbari,BD30548752,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548758,30548758,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548758,Kutubpur,BD30548758,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548763,30548763,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548763,Matbarer Char,BD30548763,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548768,30548768,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548768,Nilakhi,BD30548768,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548773,30548773,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548773,Panch Char,BD30548773,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548779,30548779,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548779,Sannyasir Char,BD30548779,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548784,30548784,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548784,Shibchar,BD30548784,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548789,30548789,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548789,Siruail,BD30548789,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548794,30548794,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548794,Umedpur,BD30548794,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30548799,30548799,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,1603:45:16:50:4:30548799,Shib Char Paurashava,BD30548799,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30561017,30561017,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305610,1603:45:16:50:4:30561017,Bachamara,BD30561017,,,,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30561019,30561019,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305610,1603:45:16:50:4:30561019,Baghutia,BD30561019,,,,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30561028,30561028,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305610,1603:45:16:50:4:30561028,Chak Mirpur,BD30561028,,,,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30561038,30561038,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305610,1603:45:16:50:4:30561038,Charkatari,BD30561038,,,,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30561057,30561057,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305610,1603:45:16:50:4:30561057,Dhamsar,BD30561057,,,,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30561066,30561066,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305610,1603:45:16:50:4:30561066,Jiyanpur,BD30561066,,,,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30561076,30561076,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305610,1603:45:16:50:4:30561076,Kalia,BD30561076,,,,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30561085,30561085,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305610,1603:45:16:50:4:30561085,Khalsi,BD30561085,,,,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562211,30562211,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305622,1603:45:16:50:4:30562211,Baliakhora,BD30562211,,,,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562223,30562223,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305622,1603:45:16:50:4:30562223,Baniajuri,BD30562223,,,,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562235,30562235,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305622,1603:45:16:50:4:30562235,Baratia,BD30562235,,,,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562247,30562247,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305622,1603:45:16:50:4:30562247,Ghior,BD30562247,,,,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562259,30562259,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305622,1603:45:16:50:4:30562259,Nali,BD30562259,,,,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562271,30562271,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305622,1603:45:16:50:4:30562271,Paila,BD30562271,,,,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562283,30562283,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305622,1603:45:16:50:4:30562283,Singjuri,BD30562283,,,,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562811,30562811,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562811,Azimnagar,BD30562811,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562814,30562814,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562814,Balla,BD30562814,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562821,30562821,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562821,Balara,BD30562821,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562829,30562829,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562829,Boyra,BD30562829,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562836,30562836,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562836,Chala,BD30562836,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562843,30562843,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562843,Dhulsunra,BD30562843,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562851,30562851,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562851,Gala,BD30562851,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562858,30562858,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562858,Gopinathpur,BD30562858,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562865,30562865,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562865,Harukandi,BD30562865,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562873,30562873,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562873,Kanchanpur,BD30562873,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562880,30562880,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562880,Lesraganj,BD30562880,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562887,30562887,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562887,Ramkrishnapur,BD30562887,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30562894,30562894,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,1603:45:16:50:4:30562894,Sutalari,BD30562894,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30564611,30564611,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305646,1603:45:16:50:4:30564611,Betila Mitara,BD30564611,,,,Manikganj Sadar,BD305646,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30564613,30564613,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305646,1603:45:16:50:4:30564613,Atigram,BD30564613,,,,Manikganj Sadar,BD305646,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:30564615,30564615,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305646,1603:45:16:50:4:30564615,Bhararia,BD30564615,,,,Manikganj Sadar,BD305646,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
