#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:360:1:11,11,Aceh,ID11,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:12,12,Sumatera Utara,ID12,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:13,13,Sumatera Barat,ID13,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:14,14,Riau,ID14,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:15,15,Jambi,ID15,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:16,16,Sumatera Selatan,ID16,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:17,17,Bengkulu,ID17,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:18,18,Lampung,ID18,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:19,19,Kepulauan Bangka Belitung,ID19,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:21,21,Kepulauan Riau,ID21,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:31,31,Dki Jakarta,ID31,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:32,32,Jawa Barat,ID32,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:33,33,Jawa Tengah,ID33,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:34,34,Daerah Istimewa Yogyakarta,ID34,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:35,35,Jawa Timur,ID35,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:36,36,Banten,ID36,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:51,51,Bali,ID51,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:52,52,Nusa Tenggara Barat,ID52,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:53,53,Nusa Tenggara Timur,ID53,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:61,61,Kalimantan Barat,ID61,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:62,62,Kalimantan Tengah,ID62,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:63,63,Kalimantan Selatan,ID63,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:64,64,Kalimantan Timur,ID64,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:65,65,Kalimantan Utara,ID65,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:71,71,Sulawesi Utara,ID71,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:72,72,Sulawesi Tengah,ID72,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:73,73,Sulawesi Selatan,ID73,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:74,74,Sulawesi Tenggara,ID74,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:75,75,Gorontalo,ID75,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:76,76,Sulawesi Barat,ID76,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:81,81,Maluku,ID81,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:82,82,Maluku Utara,ID82,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:91,91,Papua Barat,ID91,,,,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:1:94,94,Papua,ID94,,,,Indonesia,ID,2020-04-08,2020-04-08,
