#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt0,#meta+ERROR+adm4+code+v_pcode,#meta+ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#meta+ERROR+adm3+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:800:4:20630303,20630303,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630303,Kisoko,UG20630303,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:20630304,20630304,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630304,Magola,UG20630304,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:20630305,20630305,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630305,Mulanda,UG20630305,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:20630306,20630306,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630306,Nabuyoga,UG20630306,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:20630307,20630307,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630307,Nagongera,UG20630307,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:20630308,20630308,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630308,Nagongera Town Council,UG20630308,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:20630309,20630309,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630309,Paya,UG20630309,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:20630310,20630310,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630310,Petta,UG20630310,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:20630311,20630311,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630311,Rubongi,UG20630311,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:20630312,20630312,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,1603:45:16:800:4:20630312,Sop-Sop,UG20630312,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30640101,30640101,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,1603:45:16:800:3:306401,1603:45:16:800:4:30640101,Abim,UG30640101,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30640102,30640102,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,1603:45:16:800:3:306401,1603:45:16:800:4:30640102,Abim Town Council,UG30640102,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30640103,30640103,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,1603:45:16:800:3:306401,1603:45:16:800:4:30640103,Alerek,UG30640103,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30640104,30640104,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,1603:45:16:800:3:306401,1603:45:16:800:4:30640104,Awach,UG30640104,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30640105,30640105,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,1603:45:16:800:3:306401,1603:45:16:800:4:30640105,Lotukei,UG30640105,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30640106,30640106,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,1603:45:16:800:3:306401,1603:45:16:800:4:30640106,Magamaga,UG30640106,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30640107,30640107,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,1603:45:16:800:3:306401,1603:45:16:800:4:30640107,Morulem,UG30640107,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30640108,30640108,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,1603:45:16:800:3:306401,1603:45:16:800:4:30640108,Nyakwae,UG30640108,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650101,30650101,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650101,Adjumani Town Council,UG30650101,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650102,30650102,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650102,Adropi,UG30650102,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650103,30650103,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650103,Arinyapi,UG30650103,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650104,30650104,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650104,Ciforo,UG30650104,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650105,30650105,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650105,Dzaipi,UG30650105,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650106,30650106,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650106,Itirikwa,UG30650106,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650107,30650107,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650107,Ofua,UG30650107,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650108,30650108,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650108,Pacara,UG30650108,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650109,30650109,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650109,Pakele,UG30650109,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30650110,30650110,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,1603:45:16:800:4:30650110,Ukusijoni,UG30650110,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660101,30660101,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660101,Adilang,UG30660101,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660102,30660102,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660102,Agago Town Council,UG30660102,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660103,30660103,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660103,Arum,UG30660103,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660104,30660104,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660104,Kalongo Town Council,UG30660104,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660105,30660105,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660105,Kotomol,UG30660105,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660106,30660106,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660106,Lamiyo,UG30660106,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660107,30660107,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660107,Lapono,UG30660107,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660108,30660108,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660108,Lira Palwo,UG30660108,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660109,30660109,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660109,Lokole,UG30660109,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660110,30660110,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660110,Omiya Pacwa,UG30660110,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660111,30660111,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660111,Omot,UG30660111,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660112,30660112,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660112,Paimol,UG30660112,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660113,30660113,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660113,Parabongo,UG30660113,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660114,30660114,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660114,Patongo,UG30660114,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660115,30660115,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660115,Patongo Town Council,UG30660115,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30660116,30660116,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,1603:45:16:800:4:30660116,Wol,UG30660116,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30670101,30670101,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,1603:45:16:800:4:30670101,Abako,UG30670101,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30670102,30670102,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,1603:45:16:800:4:30670102,Abia,UG30670102,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30670103,30670103,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,1603:45:16:800:4:30670103,Akura,UG30670103,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30670104,30670104,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,1603:45:16:800:4:30670104,Alebtong Town Council,UG30670104,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30670105,30670105,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,1603:45:16:800:4:30670105,Aloi,UG30670105,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30670106,30670106,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,1603:45:16:800:4:30670106,Amugu,UG30670106,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30670107,30670107,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,1603:45:16:800:4:30670107,Apala,UG30670107,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30670108,30670108,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,1603:45:16:800:4:30670108,Awei,UG30670108,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30670109,30670109,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,1603:45:16:800:4:30670109,Omoro,UG30670109,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680101,30680101,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680101,Agikdak,UG30680101,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680102,30680102,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680102,Agwingiri,UG30680102,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680103,30680103,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680103,Akwon,UG30680103,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680104,30680104,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680104,Amolatar Town Council,UG30680104,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680105,30680105,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680105,Aputi,UG30680105,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680106,30680106,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680106,Arwotcek,UG30680106,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680107,30680107,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680107,Awelo,UG30680107,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680108,30680108,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680108,Etam,UG30680108,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680109,30680109,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680109,Muntu,UG30680109,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680110,30680110,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680110,Namasale,UG30680110,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30680111,30680111,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,1603:45:16:800:3:306801,1603:45:16:800:4:30680111,Namasale Town Council,UG30680111,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30690101,30690101,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3069,1603:45:16:800:3:306901,1603:45:16:800:4:30690101,Amudat,UG30690101,,,,Pokot,UG306901,Amudat,UG3069,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30690102,30690102,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3069,1603:45:16:800:3:306901,1603:45:16:800:4:30690102,Amudat Town Council,UG30690102,,,,Pokot,UG306901,Amudat,UG3069,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30690103,30690103,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3069,1603:45:16:800:3:306901,1603:45:16:800:4:30690103,Karita,UG30690103,,,,Pokot,UG306901,Amudat,UG3069,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30690104,30690104,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3069,1603:45:16:800:3:306901,1603:45:16:800:4:30690104,Loroo,UG30690104,,,,Pokot,UG306901,Amudat,UG3069,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30700101,30700101,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3070,1603:45:16:800:3:307001,1603:45:16:800:4:30700101,Amuru,UG30700101,,,,Kilak,UG307001,Amuru,UG3070,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30700102,30700102,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3070,1603:45:16:800:3:307001,1603:45:16:800:4:30700102,Amuru Town Council,UG30700102,,,,Kilak,UG307001,Amuru,UG3070,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30700103,30700103,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3070,1603:45:16:800:3:307001,1603:45:16:800:4:30700103,Attiak,UG30700103,,,,Kilak,UG307001,Amuru,UG3070,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30700104,30700104,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3070,1603:45:16:800:3:307001,1603:45:16:800:4:30700104,Lamogi,UG30700104,,,,Kilak,UG307001,Amuru,UG3070,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30700105,30700105,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3070,1603:45:16:800:3:307001,1603:45:16:800:4:30700105,Pabo,UG30700105,,,,Kilak,UG307001,Amuru,UG3070,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30710101,30710101,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3071,1603:45:16:800:3:307101,1603:45:16:800:4:30710101,Agulu Division,UG30710101,,,,Apac Municipality,UG307101,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30710102,30710102,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3071,1603:45:16:800:3:307101,1603:45:16:800:4:30710102,Akere Division,UG30710102,,,,Apac Municipality,UG307101,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30710103,30710103,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3071,1603:45:16:800:3:307101,1603:45:16:800:4:30710103,Arocha Division,UG30710103,,,,Apac Municipality,UG307101,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30710104,30710104,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3071,1603:45:16:800:3:307101,1603:45:16:800:4:30710104,Atik Division,UG30710104,,,,Apac Municipality,UG307101,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30710201,30710201,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3071,1603:45:16:800:3:307102,1603:45:16:800:4:30710201,Akokoro,UG30710201,,,,Maruzi,UG307102,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30710202,30710202,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3071,1603:45:16:800:3:307102,1603:45:16:800:4:30710202,Apac,UG30710202,,,,Maruzi,UG307102,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30710203,30710203,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3071,1603:45:16:800:3:307102,1603:45:16:800:4:30710203,Chegere,UG30710203,,,,Maruzi,UG307102,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30710204,30710204,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3071,1603:45:16:800:3:307102,1603:45:16:800:4:30710204,Ibuje,UG30710204,,,,Maruzi,UG307102,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30720101,30720101,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3072,1603:45:16:800:3:307201,1603:45:16:800:4:30720101,Arua Hill Division,UG30720101,,,,Arua Municipality,UG307201,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30720102,30720102,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3072,1603:45:16:800:3:307201,1603:45:16:800:4:30720102,River Oli Division,UG30720102,,,,Arua Municipality,UG307201,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30720201,30720201,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3072,1603:45:16:800:3:307202,1603:45:16:800:4:30720201,Adumi,UG30720201,,,,Ayivu,UG307202,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:30720202,30720202,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3072,1603:45:16:800:3:307202,1603:45:16:800:4:30720202,Aroi,UG30720202,,,,Ayivu,UG307202,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
