#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt0,#meta+ERROR+adm4+code+v_pcode,#meta+ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#meta+ERROR+adm3+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:800:4:10010101,10010101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100101,1603:45:16:800:4:10010101,Buikwe,UG10010101,,,,Buikwe,UG100101,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010102,10010102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100101,1603:45:16:800:4:10010102,Buikwe Town Council,UG10010102,,,,Buikwe,UG100101,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010103,10010103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100101,1603:45:16:800:4:10010103,Najja,UG10010103,,,,Buikwe,UG100101,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010104,10010104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100101,1603:45:16:800:4:10010104,Ngogwe,UG10010104,,,,Buikwe,UG100101,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010105,10010105,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100101,1603:45:16:800:4:10010105,Nkokonjeru Town Council,UG10010105,,,,Buikwe,UG100101,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010106,10010106,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100101,1603:45:16:800:4:10010106,Ssi-Bukunja,UG10010106,,,,Buikwe,UG100101,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010201,10010201,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100102,1603:45:16:800:4:10010201,Central Division,UG10010201,,,,KCCA,UG100102,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010301,10010301,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100103,1603:45:16:800:4:10010301,Kawolo Division,UG10010301,,,,Lugazi Municipality,UG100103,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010302,10010302,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100103,1603:45:16:800:4:10010302,Najjembe Division,UG10010302,,,,Lugazi Municipality,UG100103,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010401,10010401,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100104,1603:45:16:800:4:10010401,Njeru Division,UG10010401,,,,Njeru Municipality,UG100104,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010402,10010402,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100104,1603:45:16:800:4:10010402,Nyenga Division,UG10010402,,,,Njeru Municipality,UG100104,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10010403,10010403,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1001,1603:45:16:800:3:100104,1603:45:16:800:4:10010403,Wakisi Division,UG10010403,,,,Njeru Municipality,UG100104,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10020101,10020101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1002,1603:45:16:800:3:100201,1603:45:16:800:4:10020101,Bigasa,UG10020101,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10020102,10020102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1002,1603:45:16:800:3:100201,1603:45:16:800:4:10020102,Bukomansimbi  Town Council,UG10020102,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10020103,10020103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1002,1603:45:16:800:3:100201,1603:45:16:800:4:10020103,Butenga,UG10020103,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10020104,10020104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1002,1603:45:16:800:3:100201,1603:45:16:800:4:10020104,Kibinge,UG10020104,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10020105,10020105,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1002,1603:45:16:800:3:100201,1603:45:16:800:4:10020105,Kitanda,UG10020105,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10030101,10030101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1003,1603:45:16:800:3:100301,1603:45:16:800:4:10030101,Budde,UG10030101,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10030102,10030102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1003,1603:45:16:800:3:100301,1603:45:16:800:4:10030102,Bulo,UG10030102,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10030103,10030103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1003,1603:45:16:800:3:100301,1603:45:16:800:4:10030103,Gombe Town Council,UG10030103,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10030104,10030104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1003,1603:45:16:800:3:100301,1603:45:16:800:4:10030104,Kalamba,UG10030104,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10030105,10030105,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1003,1603:45:16:800:3:100301,1603:45:16:800:4:10030105,Kibibi,UG10030105,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10030106,10030106,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1003,1603:45:16:800:3:100301,1603:45:16:800:4:10030106,Ngando,UG10030106,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10040101,10040101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1004,1603:45:16:800:3:100401,1603:45:16:800:4:10040101,Bugaya,UG10040101,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10040102,10040102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1004,1603:45:16:800:3:100401,1603:45:16:800:4:10040102,Busamuzi,UG10040102,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10040103,10040103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1004,1603:45:16:800:3:100401,1603:45:16:800:4:10040103,Buvuma Town Council,UG10040103,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10040104,10040104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1004,1603:45:16:800:3:100401,1603:45:16:800:4:10040104,Buwooya,UG10040104,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10040105,10040105,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1004,1603:45:16:800:3:100401,1603:45:16:800:4:10040105,Bweema,UG10040105,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10040106,10040106,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1004,1603:45:16:800:3:100401,1603:45:16:800:4:10040106,Lubya,UG10040106,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10040107,10040107,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1004,1603:45:16:800:3:100401,1603:45:16:800:4:10040107,Lwajje,UG10040107,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10040108,10040108,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1004,1603:45:16:800:3:100401,1603:45:16:800:4:10040108,Lyabaana,UG10040108,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10040109,10040109,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1004,1603:45:16:800:3:100401,1603:45:16:800:4:10040109,Nairambi,UG10040109,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10050101,10050101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1005,1603:45:16:800:3:100501,1603:45:16:800:4:10050101,Kabulasoke,UG10050101,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10050102,10050102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1005,1603:45:16:800:3:100501,1603:45:16:800:4:10050102,Kanoni Town Council,UG10050102,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10050103,10050103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1005,1603:45:16:800:3:100501,1603:45:16:800:4:10050103,Kyegonza,UG10050103,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10050104,10050104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1005,1603:45:16:800:3:100501,1603:45:16:800:4:10050104,Maddu,UG10050104,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10050105,10050105,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1005,1603:45:16:800:3:100501,1603:45:16:800:4:10050105,Mpenja,UG10050105,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10060101,10060101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1006,1603:45:16:800:3:100601,1603:45:16:800:4:10060101,Bujumba,UG10060101,,,,Bujumba,UG100601,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10060102,10060102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1006,1603:45:16:800:3:100601,1603:45:16:800:4:10060102,Kalangala Town Council,UG10060102,,,,Bujumba,UG100601,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10060103,10060103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1006,1603:45:16:800:3:100601,1603:45:16:800:4:10060103,Mugoye,UG10060103,,,,Bujumba,UG100601,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10060201,10060201,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1006,1603:45:16:800:3:100602,1603:45:16:800:4:10060201,Bubeke,UG10060201,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10060202,10060202,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1006,1603:45:16:800:3:100602,1603:45:16:800:4:10060202,Bufumira,UG10060202,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10060203,10060203,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1006,1603:45:16:800:3:100602,1603:45:16:800:4:10060203,Kyamuswa,UG10060203,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10060204,10060204,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1006,1603:45:16:800:3:100602,1603:45:16:800:4:10060204,Mazinga,UG10060204,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10070101,10070101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1007,1603:45:16:800:3:100701,1603:45:16:800:4:10070101,Bukulula,UG10070101,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10070102,10070102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1007,1603:45:16:800:3:100701,1603:45:16:800:4:10070102,Kalungu,UG10070102,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10070103,10070103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1007,1603:45:16:800:3:100701,1603:45:16:800:4:10070103,Kalungu Town Council,UG10070103,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10070104,10070104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1007,1603:45:16:800:3:100701,1603:45:16:800:4:10070104,Kyamulibwa,UG10070104,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10070105,10070105,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1007,1603:45:16:800:3:100701,1603:45:16:800:4:10070105,Kyamulibwa Town Council,UG10070105,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10070106,10070106,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1007,1603:45:16:800:3:100701,1603:45:16:800:4:10070106,Lukaya Town Council,UG10070106,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10070107,10070107,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1007,1603:45:16:800:3:100701,1603:45:16:800:4:10070107,Lwabenge,UG10070107,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10080101,10080101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1008,1603:45:16:800:3:100801,1603:45:16:800:4:10080101,Central Division,UG10080101,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10080102,10080102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1008,1603:45:16:800:3:100801,1603:45:16:800:4:10080102,Kawempe Division,UG10080102,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10080103,10080103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1008,1603:45:16:800:3:100801,1603:45:16:800:4:10080103,Makindye Division,UG10080103,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10080104,10080104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1008,1603:45:16:800:3:100801,1603:45:16:800:4:10080104,Nakawa Division,UG10080104,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10080105,10080105,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1008,1603:45:16:800:3:100801,1603:45:16:800:4:10080105,Rubaga Division,UG10080105,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090101,10090101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090101,Bukuya,UG10090101,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090102,10090102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090102,Kalwana,UG10090102,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090103,10090103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090103,Kassanda,UG10090103,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090104,10090104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090104,Kassanda Town Council,UG10090104,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090105,10090105,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090105,Kiganda,UG10090105,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090106,10090106,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090106,Kitumbi,UG10090106,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090107,10090107,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090107,Makokoto,UG10090107,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090108,10090108,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090108,Manyogaseka,UG10090108,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090109,10090109,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090109,Myanzi,UG10090109,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10090110,10090110,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1009,1603:45:16:800:3:100901,1603:45:16:800:4:10090110,Nalutuntu,UG10090110,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10100101,10100101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101001,1603:45:16:800:4:10100101,Bbaale,UG10100101,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10100102,10100102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101001,1603:45:16:800:4:10100102,Galiraya,UG10100102,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10100103,10100103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101001,1603:45:16:800:4:10100103,Kayonza,UG10100103,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10100104,10100104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101001,1603:45:16:800:4:10100104,Kitimbwa,UG10100104,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10100201,10100201,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101002,1603:45:16:800:4:10100201,Busaana,UG10100201,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10100202,10100202,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101002,1603:45:16:800:4:10100202,Kangulumira,UG10100202,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10100203,10100203,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101002,1603:45:16:800:4:10100203,Kayunga,UG10100203,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10100204,10100204,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101002,1603:45:16:800:4:10100204,Kayunga Town Council,UG10100204,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10100205,10100205,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101002,1603:45:16:800:4:10100205,Nazigo,UG10100205,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10110101,10110101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,1603:45:16:800:4:10110101,Bukomero,UG10110101,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10110102,10110102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,1603:45:16:800:4:10110102,Bukomero Town Council,UG10110102,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10110103,10110103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,1603:45:16:800:4:10110103,Ddwaniro,UG10110103,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10110104,10110104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,1603:45:16:800:4:10110104,Kapeke,UG10110104,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10110105,10110105,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,1603:45:16:800:4:10110105,Kibiga,UG10110105,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10110106,10110106,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,1603:45:16:800:4:10110106,Kiboga Town Council,UG10110106,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10110107,10110107,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,1603:45:16:800:4:10110107,Lwamata,UG10110107,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10110108,10110108,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,1603:45:16:800:4:10110108,Lwamata Town Council,UG10110108,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:10110109,10110109,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,1603:45:16:800:4:10110109,Muwanga,UG10110109,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
