#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikip2479,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip1476,#item+rem+i_qcc+is_zxxx+ix_wikip110,#item+rem+i_qcc+is_zxxx+ix_wikip50,#item+rem+i_qcc+is_zxxx+ix_wikip854
0,CC-PDDC,Q1233009,1543,De humani corporis fabrica libri septem,,Andreas Vesalius,https://archive.org/details/bub_gb_5Xby3nxU3XMC
