qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,spa-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:170:2:5148,5148,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5148,El Carmen de Viboral,CO05148,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5150,5150,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5150,Carolina,CO05150,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5154,5154,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5154,Caucasia,CO05154,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5172,5172,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5172,Chigorodó,CO05172,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5190,5190,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5190,Cisneros,CO05190,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5197,5197,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5197,Cocorná,CO05197,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5206,5206,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5206,Concepción,CO05206,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5209,5209,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5209,Concordia,CO05209,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5212,5212,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5212,Copacabana,CO05212,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5234,5234,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5234,Dabeiba,CO05234,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5237,5237,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5237,Donmatías,CO05237,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5240,5240,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5240,Ebéjico,CO05240,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5250,5250,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5250,El Bagre,CO05250,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5264,5264,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5264,Entrerríos,CO05264,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5266,5266,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5266,Envigado,CO05266,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5282,5282,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5282,Fredonia,CO05282,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5284,5284,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5284,Frontino,CO05284,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5306,5306,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5306,Giraldo,CO05306,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5308,5308,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5308,Girardota,CO05308,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5310,5310,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5310,Gómez Plata,CO05310,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5313,5313,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5313,Granada,CO05313,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5315,5315,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5315,Guadalupe,CO05315,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5318,5318,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5318,Guarne,CO05318,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5321,5321,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5321,Guatapé,CO05321,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5347,5347,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5347,Heliconia,CO05347,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5353,5353,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5353,Hispania,CO05353,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5360,5360,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5360,Itagüí,CO05360,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5361,5361,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5361,Ituango,CO05361,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5364,5364,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5364,Jardín,CO05364,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5368,5368,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5368,Jericó,CO05368,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5376,5376,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5376,La Ceja,CO05376,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5380,5380,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5380,La Estrella,CO05380,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5390,5390,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5390,La Pintada,CO05390,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5400,5400,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5400,La Unión,CO05400,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5411,5411,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5411,Liborina,CO05411,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5425,5425,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5425,Maceo,CO05425,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5440,5440,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5440,Marinilla,CO05440,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5467,5467,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5467,Montebello,CO05467,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5475,5475,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5475,Murindó,CO05475,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5480,5480,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5480,Mutatá,CO05480,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5483,5483,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5483,Nariño,CO05483,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5490,5490,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5490,Necoclí,CO05490,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5495,5495,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5495,Nechí,CO05495,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5501,5501,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5501,Olaya,CO05501,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5541,5541,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5541,Peñol,CO05541,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5543,5543,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5543,Peque,CO05543,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5576,5576,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5576,Pueblorrico,CO05576,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5579,5579,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5579,Puerto Berrío,CO05579,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5585,5585,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5585,Puerto Nare,CO05585,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5591,5591,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5591,Puerto Triunfo,CO05591,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5604,5604,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5604,Remedios,CO05604,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5607,5607,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5607,Retiro,CO05607,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5615,5615,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5615,Rionegro,CO05615,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5628,5628,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5628,Sabanalarga,CO05628,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5631,5631,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5631,Sabaneta,CO05631,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5642,5642,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5642,Salgar,CO05642,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5647,5647,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5647,San Andrés de Cuerquía,CO05647,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5649,5649,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5649,San Carlos,CO05649,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5652,5652,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5652,San Francisco,CO05652,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5656,5656,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5656,San Jerónimo,CO05656,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5658,5658,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5658,San José de la Montaña,CO05658,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5659,5659,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5659,San Juan de Urabá,CO05659,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5660,5660,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5660,San Luis,CO05660,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5664,5664,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5664,San Pedro de los Milagros,CO05664,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5665,5665,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5665,San Pedro de Urabá,CO05665,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5667,5667,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5667,San Rafael,CO05667,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5670,5670,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5670,San Roque,CO05670,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5674,5674,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5674,San Vicente Ferrer,CO05674,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5679,5679,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5679,Santa Bárbara,CO05679,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5686,5686,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5686,Santa Rosa de Osos,CO05686,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5690,5690,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5690,Santo Domingo,CO05690,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5697,5697,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5697,El Santuario,CO05697,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5736,5736,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5736,Segovia,CO05736,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5756,5756,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5756,Sonsón,CO05756,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5761,5761,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5761,Sopetrán,CO05761,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5789,5789,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5789,Támesis,CO05789,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5790,5790,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5790,Tarazá,CO05790,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5792,5792,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5792,Tarso,CO05792,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5809,5809,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5809,Titiribí,CO05809,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5819,5819,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5819,Toledo,CO05819,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5837,5837,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5837,Turbo,CO05837,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5842,5842,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5842,Uramita,CO05842,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5847,5847,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5847,Urrao,CO05847,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5854,5854,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5854,Valdivia,CO05854,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5856,5856,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5856,Valparaíso,CO05856,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5858,5858,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5858,Vegachí,CO05858,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5861,5861,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5861,Venecia,CO05861,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5873,5873,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5873,Vigía del Fuerte,CO05873,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5885,5885,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5885,Yalí,CO05885,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5887,5887,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5887,Yarumal,CO05887,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5890,5890,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5890,Yolombó,CO05890,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5893,5893,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5893,Yondó,CO05893,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5895,5895,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5895,Zaragoza,CO05895,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8001,8001,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8001,Barranquilla,CO08001,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8078,8078,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8078,Baranoa,CO08078,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8137,8137,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8137,Campo de la Cruz,CO08137,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8141,8141,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8141,Candelaria,CO08141,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8296,8296,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8296,Galapa,CO08296,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8372,8372,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8372,Juan de Acosta,CO08372,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8421,8421,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8421,Luruaco,CO08421,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8433,8433,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8433,Malambo,CO08433,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
