#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:170:2:5856,5856,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5856,Valparaíso,CO05856,Valparaiso,,,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5858,5858,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5858,Vegachí,CO05858,Vegachi,,,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5861,5861,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5861,Venecia,CO05861,Venecia,,,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5873,5873,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5873,Vigía del Fuerte,CO05873,Vigia del Fuerte,,,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5885,5885,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5885,Yalí,CO05885,Yali,,,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5887,5887,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5887,Yarumal,CO05887,Yarumal,,,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5890,5890,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5890,Yolombó,CO05890,Yolombo,,,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5893,5893,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5893,Yondó,CO05893,Yondo,,,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:5895,5895,1603:45:16:170:0,1603:45:16:170:1:5,1603:45:16:170:2:5895,Zaragoza,CO05895,Zaragoza,,,Antioquia,CO05,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8001,8001,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8001,Barranquilla,CO08001,Barranquilla,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8078,8078,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8078,Baranoa,CO08078,Baranoa,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8137,8137,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8137,Campo de la Cruz,CO08137,Campo de la Cruz,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8141,8141,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8141,Candelaria,CO08141,Candelaria,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8296,8296,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8296,Galapa,CO08296,Galapa,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8372,8372,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8372,Juan de Acosta,CO08372,Juan de Acosta,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8421,8421,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8421,Luruaco,CO08421,Luruaco,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8433,8433,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8433,Malambo,CO08433,Malambo,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8436,8436,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8436,Manatí,CO08436,Manati,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8520,8520,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8520,Palmar de Varela,CO08520,Palmar de Varela,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8549,8549,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8549,Piojó,CO08549,Piojo,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8558,8558,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8558,Polonuevo,CO08558,Polonuevo,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8560,8560,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8560,Ponedera,CO08560,Ponedera,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8573,8573,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8573,Puerto Colombia,CO08573,Puerto Colombia,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8606,8606,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8606,Repelón,CO08606,Repelon,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8634,8634,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8634,Sabanagrande,CO08634,Sabanagrande,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8638,8638,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8638,Sabanalarga,CO08638,Sabanalarga,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8675,8675,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8675,Santa Lucía,CO08675,Santa Lucia,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8685,8685,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8685,Santo Tomás,CO08685,Santo Tomas,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8758,8758,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8758,Soledad,CO08758,Soledad,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8770,8770,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8770,Suan,CO08770,Suan,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8832,8832,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8832,Tubará,CO08832,Tubara,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:8849,8849,1603:45:16:170:0,1603:45:16:170:1:8,1603:45:16:170:2:8849,Usiacurí,CO08849,Usiacuri,,,Atlántico,CO08,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:11001,11001,1603:45:16:170:0,1603:45:16:170:1:11,1603:45:16:170:2:11001,"Bogotá, D.C.",CO11001,"Bogota, D.C.",,,"Bogotá, D.C.",CO11,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13001,13001,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13001,Cartagena de Indias,CO13001,Cartagena de Indias,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13006,13006,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13006,Achí,CO13006,Achi,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13030,13030,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13030,Altos del Rosario,CO13030,Altos del Rosario,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13042,13042,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13042,Arenal,CO13042,Arenal,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13052,13052,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13052,Arjona,CO13052,Arjona,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13062,13062,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13062,Arroyohondo,CO13062,Arroyohondo,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13074,13074,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13074,Barranco de Loba,CO13074,Barranco de Loba,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13140,13140,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13140,Calamar,CO13140,Calamar,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13160,13160,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13160,Cantagallo,CO13160,Cantagallo,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13188,13188,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13188,Cicuco,CO13188,Cicuco,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13212,13212,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13212,Córdoba,CO13212,Cordoba,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13222,13222,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13222,Clemencia,CO13222,Clemencia,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13244,13244,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13244,El Carmen de Bolívar,CO13244,El Carmen de Bolivar,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13248,13248,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13248,El Guamo,CO13248,El Guamo,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13268,13268,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13268,El Peñón,CO13268,El Penon,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13300,13300,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13300,Hatillo de Loba,CO13300,Hatillo de Loba,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13430,13430,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13430,Magangué,CO13430,Magangue,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13433,13433,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13433,Mahates,CO13433,Mahates,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13440,13440,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13440,Margarita,CO13440,Margarita,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13442,13442,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13442,María la Baja,CO13442,Maria la Baja,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13458,13458,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13458,Montecristo,CO13458,Montecristo,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13468,13468,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13468,Mompós,CO13468,Mompos,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13473,13473,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13473,Morales,CO13473,Morales,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13490,13490,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13490,Norosí,CO13490,Norosi,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13549,13549,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13549,Pinillos,CO13549,Pinillos,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13580,13580,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13580,Regidor,CO13580,Regidor,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13600,13600,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13600,Río Viejo,CO13600,Rio Viejo,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13620,13620,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13620,San Cristóbal,CO13620,San Cristobal,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13647,13647,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13647,San Estanislao,CO13647,San Estanislao,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13650,13650,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13650,San Fernando,CO13650,San Fernando,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13654,13654,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13654,San Jacinto,CO13654,San Jacinto,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13655,13655,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13655,San Jacinto del Cauca,CO13655,San Jacinto del Cauca,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13657,13657,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13657,San Juan Nepomuceno,CO13657,San Juan Nepomuceno,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13667,13667,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13667,San Martín de Loba,CO13667,San Martin de Loba,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13670,13670,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13670,San Pablo,CO13670,San Pablo,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13673,13673,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13673,Santa Catalina,CO13673,Santa Catalina,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13683,13683,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13683,Santa Rosa,CO13683,Santa Rosa,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13688,13688,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13688,Santa Rosa del Sur,CO13688,Santa Rosa del Sur,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13744,13744,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13744,Simití,CO13744,Simiti,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13760,13760,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13760,Soplaviento,CO13760,Soplaviento,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13780,13780,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13780,Talaigua Nuevo,CO13780,Talaigua Nuevo,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13810,13810,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13810,Tiquisio,CO13810,Tiquisio,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13836,13836,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13836,Turbaco,CO13836,Turbaco,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13838,13838,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13838,Turbaná,CO13838,Turbana,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13873,13873,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13873,Villanueva,CO13873,Villanueva,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:13894,13894,1603:45:16:170:0,1603:45:16:170:1:13,1603:45:16:170:2:13894,Zambrano,CO13894,Zambrano,,,Bolívar,CO13,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15001,15001,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15001,Tunja,CO15001,Tunja,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15022,15022,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15022,Almeida,CO15022,Almeida,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15047,15047,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15047,Aquitania,CO15047,Aquitania,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15051,15051,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15051,Arcabuco,CO15051,Arcabuco,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15087,15087,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15087,Belén,CO15087,Belen,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15090,15090,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15090,Berbeo,CO15090,Berbeo,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15092,15092,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15092,Betéitiva,CO15092,Beteitiva,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15097,15097,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15097,Boavita,CO15097,Boavita,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15104,15104,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15104,Boyacá,CO15104,Boyaca,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15106,15106,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15106,Briceño,CO15106,Briceno,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15109,15109,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15109,Buenavista,CO15109,Buenavista,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15114,15114,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15114,Busbanzá,CO15114,Busbanza,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15131,15131,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15131,Caldas,CO15131,Caldas,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15135,15135,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15135,Campohermoso,CO15135,Campohermoso,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15162,15162,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15162,Cerinza,CO15162,Cerinza,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15172,15172,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15172,Chinavita,CO15172,Chinavita,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15176,15176,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15176,Chiquinquirá,CO15176,Chiquinquira,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15180,15180,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15180,Chiscas,CO15180,Chiscas,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15183,15183,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15183,Chita,CO15183,Chita,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15185,15185,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15185,Chitaraque,CO15185,Chitaraque,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15187,15187,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15187,Chivatá,CO15187,Chivata,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15189,15189,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15189,Ciénega,CO15189,Cienega,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15204,15204,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15204,Cómbita,CO15204,Combita,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15212,15212,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15212,Coper,CO15212,Coper,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15215,15215,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15215,Corrales,CO15215,Corrales,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15218,15218,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15218,Covarachía,CO15218,Covarachia,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15223,15223,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15223,Cubará,CO15223,Cubara,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15224,15224,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15224,Cucaita,CO15224,Cucaita,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15226,15226,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15226,Cuítiva,CO15226,Cuitiva,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15232,15232,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15232,Chíquiza,CO15232,Chiquiza,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15236,15236,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15236,Chivor,CO15236,Chivor,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15238,15238,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15238,Duitama,CO15238,Duitama,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15244,15244,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15244,El Cocuy,CO15244,El Cocuy,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15248,15248,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15248,El Espino,CO15248,El Espino,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15272,15272,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15272,Firavitoba,CO15272,Firavitoba,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15276,15276,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15276,Floresta,CO15276,Floresta,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15293,15293,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15293,Gachantivá,CO15293,Gachantiva,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15296,15296,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15296,Gámeza,CO15296,Gameza,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15299,15299,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15299,Garagoa,CO15299,Garagoa,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15317,15317,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15317,Guacamayas,CO15317,Guacamayas,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15322,15322,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15322,Guateque,CO15322,Guateque,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15325,15325,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15325,Guayatá,CO15325,Guayata,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15332,15332,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15332,Güicán de la Sierra,CO15332,Guican de la Sierra,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
