#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikip2479,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip1476,#item+rem+i_qcc+is_zxxx+ix_wikip110,#item+rem+i_qcc+is_zxxx+ix_wikip50,#item+rem+i_qcc+is_zxxx+ix_wikip854
0,CC-PDDC,Q200306,1858,Gray's Anatomy,Henry Vandyke Carter,Henry Gray,https://archive.org/details/anatomyofhumanbo1918gray
