#item+conceptum+numerordinatio,#country+v_numerordinatio,#item+conceptum+codicem,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#date+start,#date+updated,#date+end
1603:16:24:0:24,1603:16:24:0:24,AO,Angola,AO,,,,2018-08-30,2020-11-12,
