#meta,#meta+m49,#meta+archivum,#meta+caput,#meta+level,#meta+language+#meta+hxlhashtag
1603:45:16:384,384,civ.xlsx,validTo,,#date+valid_to
1603:45:16:384,384,civ.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:384,384,civ.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:384,384,civ.xlsx,admin2RefName,,
1603:45:16:384,384,civ.xlsx,admin2AltName1_fr,2,fr#adm2+name+i_fr
1603:45:16:384,384,civ.xlsx,admin2AltName2_fr,2,fr#adm2+name+i_fr
1603:45:16:384,384,civ.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:384,384,civ.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:384,384,civ.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:384,384,civ.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:384,384,civ.xlsx,date,,#date
1603:45:16:384,384,civ.xlsx,validOn,,#date+valid_on
1603:45:16:384,384,civ.xlsx,validTo,,#date+valid_to
1603:45:16:384,384,civ.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:384,384,civ.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:384,384,civ.xlsx,admin1RefName,,
1603:45:16:384,384,civ.xlsx,admin1AltName1_fr,1,fr#adm1+name+i_fr
1603:45:16:384,384,civ.xlsx,admin1AltName2_fr,1,fr#adm1+name+i_fr
1603:45:16:384,384,civ.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:384,384,civ.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:384,384,civ.xlsx,date,,#date
1603:45:16:384,384,civ.xlsx,validOn,,#date+valid_on
1603:45:16:384,384,civ.xlsx,validTo,,#date+valid_to
1603:45:16:384,384,civ.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:384,384,civ.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:384,384,civ.xlsx,admin0RefName,,
1603:45:16:384,384,civ.xlsx,admin0AltName1_fr,0,fr#adm0+name+i_fr
1603:45:16:384,384,civ.xlsx,admin0AltName2_fr,0,fr#adm0+name+i_fr
1603:45:16:384,384,civ.xlsx,date,,#date
1603:45:16:384,384,civ.xlsx,validOn,,#date+valid_on
1603:45:16:384,384,civ.xlsx,validTo,,#date+valid_to
1603:45:16:120,120,cmr.xlsx,admin3Name_fr,3,fr#adm3+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin3Name_en,3,en#adm3+name+i_en
1603:45:16:120,120,cmr.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:120,120,cmr.xlsx,admin3RefName,,
1603:45:16:120,120,cmr.xlsx,admin3AltName1_fr,3,fr#adm3+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin3AltName2_fr,3,fr#adm3+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin3AltName1_en,3,en#adm3+name+i_en
1603:45:16:120,120,cmr.xlsx,admin3AltName2_en,3,en#adm3+name+i_en
1603:45:16:120,120,cmr.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:120,120,cmr.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:120,120,cmr.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:120,120,cmr.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:120,120,cmr.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:120,120,cmr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:120,120,cmr.xlsx,date,,#date
1603:45:16:120,120,cmr.xlsx,validOn,,#date+valid_on
1603:45:16:120,120,cmr.xlsx,validTo,,#date+valid_to
1603:45:16:120,120,cmr.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:120,120,cmr.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:120,120,cmr.xlsx,admin2RefName,,
1603:45:16:120,120,cmr.xlsx,admin2AltName1_fr,2,fr#adm2+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin2AltName2_fr,2,fr#adm2+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:120,120,cmr.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:120,120,cmr.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:120,120,cmr.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:120,120,cmr.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:120,120,cmr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:120,120,cmr.xlsx,date,,#date
1603:45:16:120,120,cmr.xlsx,validOn,,#date+valid_on
1603:45:16:120,120,cmr.xlsx,validTo,,#date+valid_to
1603:45:16:120,120,cmr.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:120,120,cmr.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:120,120,cmr.xlsx,admin1RefName,,
1603:45:16:120,120,cmr.xlsx,admin1AltName1_fr,1,fr#adm1+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin1AltName2_fr,1,fr#adm1+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:120,120,cmr.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:120,120,cmr.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:120,120,cmr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:120,120,cmr.xlsx,date,,#date
1603:45:16:120,120,cmr.xlsx,validOn,,#date+valid_on
1603:45:16:120,120,cmr.xlsx,validTo,,#date+valid_to
1603:45:16:120,120,cmr.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:120,120,cmr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:120,120,cmr.xlsx,admin0RefName,,
1603:45:16:120,120,cmr.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:120,120,cmr.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:120,120,cmr.xlsx,admin0AltName1_fr,0,fr#adm0+name+i_fr
1603:45:16:120,120,cmr.xlsx,admin0AltName2_fr,0,fr#adm0+name+i_fr
1603:45:16:120,120,cmr.xlsx,date,,#date
1603:45:16:120,120,cmr.xlsx,validOn,,#date+valid_on
1603:45:16:120,120,cmr.xlsx,validTo,,#date+valid_to
1603:45:16:180,180,cod.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:180,180,cod.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:180,180,cod.xlsx,admin2RefName,,
1603:45:16:180,180,cod.xlsx,admin2AltName1_fr,2,fr#adm2+name+i_fr
1603:45:16:180,180,cod.xlsx,admin2AltName2_fr,2,fr#adm2+name+i_fr
1603:45:16:180,180,cod.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:180,180,cod.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:180,180,cod.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:180,180,cod.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:180,180,cod.xlsx,date,,#date
1603:45:16:180,180,cod.xlsx,validOn,,#date+valid_on
1603:45:16:180,180,cod.xlsx,validTo,,#date+valid_to
1603:45:16:180,180,cod.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:180,180,cod.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:180,180,cod.xlsx,admin1RefName,,
1603:45:16:180,180,cod.xlsx,admin1AltName1_fr,1,fr#adm1+name+i_fr
1603:45:16:180,180,cod.xlsx,admin1AltName2_fr,1,fr#adm1+name+i_fr
1603:45:16:180,180,cod.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:180,180,cod.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:180,180,cod.xlsx,date,,#date
1603:45:16:180,180,cod.xlsx,validOn,,#date+valid_on
1603:45:16:180,180,cod.xlsx,validTo,,#date+valid_to
1603:45:16:180,180,cod.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:180,180,cod.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:180,180,cod.xlsx,admin0RefName,,
1603:45:16:180,180,cod.xlsx,admin0AltName1_fr,0,fr#adm0+name+i_fr
1603:45:16:180,180,cod.xlsx,admin0AltName2_fr,0,fr#adm0+name+i_fr
1603:45:16:180,180,cod.xlsx,date,,#date
1603:45:16:180,180,cod.xlsx,validOn,,#date+valid_on
1603:45:16:180,180,cod.xlsx,validTo,,#date+valid_to
1603:45:16:178,178,cog.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:178,178,cog.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:178,178,cog.xlsx,admin2RefName,,
1603:45:16:178,178,cog.xlsx,admin2AltName1_fr,2,fr#adm2+name+i_fr
1603:45:16:178,178,cog.xlsx,admin2AltName2_fr,2,fr#adm2+name+i_fr
1603:45:16:178,178,cog.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:178,178,cog.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:178,178,cog.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:178,178,cog.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:178,178,cog.xlsx,date,,#date
1603:45:16:178,178,cog.xlsx,validOn,,#date+valid_on
1603:45:16:178,178,cog.xlsx,validTo,,#date+valid_to
1603:45:16:178,178,cog.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:178,178,cog.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:178,178,cog.xlsx,admin1RefName,,
1603:45:16:178,178,cog.xlsx,admin1AltName1_fr,1,fr#adm1+name+i_fr
1603:45:16:178,178,cog.xlsx,admin1AltName2_fr,1,fr#adm1+name+i_fr
1603:45:16:178,178,cog.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:178,178,cog.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:178,178,cog.xlsx,date,,#date
1603:45:16:178,178,cog.xlsx,validOn,,#date+valid_on
1603:45:16:178,178,cog.xlsx,validTo,,#date+valid_to
1603:45:16:178,178,cog.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:178,178,cog.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:178,178,cog.xlsx,admin0RefName,,
1603:45:16:178,178,cog.xlsx,admin0AltName1_fr,0,fr#adm0+name+i_fr
1603:45:16:178,178,cog.xlsx,admin0AltName2_fr,0,fr#adm0+name+i_fr
1603:45:16:178,178,cog.xlsx,date,,#date
1603:45:16:178,178,cog.xlsx,validOn,,#date+valid_on
1603:45:16:178,178,cog.xlsx,validTo,,#date+valid_to
1603:45:16:170,170,col.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:170,170,col.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:170,170,col.xlsx,admin2RefName,,
1603:45:16:170,170,col.xlsx,admin2AltName1_es,2,es#adm2+name+i_es
1603:45:16:170,170,col.xlsx,admin2AltName2_es,2,es#adm2+name+i_es
1603:45:16:170,170,col.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:170,170,col.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:170,170,col.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:170,170,col.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:170,170,col.xlsx,date,,#date
1603:45:16:170,170,col.xlsx,validOn,,#date+valid_on
1603:45:16:170,170,col.xlsx,validTo,,#date+valid_to
1603:45:16:170,170,col.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:170,170,col.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:170,170,col.xlsx,admin1RefName,,
1603:45:16:170,170,col.xlsx,admin1AltName1_es,1,es#adm1+name+i_es
1603:45:16:170,170,col.xlsx,admin1AltName2_es,1,es#adm1+name+i_es
1603:45:16:170,170,col.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:170,170,col.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:170,170,col.xlsx,date,,#date
1603:45:16:170,170,col.xlsx,validOn,,#date+valid_on
1603:45:16:170,170,col.xlsx,validTo,,#date+valid_to
1603:45:16:170,170,col.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:170,170,col.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:170,170,col.xlsx,admin0RefName,,
1603:45:16:170,170,col.xlsx,admin0AltName1_es,0,es#adm0+name+i_es
1603:45:16:170,170,col.xlsx,admin0AltName2_es,0,es#adm0+name+i_es
1603:45:16:170,170,col.xlsx,date,,#date
1603:45:16:170,170,col.xlsx,validOn,,#date+valid_on
1603:45:16:170,170,col.xlsx,validTo,,#date+valid_to
1603:45:16:174,174,com.xlsx,admin3Name_en,3,en#adm3+name+i_en
1603:45:16:174,174,com.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:174,174,com.xlsx,admin3RefName,,
1603:45:16:174,174,com.xlsx,admin3AltName1_en,3,en#adm3+name+i_en
1603:45:16:174,174,com.xlsx,admin3AltName2_en,3,en#adm3+name+i_en
1603:45:16:174,174,com.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:174,174,com.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:174,174,com.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:174,174,com.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:174,174,com.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:174,174,com.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:174,174,com.xlsx,date,,#date
1603:45:16:174,174,com.xlsx,validOn,,#date+valid_on
1603:45:16:174,174,com.xlsx,validTo,,#date+valid_to
1603:45:16:174,174,com.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:174,174,com.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:174,174,com.xlsx,admin2RefName,,
1603:45:16:174,174,com.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:174,174,com.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:174,174,com.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:174,174,com.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:174,174,com.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:174,174,com.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:174,174,com.xlsx,date,,#date
1603:45:16:174,174,com.xlsx,validOn,,#date+valid_on
1603:45:16:174,174,com.xlsx,validTo,,#date+valid_to
1603:45:16:174,174,com.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:174,174,com.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:174,174,com.xlsx,admin1RefName,,
1603:45:16:174,174,com.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:174,174,com.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:174,174,com.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:174,174,com.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:174,174,com.xlsx,date,,#date
1603:45:16:174,174,com.xlsx,validOn,,#date+valid_on
1603:45:16:174,174,com.xlsx,validTo,,#date+valid_to
1603:45:16:174,174,com.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:174,174,com.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:174,174,com.xlsx,admin0RefName,,
1603:45:16:174,174,com.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:174,174,com.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:174,174,com.xlsx,date,,#date
1603:45:16:174,174,com.xlsx,validOn,,#date+valid_on
1603:45:16:174,174,com.xlsx,validTo,,#date+valid_to
1603:45:16:132,132,cpv.xlsx,admin2Name_pt,2,pt#adm2+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:132,132,cpv.xlsx,admin2RefName,,
1603:45:16:132,132,cpv.xlsx,admin2AltName1_pt,2,pt#adm2+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin2AltName2_pt,2,pt#adm2+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin1Name_pt,1,pt#adm1+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:132,132,cpv.xlsx,admin0Name_pt,0,pt#adm0+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:132,132,cpv.xlsx,date,,#date
1603:45:16:132,132,cpv.xlsx,validOn,,#date+valid_on
1603:45:16:132,132,cpv.xlsx,validTo,,#date+valid_to
1603:45:16:132,132,cpv.xlsx,admin1Name_pt,1,pt#adm1+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:132,132,cpv.xlsx,admin1RefName,,
1603:45:16:132,132,cpv.xlsx,admin1AltName1_pt,1,pt#adm1+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin1AltName2_pt,1,pt#adm1+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin0Name_pt,0,pt#adm0+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:132,132,cpv.xlsx,date,,#date
1603:45:16:132,132,cpv.xlsx,validOn,,#date+valid_on
1603:45:16:132,132,cpv.xlsx,validTo,,#date+valid_to
1603:45:16:132,132,cpv.xlsx,admin0Name_pt,0,pt#adm0+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:132,132,cpv.xlsx,admin0RefName,,
1603:45:16:132,132,cpv.xlsx,admin0AltName1_pt,0,pt#adm0+name+i_pt
1603:45:16:132,132,cpv.xlsx,admin0AltName2_pt,0,pt#adm0+name+i_pt
1603:45:16:132,132,cpv.xlsx,date,,#date
1603:45:16:132,132,cpv.xlsx,validOn,,#date+valid_on
1603:45:16:132,132,cpv.xlsx,validTo,,#date+valid_to
1603:45:16:188,188,cri.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:188,188,cri.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:188,188,cri.xlsx,admin2RefName,,
1603:45:16:188,188,cri.xlsx,admin2AltName1_es,2,es#adm2+name+i_es
1603:45:16:188,188,cri.xlsx,admin2AltName2_es,2,es#adm2+name+i_es
1603:45:16:188,188,cri.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:188,188,cri.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:188,188,cri.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:188,188,cri.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:188,188,cri.xlsx,date,,#date
1603:45:16:188,188,cri.xlsx,validOn,,#date+valid_on
1603:45:16:188,188,cri.xlsx,validTo,,#date+valid_to
1603:45:16:188,188,cri.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:188,188,cri.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:188,188,cri.xlsx,admin1RefName,,
1603:45:16:188,188,cri.xlsx,admin1AltName1_es,1,es#adm1+name+i_es
1603:45:16:188,188,cri.xlsx,admin1AltName2_es,1,es#adm1+name+i_es
1603:45:16:188,188,cri.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:188,188,cri.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:188,188,cri.xlsx,date,,#date
1603:45:16:188,188,cri.xlsx,validOn,,#date+valid_on
1603:45:16:188,188,cri.xlsx,validTo,,#date+valid_to
1603:45:16:188,188,cri.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:188,188,cri.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:188,188,cri.xlsx,admin0RefName,,
1603:45:16:188,188,cri.xlsx,admin0AltName1_es,0,es#adm0+name+i_es
1603:45:16:188,188,cri.xlsx,admin0AltName2_es,0,es#adm0+name+i_es
1603:45:16:188,188,cri.xlsx,date,,#date
1603:45:16:188,188,cri.xlsx,validOn,,#date+valid_on
1603:45:16:188,188,cri.xlsx,validTo,,#date+valid_to
1603:45:16:262,262,dji.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:262,262,dji.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:262,262,dji.xlsx,admin2RefName,,
1603:45:16:262,262,dji.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:262,262,dji.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:262,262,dji.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:262,262,dji.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:262,262,dji.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:262,262,dji.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:262,262,dji.xlsx,date,,#date
1603:45:16:262,262,dji.xlsx,validOn,,#date+valid_on
1603:45:16:262,262,dji.xlsx,validTo,,#date+valid_to
1603:45:16:262,262,dji.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:262,262,dji.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:262,262,dji.xlsx,admin1RefName,,
1603:45:16:262,262,dji.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:262,262,dji.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:262,262,dji.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:262,262,dji.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:262,262,dji.xlsx,date,,#date
1603:45:16:262,262,dji.xlsx,validOn,,#date+valid_on
1603:45:16:262,262,dji.xlsx,validTo,,#date+valid_to
1603:45:16:262,262,dji.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:262,262,dji.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:262,262,dji.xlsx,admin0RefName,,
1603:45:16:262,262,dji.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:262,262,dji.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:262,262,dji.xlsx,date,,#date
1603:45:16:262,262,dji.xlsx,validOn,,#date+valid_on
1603:45:16:262,262,dji.xlsx,validTo,,#date+valid_to
1603:45:16:212,212,dma.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:212,212,dma.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:212,212,dma.xlsx,admin1RefName,,
1603:45:16:212,212,dma.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:212,212,dma.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:212,212,dma.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:212,212,dma.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:212,212,dma.xlsx,date,,#date
1603:45:16:212,212,dma.xlsx,validOn,,#date+valid_on
1603:45:16:212,212,dma.xlsx,validTo,,#date+valid_to
1603:45:16:212,212,dma.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:212,212,dma.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:212,212,dma.xlsx,admin0RefName,,
1603:45:16:212,212,dma.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:212,212,dma.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:212,212,dma.xlsx,date,,#date
1603:45:16:212,212,dma.xlsx,validOn,,#date+valid_on
1603:45:16:212,212,dma.xlsx,validTo,,#date+valid_to
1603:45:16:214,214,dom.xlsx,admin4Name_es,4,es#adm4+name+i_es
1603:45:16:214,214,dom.xlsx,admin4Name_en,4,en#adm4+name+i_en
1603:45:16:214,214,dom.xlsx,admin4Pcode,,#adm4+code+pcode
1603:45:16:214,214,dom.xlsx,admin4RefName,,
1603:45:16:214,214,dom.xlsx,admin4AltName1_es,4,es#adm4+name+i_es
1603:45:16:214,214,dom.xlsx,admin4AltName2_es,4,es#adm4+name+i_es
1603:45:16:214,214,dom.xlsx,admin4AltName1_en,4,en#adm4+name+i_en
1603:45:16:214,214,dom.xlsx,admin4AltName2_en,4,en#adm4+name+i_en
1603:45:16:214,214,dom.xlsx,admin3Name_es,3,es#adm3+name+i_es
1603:45:16:214,214,dom.xlsx,admin3Name_en,3,en#adm3+name+i_en
1603:45:16:214,214,dom.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:214,214,dom.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:214,214,dom.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:214,214,dom.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:214,214,dom.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:214,214,dom.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:214,214,dom.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:214,214,dom.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:214,214,dom.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:214,214,dom.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:214,214,dom.xlsx,date,,#date
1603:45:16:214,214,dom.xlsx,validOn,,#date+valid_on
1603:45:16:214,214,dom.xlsx,validTo,,#date+valid_to
1603:45:16:214,214,dom.xlsx,admin3Name_es,3,es#adm3+name+i_es
1603:45:16:214,214,dom.xlsx,admin3Name_en,3,en#adm3+name+i_en
1603:45:16:214,214,dom.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:214,214,dom.xlsx,admin3RefName,,
1603:45:16:214,214,dom.xlsx,admin3AltName1_es,3,es#adm3+name+i_es
1603:45:16:214,214,dom.xlsx,admin3AltName2_es,3,es#adm3+name+i_es
1603:45:16:214,214,dom.xlsx,admin3AltName1_en,3,en#adm3+name+i_en
1603:45:16:214,214,dom.xlsx,admin3AltName2_en,3,en#adm3+name+i_en
1603:45:16:214,214,dom.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:214,214,dom.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:214,214,dom.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:214,214,dom.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:214,214,dom.xlsx,admin1Name_en,1,en#adm1+name+i_en
