#meta,#meta+archivum,#meta+caput
1603.45.16:,idn.xlsx,admin1Pcode
1603.45.16:,idn.xlsx,admin0Name_en
1603.45.16:,idn.xlsx,admin0Pcode
1603.45.16:,idn.xlsx,date
1603.45.16:,idn.xlsx,validOn
1603.45.16:,idn.xlsx,validTo
1603.45.16:,idn.xlsx,admin3Name_en
1603.45.16:,idn.xlsx,admin3Pcode
1603.45.16:,idn.xlsx,admin3RefName
1603.45.16:,idn.xlsx,admin3AltName1_en
1603.45.16:,idn.xlsx,admin3AltName2_en
1603.45.16:,idn.xlsx,admin2Name_en
1603.45.16:,idn.xlsx,admin2Pcode
1603.45.16:,idn.xlsx,admin1Name_en
1603.45.16:,idn.xlsx,admin1Pcode
1603.45.16:,idn.xlsx,admin0Name_en
1603.45.16:,idn.xlsx,admin0Pcode
1603.45.16:,idn.xlsx,date
1603.45.16:,idn.xlsx,validOn
1603.45.16:,idn.xlsx,validTo
1603.45.16:,idn.xlsx,admin2Name_en
1603.45.16:,idn.xlsx,admin2Pcode
1603.45.16:,idn.xlsx,admin2RefName
1603.45.16:,idn.xlsx,admin2AltName1_en
1603.45.16:,idn.xlsx,admin2AltName2_en
1603.45.16:,idn.xlsx,admin1Name_en
1603.45.16:,idn.xlsx,admin1Pcode
1603.45.16:,idn.xlsx,admin0Name_en
1603.45.16:,idn.xlsx,admin0Pcode
1603.45.16:,idn.xlsx,date
1603.45.16:,idn.xlsx,validOn
1603.45.16:,idn.xlsx,validTo
1603.45.16:,idn.xlsx,admin1Name_en
1603.45.16:,idn.xlsx,admin1Pcode
1603.45.16:,idn.xlsx,admin1RefName
1603.45.16:,idn.xlsx,admin1AltName1_en
1603.45.16:,idn.xlsx,admin1AltName2_en
1603.45.16:,idn.xlsx,admin0Name_en
1603.45.16:,idn.xlsx,admin0Pcode
1603.45.16:,idn.xlsx,date
1603.45.16:,idn.xlsx,validOn
1603.45.16:,idn.xlsx,validTo
1603.45.16:,idn.xlsx,admin0Name_en
1603.45.16:,idn.xlsx,admin0Pcode
1603.45.16:,idn.xlsx,admin0RefName
1603.45.16:,idn.xlsx,admin0AltName1_en
1603.45.16:,idn.xlsx,admin0AltName2_en
1603.45.16:,idn.xlsx,date
1603.45.16:,idn.xlsx,validOn
1603.45.16:,idn.xlsx,validTo
1603.45.16:,irn.xlsx,admin2Name_en
1603.45.16:,irn.xlsx,admin2Name_fa
1603.45.16:,irn.xlsx,admin2Pcode
1603.45.16:,irn.xlsx,admin2RefName
1603.45.16:,irn.xlsx,admin2AltName1_en
1603.45.16:,irn.xlsx,admin2AltName2_en
1603.45.16:,irn.xlsx,admin2AltName1_fa
1603.45.16:,irn.xlsx,admin2AltName2_fa
1603.45.16:,irn.xlsx,admin1Name_en
1603.45.16:,irn.xlsx,admin1Name_fa
1603.45.16:,irn.xlsx,admin1Pcode
1603.45.16:,irn.xlsx,admin0Name_en
1603.45.16:,irn.xlsx,admin0Name_fa
1603.45.16:,irn.xlsx,admin0Pcode
1603.45.16:,irn.xlsx,date
1603.45.16:,irn.xlsx,validOn
1603.45.16:,irn.xlsx,validTo
1603.45.16:,irn.xlsx,admin1Name_en
1603.45.16:,irn.xlsx,admin1Name_fa
1603.45.16:,irn.xlsx,admin1Pcode
1603.45.16:,irn.xlsx,admin1RefName
1603.45.16:,irn.xlsx,admin1AltName1_en
1603.45.16:,irn.xlsx,admin1AltName2_en
1603.45.16:,irn.xlsx,admin1AltName1_fa
1603.45.16:,irn.xlsx,admin1AltName2_fa
1603.45.16:,irn.xlsx,admin0Name_en
1603.45.16:,irn.xlsx,admin0Name_fa
1603.45.16:,irn.xlsx,admin0Pcode
1603.45.16:,irn.xlsx,date
1603.45.16:,irn.xlsx,validOn
1603.45.16:,irn.xlsx,validTo
1603.45.16:,irn.xlsx,admin0Name_en
1603.45.16:,irn.xlsx,admin0Name_fa
1603.45.16:,irn.xlsx,admin0Pcode
1603.45.16:,irn.xlsx,admin0RefName
1603.45.16:,irn.xlsx,admin0AltName1_en
1603.45.16:,irn.xlsx,admin0AltName2_en
1603.45.16:,irn.xlsx,admin0AltName1_fa
1603.45.16:,irn.xlsx,admin0AltName2_fa
1603.45.16:,irn.xlsx,date
1603.45.16:,irn.xlsx,validOn
1603.45.16:,irn.xlsx,validTo
1603.45.16:,irq.xlsx,admin3Name_en
1603.45.16:,irq.xlsx,admin3Name_ar
1603.45.16:,irq.xlsx,admin3Pcode
1603.45.16:,irq.xlsx,admin3RefName
1603.45.16:,irq.xlsx,admin3AltName1_en
1603.45.16:,irq.xlsx,admin3AltName2_en
1603.45.16:,irq.xlsx,admin3AltName1_ar
1603.45.16:,irq.xlsx,admin3AltName2_ar
1603.45.16:,irq.xlsx,admin2Name_en
1603.45.16:,irq.xlsx,admin2Name_ar
1603.45.16:,irq.xlsx,admin2Pcode
1603.45.16:,irq.xlsx,admin1Name_en
1603.45.16:,irq.xlsx,admin1Name_ar
1603.45.16:,irq.xlsx,admin1Pcode
1603.45.16:,irq.xlsx,admin0Name_en
1603.45.16:,irq.xlsx,admin0Name_ar
1603.45.16:,irq.xlsx,admin0Pcode
1603.45.16:,irq.xlsx,date
1603.45.16:,irq.xlsx,validOn
1603.45.16:,irq.xlsx,validTo
1603.45.16:,irq.xlsx,admin2Name_en
1603.45.16:,irq.xlsx,admin2Name_ar
1603.45.16:,irq.xlsx,admin2Pcode
1603.45.16:,irq.xlsx,admin2RefName
1603.45.16:,irq.xlsx,admin2AltName1_en
1603.45.16:,irq.xlsx,admin2AltName2_en
1603.45.16:,irq.xlsx,admin2AltName1_ar
1603.45.16:,irq.xlsx,admin2AltName2_ar
1603.45.16:,irq.xlsx,admin1Name_en
1603.45.16:,irq.xlsx,admin1Name_ar
1603.45.16:,irq.xlsx,admin1Pcode
1603.45.16:,irq.xlsx,admin0Name_en
1603.45.16:,irq.xlsx,admin0Name_ar
1603.45.16:,irq.xlsx,admin0Pcode
1603.45.16:,irq.xlsx,date
1603.45.16:,irq.xlsx,validOn
1603.45.16:,irq.xlsx,validTo
1603.45.16:,irq.xlsx,admin1Name_en
1603.45.16:,irq.xlsx,admin1Name_ar
1603.45.16:,irq.xlsx,admin1Pcode
1603.45.16:,irq.xlsx,admin1RefName
1603.45.16:,irq.xlsx,admin1AltName1_en
1603.45.16:,irq.xlsx,admin1AltName2_en
1603.45.16:,irq.xlsx,admin1AltName1_ar
1603.45.16:,irq.xlsx,admin1AltName2_ar
1603.45.16:,irq.xlsx,admin0Name_en
1603.45.16:,irq.xlsx,admin0Name_ar
1603.45.16:,irq.xlsx,admin0Pcode
1603.45.16:,irq.xlsx,date
1603.45.16:,irq.xlsx,validOn
1603.45.16:,irq.xlsx,validTo
1603.45.16:,irq.xlsx,admin0Name_en
1603.45.16:,irq.xlsx,admin0Name_ar
1603.45.16:,irq.xlsx,admin0Pcode
1603.45.16:,irq.xlsx,admin0RefName
1603.45.16:,irq.xlsx,admin0AltName1_en
1603.45.16:,irq.xlsx,admin0AltName2_en
1603.45.16:,irq.xlsx,admin0AltName1_ar
1603.45.16:,irq.xlsx,admin0AltName2_ar
1603.45.16:,irq.xlsx,date
1603.45.16:,irq.xlsx,validOn
1603.45.16:,irq.xlsx,validTo
1603.45.16:,kaz.xlsx,admin2Name_en
1603.45.16:,kaz.xlsx,admin2Name_kk
1603.45.16:,kaz.xlsx,admin2Name_ru
1603.45.16:,kaz.xlsx,admin2Pcode
1603.45.16:,kaz.xlsx,admin2RefName
1603.45.16:,kaz.xlsx,admin2AltName1_en
1603.45.16:,kaz.xlsx,admin2AltName2_en
1603.45.16:,kaz.xlsx,admin2AltName1_kk
1603.45.16:,kaz.xlsx,admin2AltName2_kk
1603.45.16:,kaz.xlsx,admin2AltName1_ru
1603.45.16:,kaz.xlsx,admin2AltName2_ru
1603.45.16:,kaz.xlsx,admin1Name_en
1603.45.16:,kaz.xlsx,admin1Name_kk
1603.45.16:,kaz.xlsx,admin1Name_ru
1603.45.16:,kaz.xlsx,admin1Pcode
1603.45.16:,kaz.xlsx,admin0Name_en
1603.45.16:,kaz.xlsx,admin0Name_kk
1603.45.16:,kaz.xlsx,admin0Name_ru
1603.45.16:,kaz.xlsx,admin0Pcode
1603.45.16:,kaz.xlsx,date
1603.45.16:,kaz.xlsx,validOn
1603.45.16:,kaz.xlsx,validTo
1603.45.16:,kaz.xlsx,admin1Name_en
1603.45.16:,kaz.xlsx,admin1Name_kk
1603.45.16:,kaz.xlsx,admin1Name_ru
1603.45.16:,kaz.xlsx,admin1Pcode
1603.45.16:,kaz.xlsx,admin1RefName
1603.45.16:,kaz.xlsx,admin1AltName1_en
1603.45.16:,kaz.xlsx,admin1AltName2_en
1603.45.16:,kaz.xlsx,admin1AltName1_kk
1603.45.16:,kaz.xlsx,admin1AltName2_kk
1603.45.16:,kaz.xlsx,admin1AltName1_ru
1603.45.16:,kaz.xlsx,admin1AltName2_ru
1603.45.16:,kaz.xlsx,admin0Name_en
1603.45.16:,kaz.xlsx,admin0Name_kk
1603.45.16:,kaz.xlsx,admin0Name_ru
1603.45.16:,kaz.xlsx,admin0Pcode
1603.45.16:,kaz.xlsx,date
1603.45.16:,kaz.xlsx,validOn
1603.45.16:,kaz.xlsx,validTo
1603.45.16:,kaz.xlsx,admin0Name_en
1603.45.16:,kaz.xlsx,admin0Name_kk
1603.45.16:,kaz.xlsx,admin0Name_ru
1603.45.16:,kaz.xlsx,admin0Pcode
1603.45.16:,kaz.xlsx,admin0RefName
1603.45.16:,kaz.xlsx,admin0AltName1_en
1603.45.16:,kaz.xlsx,admin0AltName2_en
1603.45.16:,kaz.xlsx,admin0AltName1_kk
1603.45.16:,kaz.xlsx,admin0AltName2_kk
1603.45.16:,kaz.xlsx,admin0AltName1_ru
1603.45.16:,kaz.xlsx,admin0AltName2_ru
1603.45.16:,kaz.xlsx,date
1603.45.16:,kaz.xlsx,validOn
1603.45.16:,kaz.xlsx,validTo
1603.45.16:,ken.xlsx,admin2Name_en
1603.45.16:,ken.xlsx,admin2Pcode
1603.45.16:,ken.xlsx,admin2RefName
1603.45.16:,ken.xlsx,admin2AltName1_en
1603.45.16:,ken.xlsx,admin2AltName2_en
1603.45.16:,ken.xlsx,admin1Name_en
1603.45.16:,ken.xlsx,admin1Pcode
1603.45.16:,ken.xlsx,admin0Name_en
1603.45.16:,ken.xlsx,admin0Pcode
1603.45.16:,ken.xlsx,date
1603.45.16:,ken.xlsx,validOn
1603.45.16:,ken.xlsx,validTo
1603.45.16:,ken.xlsx,admin1Name_en
1603.45.16:,ken.xlsx,admin1Pcode
1603.45.16:,ken.xlsx,admin1RefName
1603.45.16:,ken.xlsx,admin1AltName1_en
1603.45.16:,ken.xlsx,admin1AltName2_en
1603.45.16:,ken.xlsx,admin0Name_en
1603.45.16:,ken.xlsx,admin0Pcode
1603.45.16:,ken.xlsx,date
1603.45.16:,ken.xlsx,validOn
1603.45.16:,ken.xlsx,validTo
1603.45.16:,ken.xlsx,admin0Name_en
1603.45.16:,ken.xlsx,admin0Pcode
1603.45.16:,ken.xlsx,admin0RefName
1603.45.16:,ken.xlsx,admin0AltName1_en
1603.45.16:,ken.xlsx,admin0AltName2_en
1603.45.16:,ken.xlsx,date
1603.45.16:,ken.xlsx,validOn
1603.45.16:,ken.xlsx,validTo
1603.45.16:,kgz.xlsx,admin3Name_en
1603.45.16:,kgz.xlsx,admin3Name_ru
1603.45.16:,kgz.xlsx,admin3Name_ky
1603.45.16:,kgz.xlsx,admin3Pcode
1603.45.16:,kgz.xlsx,admin3RefName
1603.45.16:,kgz.xlsx,admin3AltName1_en
1603.45.16:,kgz.xlsx,admin3AltName2_en
1603.45.16:,kgz.xlsx,admin3AltName1_ru
1603.45.16:,kgz.xlsx,admin3AltName2_ru
1603.45.16:,kgz.xlsx,admin3AltName1_ky
1603.45.16:,kgz.xlsx,admin3AltName2_ky
1603.45.16:,kgz.xlsx,admin2Name_en
1603.45.16:,kgz.xlsx,admin2Name_ru
1603.45.16:,kgz.xlsx,admin2Name_ky
1603.45.16:,kgz.xlsx,admin2Pcode
1603.45.16:,kgz.xlsx,admin1Name_en
1603.45.16:,kgz.xlsx,admin1Name_ru
1603.45.16:,kgz.xlsx,admin1Name_ky
1603.45.16:,kgz.xlsx,admin1Pcode
1603.45.16:,kgz.xlsx,admin0Name_en
1603.45.16:,kgz.xlsx,admin0Name_ru
1603.45.16:,kgz.xlsx,admin0Name_ky
1603.45.16:,kgz.xlsx,admin0Pcode
1603.45.16:,kgz.xlsx,date
1603.45.16:,kgz.xlsx,validOn
1603.45.16:,kgz.xlsx,validTo
1603.45.16:,kgz.xlsx,admin3Type_en
1603.45.16:,kgz.xlsx,admin3Type_ru
1603.45.16:,kgz.xlsx,admin3Type_ky
1603.45.16:,kgz.xlsx,admin2Name_en
1603.45.16:,kgz.xlsx,admin2Name_ru
1603.45.16:,kgz.xlsx,admin2Name_ky
1603.45.16:,kgz.xlsx,admin2Pcode
1603.45.16:,kgz.xlsx,admin2RefName
1603.45.16:,kgz.xlsx,admin2AltName1_en
1603.45.16:,kgz.xlsx,admin2AltName2_en
1603.45.16:,kgz.xlsx,admin2AltName1_ru
1603.45.16:,kgz.xlsx,admin2AltName2_ru
1603.45.16:,kgz.xlsx,admin2AltName1_ky
1603.45.16:,kgz.xlsx,admin2AltName2_ky
1603.45.16:,kgz.xlsx,admin1Name_en
1603.45.16:,kgz.xlsx,admin1Name_ru
1603.45.16:,kgz.xlsx,admin1Name_ky
1603.45.16:,kgz.xlsx,admin1Pcode
1603.45.16:,kgz.xlsx,admin0Name_en
1603.45.16:,kgz.xlsx,admin0Name_ru
1603.45.16:,kgz.xlsx,admin0Name_ky
1603.45.16:,kgz.xlsx,admin0Pcode
1603.45.16:,kgz.xlsx,date
1603.45.16:,kgz.xlsx,validOn
1603.45.16:,kgz.xlsx,validTo
1603.45.16:,kgz.xlsx,admin2Type_en
1603.45.16:,kgz.xlsx,admin2Type_ru
1603.45.16:,kgz.xlsx,admin2Type_ky
1603.45.16:,kgz.xlsx,admin1Name_en
1603.45.16:,kgz.xlsx,admin1Name_ru
1603.45.16:,kgz.xlsx,admin1Name_ky
1603.45.16:,kgz.xlsx,admin1Pcode
1603.45.16:,kgz.xlsx,admin1RefName
1603.45.16:,kgz.xlsx,admin1AltName1_en
1603.45.16:,kgz.xlsx,admin1AltName2_en
1603.45.16:,kgz.xlsx,admin1AltName1_ru
1603.45.16:,kgz.xlsx,admin1AltName2_ru
1603.45.16:,kgz.xlsx,admin1AltName1_ky
1603.45.16:,kgz.xlsx,admin1AltName2_ky
1603.45.16:,kgz.xlsx,admin0Name_en
1603.45.16:,kgz.xlsx,admin0Name_ru
1603.45.16:,kgz.xlsx,admin0Name_ky
1603.45.16:,kgz.xlsx,admin0Pcode
1603.45.16:,kgz.xlsx,date
1603.45.16:,kgz.xlsx,validOn
1603.45.16:,kgz.xlsx,validTo
1603.45.16:,kgz.xlsx,admin1Type_en
1603.45.16:,kgz.xlsx,admin1Type_ru
1603.45.16:,kgz.xlsx,admin1Type_ky
1603.45.16:,kgz.xlsx,admin0Name_en
1603.45.16:,kgz.xlsx,admin0Name_ru
1603.45.16:,kgz.xlsx,admin0Name_ky
1603.45.16:,kgz.xlsx,admin0Pcode
1603.45.16:,kgz.xlsx,admin0RefName
1603.45.16:,kgz.xlsx,admin0AltName1_en
1603.45.16:,kgz.xlsx,admin0AltName2_en
1603.45.16:,kgz.xlsx,admin0AltName1_ru
1603.45.16:,kgz.xlsx,admin0AltName2_ru
1603.45.16:,kgz.xlsx,admin0AltName1_ky
1603.45.16:,kgz.xlsx,admin0AltName2_ky
1603.45.16:,kgz.xlsx,date
1603.45.16:,kgz.xlsx,validOn
1603.45.16:,kgz.xlsx,validTo
1603.45.16:,khm.xlsx,admin3Name_en
1603.45.16:,khm.xlsx,admin3Pcode
1603.45.16:,khm.xlsx,admin3RefName
1603.45.16:,khm.xlsx,admin3AltName1_en
1603.45.16:,khm.xlsx,admin3AltName2_en
1603.45.16:,khm.xlsx,admin2Name_en
1603.45.16:,khm.xlsx,admin2Pcode
1603.45.16:,khm.xlsx,admin1Name_en
1603.45.16:,khm.xlsx,admin1Pcode
1603.45.16:,khm.xlsx,admin0Name_en
1603.45.16:,khm.xlsx,admin0Pcode
1603.45.16:,khm.xlsx,date
1603.45.16:,khm.xlsx,validOn
1603.45.16:,khm.xlsx,validTo
1603.45.16:,khm.xlsx,admin2Name_en
1603.45.16:,khm.xlsx,admin2Pcode
1603.45.16:,khm.xlsx,admin2RefName
1603.45.16:,khm.xlsx,admin2AltName1_en
1603.45.16:,khm.xlsx,admin2AltName2_en
1603.45.16:,khm.xlsx,admin1Name_en
1603.45.16:,khm.xlsx,admin1Pcode
1603.45.16:,khm.xlsx,admin0Name_en
1603.45.16:,khm.xlsx,admin0Pcode
1603.45.16:,khm.xlsx,date
1603.45.16:,khm.xlsx,validOn
1603.45.16:,khm.xlsx,validTo
1603.45.16:,khm.xlsx,admin1Name_en
1603.45.16:,khm.xlsx,admin1Pcode
1603.45.16:,khm.xlsx,admin1RefName
1603.45.16:,khm.xlsx,admin1AltName1_en
1603.45.16:,khm.xlsx,admin1AltName2_en
1603.45.16:,khm.xlsx,admin0Name_en
1603.45.16:,khm.xlsx,admin0Pcode
1603.45.16:,khm.xlsx,date
1603.45.16:,khm.xlsx,validOn
1603.45.16:,khm.xlsx,validTo
1603.45.16:,khm.xlsx,admin0Name_en
1603.45.16:,khm.xlsx,admin0Pcode
1603.45.16:,khm.xlsx,admin0RefName
1603.45.16:,khm.xlsx,admin0AltName1_en
1603.45.16:,khm.xlsx,admin0AltName2_en
1603.45.16:,khm.xlsx,date
1603.45.16:,khm.xlsx,validOn
1603.45.16:,khm.xlsx,validTo
1603.45.16:,kir.xlsx,admin2Name_en
1603.45.16:,kir.xlsx,admin2Pcode
1603.45.16:,kir.xlsx,admin2RefName
1603.45.16:,kir.xlsx,admin2AltName1_en
1603.45.16:,kir.xlsx,admin2AltName2_en
1603.45.16:,kir.xlsx,admin1Name_en
1603.45.16:,kir.xlsx,admin1Pcode
1603.45.16:,kir.xlsx,admin0Name_en
1603.45.16:,kir.xlsx,admin0Pcode
1603.45.16:,kir.xlsx,date
1603.45.16:,kir.xlsx,validOn
1603.45.16:,kir.xlsx,validTo
1603.45.16:,kir.xlsx,admin1Name_en
1603.45.16:,kir.xlsx,admin1Pcode
1603.45.16:,kir.xlsx,admin1RefName
1603.45.16:,kir.xlsx,admin1AltName1_en
1603.45.16:,kir.xlsx,admin1AltName2_en
1603.45.16:,kir.xlsx,admin0Name_en
1603.45.16:,kir.xlsx,admin0Pcode
1603.45.16:,kir.xlsx,date
1603.45.16:,kir.xlsx,validOn
1603.45.16:,kir.xlsx,validTo
1603.45.16:,kir.xlsx,admin0Name_en
1603.45.16:,kir.xlsx,admin0Pcode
1603.45.16:,kir.xlsx,admin0RefName
1603.45.16:,kir.xlsx,admin0AltName1_en
1603.45.16:,kir.xlsx,admin0AltName2_en
1603.45.16:,kir.xlsx,date
1603.45.16:,kir.xlsx,validOn
1603.45.16:,kir.xlsx,validTo
1603.45.16:,lao.xlsx,admin2Name_en
1603.45.16:,lao.xlsx,admin2Name_lo
1603.45.16:,lao.xlsx,admin2Pcode
1603.45.16:,lao.xlsx,admin2RefName
1603.45.16:,lao.xlsx,admin2AltName1_en
1603.45.16:,lao.xlsx,admin2AltName2_en
1603.45.16:,lao.xlsx,admin2AltName1_lo
1603.45.16:,lao.xlsx,admin2AltName2_lo
1603.45.16:,lao.xlsx,admin1Name_en
1603.45.16:,lao.xlsx,admin1Name_lo
1603.45.16:,lao.xlsx,admin1Pcode
1603.45.16:,lao.xlsx,admin0Name_en
1603.45.16:,lao.xlsx,admin0Name_lo
1603.45.16:,lao.xlsx,admin0Pcode
1603.45.16:,lao.xlsx,date
1603.45.16:,lao.xlsx,validOn
1603.45.16:,lao.xlsx,validTo
1603.45.16:,lao.xlsx,admin1Name_en
1603.45.16:,lao.xlsx,admin1Name_lo
1603.45.16:,lao.xlsx,admin1Pcode
1603.45.16:,lao.xlsx,admin1RefName
1603.45.16:,lao.xlsx,admin1AltName1_en
1603.45.16:,lao.xlsx,admin1AltName2_en
1603.45.16:,lao.xlsx,admin1AltName1_lo
1603.45.16:,lao.xlsx,admin1AltName2_lo
1603.45.16:,lao.xlsx,admin0Name_en
1603.45.16:,lao.xlsx,admin0Name_lo
1603.45.16:,lao.xlsx,admin0Pcode
1603.45.16:,lao.xlsx,date
1603.45.16:,lao.xlsx,validOn
1603.45.16:,lao.xlsx,validTo
1603.45.16:,lao.xlsx,admin0Name_en
1603.45.16:,lao.xlsx,admin0Name_lo
1603.45.16:,lao.xlsx,admin0Pcode
1603.45.16:,lao.xlsx,admin0RefName
1603.45.16:,lao.xlsx,admin0AltName1_en
1603.45.16:,lao.xlsx,admin0AltName2_en
1603.45.16:,lao.xlsx,admin0AltName1_lo
1603.45.16:,lao.xlsx,admin0AltName2_lo
1603.45.16:,lao.xlsx,date
1603.45.16:,lao.xlsx,validOn
1603.45.16:,lao.xlsx,validTo
1603.45.16:,lbn.xlsx,admin3Name_en
1603.45.16:,lbn.xlsx,admin3Name_ar
1603.45.16:,lbn.xlsx,admin3Pcode
1603.45.16:,lbn.xlsx,admin3RefName
1603.45.16:,lbn.xlsx,admin3AltName1_en
1603.45.16:,lbn.xlsx,admin3AltName2_en
1603.45.16:,lbn.xlsx,admin3AltName1_ar
1603.45.16:,lbn.xlsx,admin3AltName2_ar
1603.45.16:,lbn.xlsx,admin2Name_en
1603.45.16:,lbn.xlsx,admin2Name_ar
1603.45.16:,lbn.xlsx,admin2Pcode
1603.45.16:,lbn.xlsx,admin1Name_en
1603.45.16:,lbn.xlsx,admin1Name_ar
1603.45.16:,lbn.xlsx,admin1Pcode
1603.45.16:,lbn.xlsx,admin0Name_en
1603.45.16:,lbn.xlsx,admin0Name_ar
1603.45.16:,lbn.xlsx,admin0Pcode
1603.45.16:,lbn.xlsx,date
1603.45.16:,lbn.xlsx,validOn
1603.45.16:,lbn.xlsx,validTo
1603.45.16:,lbn.xlsx,admin2Name_en
1603.45.16:,lbn.xlsx,admin2Name_ar
1603.45.16:,lbn.xlsx,admin2Pcode
1603.45.16:,lbn.xlsx,admin2RefName
1603.45.16:,lbn.xlsx,admin2AltName1_en
1603.45.16:,lbn.xlsx,admin2AltName2_en
1603.45.16:,lbn.xlsx,admin2AltName1_ar
1603.45.16:,lbn.xlsx,admin2AltName2_ar
1603.45.16:,lbn.xlsx,admin1Name_en
1603.45.16:,lbn.xlsx,admin1Name_ar
1603.45.16:,lbn.xlsx,admin1Pcode
1603.45.16:,lbn.xlsx,admin0Name_en
1603.45.16:,lbn.xlsx,admin0Name_ar
1603.45.16:,lbn.xlsx,admin0Pcode
1603.45.16:,lbn.xlsx,date
1603.45.16:,lbn.xlsx,validOn
1603.45.16:,lbn.xlsx,validTo
1603.45.16:,lbn.xlsx,admin1Name_en
1603.45.16:,lbn.xlsx,admin1Name_ar
1603.45.16:,lbn.xlsx,admin1Pcode
1603.45.16:,lbn.xlsx,admin1RefName
1603.45.16:,lbn.xlsx,admin1AltName1_en
1603.45.16:,lbn.xlsx,admin1AltName2_en
1603.45.16:,lbn.xlsx,admin1AltName1_ar
1603.45.16:,lbn.xlsx,admin1AltName2_ar
1603.45.16:,lbn.xlsx,admin0Name_en
1603.45.16:,lbn.xlsx,admin0Name_ar
1603.45.16:,lbn.xlsx,admin0Pcode
1603.45.16:,lbn.xlsx,date
1603.45.16:,lbn.xlsx,validOn
1603.45.16:,lbn.xlsx,validTo
1603.45.16:,lbn.xlsx,admin0Name_en
1603.45.16:,lbn.xlsx,admin0Name_ar
1603.45.16:,lbn.xlsx,admin0Pcode
1603.45.16:,lbn.xlsx,admin0RefName
1603.45.16:,lbn.xlsx,admin0AltName1_en
1603.45.16:,lbn.xlsx,admin0AltName2_en
1603.45.16:,lbn.xlsx,admin0AltName1_ar
1603.45.16:,lbn.xlsx,admin0AltName2_ar
1603.45.16:,lbn.xlsx,date
1603.45.16:,lbn.xlsx,validOn
1603.45.16:,lbn.xlsx,validTo
1603.45.16:,lbr.xlsx,admin2Name_en
1603.45.16:,lbr.xlsx,admin2Pcode
1603.45.16:,lbr.xlsx,admin2RefName
1603.45.16:,lbr.xlsx,admin2AltName1_en
1603.45.16:,lbr.xlsx,admin2AltName2_en
1603.45.16:,lbr.xlsx,admin1Name_en
1603.45.16:,lbr.xlsx,admin1Pcode
1603.45.16:,lbr.xlsx,admin0Name_en
1603.45.16:,lbr.xlsx,admin0Pcode
1603.45.16:,lbr.xlsx,date
1603.45.16:,lbr.xlsx,validOn
1603.45.16:,lbr.xlsx,validTo
1603.45.16:,lbr.xlsx,admin1Name_en
1603.45.16:,lbr.xlsx,admin1Pcode
1603.45.16:,lbr.xlsx,admin1RefName
1603.45.16:,lbr.xlsx,admin1AltName1_en
1603.45.16:,lbr.xlsx,admin1AltName2_en
1603.45.16:,lbr.xlsx,admin0Name_en
1603.45.16:,lbr.xlsx,admin0Pcode
1603.45.16:,lbr.xlsx,date
1603.45.16:,lbr.xlsx,validOn
1603.45.16:,lbr.xlsx,validTo
1603.45.16:,lbr.xlsx,admin0Name_en
1603.45.16:,lbr.xlsx,admin0Pcode
1603.45.16:,lbr.xlsx,admin0RefName
1603.45.16:,lbr.xlsx,admin0AltName1_en
1603.45.16:,lbr.xlsx,admin0AltName2_en
1603.45.16:,lbr.xlsx,date
1603.45.16:,lbr.xlsx,validOn
1603.45.16:,lbr.xlsx,validTo
1603.45.16:,lby.xlsx,admin2Name_en
1603.45.16:,lby.xlsx,admin2Name_ar
1603.45.16:,lby.xlsx,admin2Pcode
1603.45.16:,lby.xlsx,admin2RefName
1603.45.16:,lby.xlsx,admin2AltName1_en
1603.45.16:,lby.xlsx,admin2AltName2_en
1603.45.16:,lby.xlsx,admin2AltName1_ar
1603.45.16:,lby.xlsx,admin2AltName2_ar
1603.45.16:,lby.xlsx,admin1Name_en
1603.45.16:,lby.xlsx,admin1Name_ar
1603.45.16:,lby.xlsx,admin1Pcode
1603.45.16:,lby.xlsx,admin0Name_en
1603.45.16:,lby.xlsx,admin0Name_ar
1603.45.16:,lby.xlsx,admin0Pcode
1603.45.16:,lby.xlsx,date
1603.45.16:,lby.xlsx,validOn
1603.45.16:,lby.xlsx,validTo
1603.45.16:,lby.xlsx,admin1Name_en
1603.45.16:,lby.xlsx,admin1Name_ar
1603.45.16:,lby.xlsx,admin1Pcode
1603.45.16:,lby.xlsx,admin1RefName
1603.45.16:,lby.xlsx,admin1AltName1_en
1603.45.16:,lby.xlsx,admin1AltName2_en
1603.45.16:,lby.xlsx,admin1AltName1_ar
1603.45.16:,lby.xlsx,admin1AltName2_ar
1603.45.16:,lby.xlsx,admin0Name_en
1603.45.16:,lby.xlsx,admin0Name_ar
1603.45.16:,lby.xlsx,admin0Pcode
1603.45.16:,lby.xlsx,date
1603.45.16:,lby.xlsx,validOn
1603.45.16:,lby.xlsx,validTo
1603.45.16:,lby.xlsx,admin0Name_en
1603.45.16:,lby.xlsx,admin0Name_ar
1603.45.16:,lby.xlsx,admin0Pcode
1603.45.16:,lby.xlsx,admin0RefName
1603.45.16:,lby.xlsx,admin0AltName1_en
1603.45.16:,lby.xlsx,admin0AltName2_en
1603.45.16:,lby.xlsx,admin0AltName1_ar
1603.45.16:,lby.xlsx,admin0AltName2_ar
1603.45.16:,lby.xlsx,date
1603.45.16:,lby.xlsx,validOn
1603.45.16:,lby.xlsx,validTo
1603.45.16:,lca.xlsx,admin2Name_en
1603.45.16:,lca.xlsx,admin2Pcode
1603.45.16:,lca.xlsx,admin2RefName
1603.45.16:,lca.xlsx,admin2AltName1_en
