#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000+ix_alt2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:68:0:68,68,1603:45:16:68:0,Bolivia (Estado Plurinacional de),BO,,,,2019-01-29,2021-09-21,
