#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+name+i_eng+is_latn,#country+name+i_sin+is_sinh,#country+name+i_tam+is_taml,#item+rem+i_qcc+is_zxxx+ix_wikip297,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_sin+is_sinh,#country+name+alt2+i_sin+is_sinh,#country+name+alt1+i_tam+is_taml,#country+name+alt2+i_tam+is_taml,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:144:0:LK,LK,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,,,,,,,,2019-04-09,2020-03-20,
