#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_eng+is_latn,#country+name+i_mya+is_mymr,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_mya+is_mymr,#country+name+alt2+i_mya+is_mymr,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:104:0:104,104,1603:45:16:104:0,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,,,,,,2021-05-31,2021-08-04,
