qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:68:1:1,1,1603:45:16:68:0,1603:45:16:68:1:1,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:1:2,2,1603:45:16:68:0,1603:45:16:68:1:2,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:1:3,3,1603:45:16:68:0,1603:45:16:68:1:3,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:1:4,4,1603:45:16:68:0,1603:45:16:68:1:4,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:1:5,5,1603:45:16:68:0,1603:45:16:68:1:5,Potosí,BO05,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:1:6,6,1603:45:16:68:0,1603:45:16:68:1:6,Tarija,BO06,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:1:7,7,1603:45:16:68:0,1603:45:16:68:1:7,Santa Cruz,BO07,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:1:8,8,1603:45:16:68:0,1603:45:16:68:1:8,Beni,BO08,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:1:9,9,1603:45:16:68:0,1603:45:16:68:1:9,Pando,BO09,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
