#item+conceptum+codicem,#item+rem+i_ara+is_arab,#item+rem+i_hye+is_armn,#item+rem+i_ben+is_beng,#item+rem+i_rus+is_cyrl,#item+rem+i_hin+is_deva,#item+rem+i_amh+is_ethi,#item+rem+i_kat+is_geor,#item+rem+i_grc+is_grek,#item+rem+i_guj+is_gujr,#item+rem+i_pan+is_guru,#item+rem+i_kan+is_knda,#item+rem+i_kor+is_hang,#item+rem+i_lzh+is_hant,#item+rem+i_heb+is_hebr,#item+rem+i_khm+is_khmr,#item+rem+i_lao+is_laoo,#item+rem+i_lat+is_latn,#item+rem+i_mni+is_mtei,#item+rem+i_mnw+is_mymr,#item+rem+i_nqo+is_nkoo,#item+rem+i_sat+is_olck,#item+rem+i_ori+is_orya,#item+rem+i_sin+is_sinh,#item+rem+i_tam+is_taml,#item+rem+i_tel+is_telu,#item+rem+i_div+is_thaa,#item+rem+i_tha+is_thai,#item+rem+i_bod+is_tibt,#item+rem+i_san+is_zyyy,#item+rem+i_zho+is_zyyy,#item+rem+i_por+is_latn,#item+rem+i_eng+is_latn,#item+rem+i_fra+is_latn,#item+rem+i_nld+is_latn,#item+rem+i_deu+is_latn,#item+rem+i_spa+is_latn,#item+rem+i_ita+is_latn,#item+rem+i_gle+is_latn,#item+rem+i_swe+is_latn,#item+rem+i_ceb+is_latn,#item+rem+i_sqi+is_latn,#item+rem+i_pol+is_latn,#item+rem+i_fin+is_latn,#item+rem+i_ron+is_latn,#item+rem+i_vie+is_latn,#item+rem+i_cat+is_latn,#item+rem+i_ukr+is_cyrl,#item+rem+i_bul+is_cyrl,#item+rem+i_slv+is_latn,#item+rem+i_war+is_latn,#item+rem+i_nob+is_latn,#item+rem+i_ces+is_latn,#item+rem+i_dan+is_latn,#item+rem+i_jpn+is_jpan,#item+rem+i_nno+is_latn,#item+rem+i_mal+is_mlym,#item+rem+i_ind+is_latn,#item+rem+i_fas+is_zyyy,#item+rem+i_hun+is_latn,#item+rem+i_eus+is_latn,#item+rem+i_cym+is_latn,#item+rem+i_glg+is_latn,#item+rem+i_slk+is_latn,#item+rem+i_epo+is_latn,#item+rem+i_msa+is_zyyy,#item+rem+i_est+is_latn,#item+rem+i_hrv+is_latn,#item+rem+i_tur+is_latn,#item+rem+i_nds+is_latn,#item+rem+i_oci+is_latn,#item+rem+i_zho+is_hans,#item+rem+i_bre+is_latn,#item+rem+i_arz+is_latn,#item+rem+i_afr+is_latn,#item+rem+i_ltz+is_latn,#item+rem+i_sco+is_latn,#item+rem+i_bar+is_latn,#item+rem+i_arg+is_latn,#item+rem+i_zho+is_hant,#item+rem+i_pap+is_latn,#item+rem+i_cos+is_latn,#item+rem+i_gsw+is_latn,#item+rem+i_isl+is_latn,#item+rem+i_min+is_latn,#item+rem+i_roh+is_latn,#item+rem+i_vec+is_latn,#item+rem+i_pms+is_latn,#item+rem+i_scn+is_latn,#item+rem+i_srd+is_latn,#item+rem+i_gla+is_latn,#item+rem+i_lim+is_latn,#item+rem+i_wln+is_latn,#item+rem+i_srp+is_latn,#item+rem+i_vls+is_latn,#item+rem+i_nap+is_latn,#item+rem+i_lij+is_latn,#item+rem+i_fur+is_latn,#item+rem+i_pcd+is_latn,#item+rem+i_wol+is_latn,#item+rem+i_kon+is_latn,#item+rem+i_frp+is_latn,#item+rem+i_wuu+is_zyyy,#item+rem+i_srp+is_cyrl,#item+rem+i_urd+is_arab,#item+rem+i_gan+is_zyyy,#item+rem+i_lit+is_latn,#item+rem+i_gan+is_hans,#item+rem+i_hbs+is_latn,#item+rem+i_lav+is_latn,#item+rem+i_bos+is_latn,#item+rem+i_srn+is_latn,#item+rem+i_azb+is_arab,#item+rem+i_jav+is_latn,#item+rem+i_ell+is_grek,#item+rem+i_sun+is_latn,#item+rem+i_fry+is_latn,#item+rem+i_ace+is_latn,#item+rem+i_jam+is_latn,#item+rem+i_che+is_cyrl,#item+rem+i_bel+is_cyrl,#item+rem+i_kab+is_latn,#item+rem+i_fao+is_latn,#item+rem+i_vmf+is_latn,#item+rem+i_bam+is_zyyy,#item+rem+i_frc+is_latn,#item+rem+i_prg+is_latn,#item+rem+i_lmo+is_latn,#item+rem+i_mar+is_deva,#item+rem+i_ady+is_cyrl,#item+rem+i_ary+is_arab,#item+rem+i_awa+is_deva,#item+rem+i_ban+is_latn,#item+rem+i_ast+is_latn,#item+rem+i_bcl+is_latn,#item+rem+i_bho+is_deva,#item+rem+i_bpy+is_beng,#item+rem+i_bxr+is_cyrl,#item+rem+i_cdo+is_zyyy,#item+rem+i_diq+is_latn,#item+rem+i_dsb+is_latn,#item+rem+i_ext+is_latn,#item+rem+i_gcr+is_latn,#item+rem+i_gom+is_zyyy,#item+rem+i_frr+is_latn,#item+rem+i_hak+is_zyyy,#item+rem+i_hif+is_zyyy,#item+rem+i_hsb+is_latn,#item+rem+i_hyw+is_armn,#item+rem+i_ilo+is_latn,#item+rem+i_inh+is_cyrl,#item+rem+i_kaa+is_latn,#item+rem+i_kbd+is_cyrl,#item+rem+i_kbp+is_latn,#item+rem+i_mai+is_deva,#item+rem+i_mhr+is_cyrl,#item+rem+i_mwl+is_latn,#item+rem+i_mzn+is_arab,#item+rem+i_nah+is_latn,#item+rem+i_nan+is_latn,#item+rem+i_new+is_deva,#item+rem+i_pam+is_latn,#item+rem+i_pfl+is_latn,#item+rem+i_pnb+is_arab,#item+rem+i_rue+is_cyrl,#item+rem+i_rup+is_latn,#item+rem+i_sah+is_cyrl,#item+rem+i_sgs+is_latn,#item+rem+i_shi+is_zyyy,#item+rem+i_shn+is_mymr,#item+rem+i_smn+is_latn,#item+rem+i_stq+is_latn,#item+rem+i_szl+is_latn,#item+rem+i_tcy+is_zyyy,#item+rem+i_udm+is_cyrl,#item+rem+i_vep+is_latn,#item+rem+i_vro+is_latn,#item+rem+i_yue+is_zyyy,#item+rem+i_crh+is_latn,#item+rem+i_crh+is_cyrl,#item+rem+i_lad+is_zyyy,#item+rem+i_lez+is_cyrl,#item+rem+i_swa+is_latn,#item+rem+i_zha+is_zyyy,#item+rem+i_yor+is_latn,#item+rem+i_yid+is_hebr,#item+rem+i_xho+is_latn,#item+rem+i_uzb+is_latn,#item+rem+i_uig+is_zyyy,#item+rem+i_uig+is_arab,#item+rem+i_uig+is_latn,#item+rem+i_tat+is_zyyy,#item+rem+i_tat+is_cyrl,#item+rem+i_tat+is_latn,#item+rem+i_tso+is_latn,#item+rem+i_tgl+is_latn,#item+rem+i_tuk+is_latn,#item+rem+i_abk+is_cyrl,#item+rem+i_asm+is_beng,#item+rem+i_ava+is_cyrl,#item+rem+i_aze+is_latn,#item+rem+i_aze+is_cyrl,#item+rem+i_bak+is_cyrl,#item+rem+i_bis+is_latn,#item+rem+i_chv+is_cyrl,#item+rem+i_grn+is_latn,#item+rem+i_glv+is_latn,#item+rem+i_hau+is_latn,#item+rem+i_hat+is_latn,#item+rem+i_xmf+is_geor,#item+rem+i_kaz+is_zyyy,#item+rem+i_kaz+is_arab,#item+rem+i_kaz+is_cyrl,#item+rem+i_kaz+is_latn,#item+rem+i_kal+is_latn,#item+rem+i_krc+is_cyrl,#item+rem+i_kur+is_zyyy,#item+rem+i_kur+is_arab,#item+rem+i_kur+is_latn,#item+rem+i_ckb+is_arab,#item+rem+i_sdh+is_arab,#item+rem+i_kpv+is_cyrl,#item+rem+i_koi+is_cyrl,#item+rem+i_cor+is_latn,#item+rem+i_kir+is_zyyy,#item+rem+i_kir+is_arab,#item+rem+i_kir+is_cyrl,#item+rem+i_lld+is_latn,#item+rem+i_lin+is_latn,#item+rem+i_mlg+is_latn,#item+rem+i_mkd+is_cyrl,#item+rem+i_mon+is_cyrl,#item+rem+i_mlt+is_latn,#item+rem+i_mya+is_mymr,#item+rem+i_tvn+is_mymr,#item+rem+i_rki+is_mymr,#item+rem+i_nep+is_deva,#item+rem+i_dty+is_deva,#item+rem+i_nav+is_latn,#item+rem+i_oss+is_cyrl,#item+rem+i_pus+is_arab,#item+rem+i_que+is_latn,#item+rem+i_kin+is_latn,#item+rem+i_snd+is_arab,#item+rem+i_sme+is_latn,#item+rem+i_smo+is_latn,#item+rem+i_sna+is_latn,#item+rem+i_som+is_latn,#item+rem+i_ssw+is_latn,#item+rem+i_tgk+is_zyyy,#item+rem+i_tgk+is_cyrl,#item+rem+i_tgk+is_latn,#item+rem+i_zul+is_latn,#item+rem+i_vol+is_latn,#item+rem+i_ina+is_latn,#item+rem+i_ile+is_latn,#item+rem+i_jbo+is_latn,#item+rem+i_nov+is_latn,#item+rem+i_ido+is_latn,#item+rem+i_lfn+is_latn,#item+rem+i_mul+is_zxxx,#item+rem+i_und+is_zxxx,#item+rem+i_zxx+is_zxxx
Q283,ماء,ջուր,পানি,вода,जल,ውሃ,წყალი,,પાણી,ਪਾਣੀ,ನೀರು,물,水,מים,ទឹក,,aqua,ꯏꯁꯤꯡ,,ߖߌ,ᱫᱟᱜ,ଜଳ,ජලය,நீர்,నీరు,ފެން,น้ำ,ཆུ།,जलम्,水,água,water,eau,water,Wasser,agua,acqua,uisce,vatten,tubig,uji,woda,vesi,apă,nước,aigua,вода,вода,voda,tubig,vann,voda,vand,水,vatn,ജലം,air,آب,víz,ura,dŵr,auga,voda,akvo,air,vesi,voda,su,Water,aiga,,dour,ميه,water,Waasser,watter,Wossa,augua,水,awa,acqua,Wasser,vatn,aia,,àcua,eva,acqua,aba,uisge,water,,,woater,acqua,ægoa,aghe,Ieu,ndox,maza,,水,вода,پانی,水,vanduo,,voda,ūdens,voda,,سو,banyu,νερό,cai,wetter,ie,waata,хи,вада,aman,vatn,,Ji,,,aqua,पाणी,,ما,पानी,toya,agua,Tubig,पानी,,уһан,cūi,Awe,wóda,augua,dilo,udok,Weeder,súi,paani,woda,ջուր,danum,Хий,suw,,lɩm,पानी,,auga,ئو,ātl,Chúi,लः,danum,Wassa,پانی,вода,Apâ,уу,Ondou,Aman,ၼမ်ႉ,čääci,Woater,woda,ನೀರ್,ву,vezi,Vesi,水,Suv,,agua,яд,maji,raemx,omi,װאַסער,amanzi,suv,سۇ,,,су,су,su,mati,tubig,suw,аӡы,পানী,лъим,su,,Һыу,wota,шыв,y,ushtey,ruwa,dlo,წყარი,су,,,,,,av,,,ئاو,,,,Dowr,суу,,,Èga,mái,rano,вода,Ус,,ရေ,,,पानी,पानी,tó,дон,اوبه,yaku,,پاڻي,čáhci,vai,mvura,biyo,,об,,,amanzi,vat,aqua,aqua,djacu,,aquo,acua,,,
Q7892,ماء الشرب,Խմելու ջուր,পানীয় জল,питьевая вода,पीने का पानी,,სასმელი წყალი,,,ਪੀਣ ਵਾਲਾ ਪਾਣੀ,ಕುಡಿಯುವ ನೀರು,식수,,מי שתייה,,ນ້ຳດື່ມ,,,,,,,,குடி நீர்,తాగునీరు,,น้ำดื่ม,,,饮用水,água potável,drinking water,eau potable,drinkwater,Trinkwasser,agua potable,acqua potabile,,dricksvatten,,Uji i Pijshëm,woda pitna,juomavesi,Apă potabilă,nước uống,aigua potable,питна вода,Питейна вода,Pitna voda,Irimnon nga tubig,drikkevann,pitná voda,drikkevand,飲料水,drikkevatn,കുടിവെള്ളം,air minum,آب آشامیدنی,ivóvíz,Edateko ur,,auga potable,Pitná voda,trinkakvo,air minuman,joogivesi,Pitka voda,İçme suyu,Drinkwater,Aiga potabla,,,,Drinkwater,Drénkwaasser,,,,,,,,Neysluvatn,,,,,acqua pi bìviri,Aba potàbile,,,,,,,,,,,,,饮用水,пијаћа вода,,白開水,,,pitka voda,dzeramais ūdens,Vodovod,,,,Πόσιμο νερό,,,,Jingkin waata,молу хи,піццёвая вада,,,,,,,,पिण्याचे पाणी,,,,,agua potable,,,,,,Awa şımıtışi,,,Dilo potab,,,,,pitna woda,,,,,,,,,,,,Ím-iōng-chúi,,,,,,,,,,,juuhâmčääci,,,,,,,食水,,,,,Maji salama,,,טרינקוואסער,,,,,,,,,,,,,,,,,,,,,,Ruwa,Dlo pou bwè pwòp,,Ауыз су,,,,,,,,,,,,,,Ичилчү суу,,,,,,пивка вода,,,သန့်ရှင်းသော သောက်သုံးရေ,,,पिउने पानी,,,,,Upyana yaku,,,juhkančáhci,,,,,,,,,,,,,,,,,,
Q15324,مسطح مائي,ջրային օբյեկտ,,водный объект,जल निकाय,,წყალსატევი,,જળાશય,,,수역,,גוף מים,,,Corpus aquae,,,,,,Body of water,நீர்நிலைகள்,నీటి రాశి,,แหล่งน้ำ,,,水體,corpo de água,body of water,étendue d'eau,waterlichaam,Gewässer,cuerpo de agua,massa d'acqua,limistéar uisce,vattensamling,,trup ujor,akwen,vesimuodostuma,întindere de apă,vùng nước,cos d'aigua,водний об'єкт,Воден басейн,Vodno telo,,vannmasse,vodstvo,vandområde,水域,vassførekomst,ജലാശയം,perairan,بدنه آبی,felszíni víz,ur gorputza,corff o ddŵr,corpo de auga,,akvejo,jasad air,veekogu,vodena površina,su kütlesi,,espandida d'aiga,,Ledennad dour,مسطح مائى,,Gewässer,body o watter,,,水體,,,Gewässer,Vatnshlot,,,corpo de àcua,,corpu ìdricu,,,,Aiwe,vodena površina,,,,,,,,ètendua d’égoua,水体,водена површина,جسم آب,,Vandens telkinys,,vodena masa,ūdenstilpe,,,,,υδάτινο σώμα,,,,,,водны аб’ект,,,,,,,,जलसाठा,,,,,cuerpu d'agua,,जलभंडार,,,,Kutleyê awer,Wódy,,,,,,,wodźizna,,bagi ti danum,,,,,,,,,,,,,,,,,,Ondens telkėnīs,,,,,,,,,Viikogo,水體,,,,,,,,,,,,,,сулык,сулык,sulıq,,Anyong tubig,,,,,,,һыу объекты,,Шывлăх,,,,,,,,Бөген,,,,,,,کۆمای ئاوی,,,,korf dowr,,,,,,,водна површина,,,,,,,,,,,,,,,,,,,Объекти обӣ,,,,,,,,,,,,,
Q81041,دورة الماء,Ջրի շրջապտույտը բնության մեջ,পানিচক্র,Круговорот воды в природе,जल चक्र,የውሃ ኡደት,წყლის წრებრუნვა,,જળ ચક્ર,ਜਲ ਚੱਕਰ,ಜಲ ಚಕ್ರ,물의 순환,,מחזור המים,,,Circulus aquae,,,,,,ජල චක්රය,நீர் சுழற்சி,జలచక్రం,,วัฏจักรของน้ำ,ཆུ་ཁམས་འཁོར་སྐྱོད།,,水循环,ciclo hidrológico,Earth water cycle,cycle de l'eau,waterkringloop,Wasserkreislauf,ciclo hidrológico,ciclo dell'acqua,,vattnets kretslopp,,Cikli i Ujit,cykl hydrologiczny,Veden kiertokulku,Circuitul apei în natură,Vòng tuần hoàn nước,cicle hidrològic,кругообіг води,Кръговрат на водата,Kroženje vode,,vannets kretsløp,koloběh vody,Vandets kredsløb,水循環,Vasskrinslaupet,ജലചംക്രമണം,Siklus air,چرخه آب,Vízkörforgás,Uraren zikloa,cylchred ddŵr,Ciclo hidrolóxico,Kolobeh vody,akva ciklo,Kitaran air,veeringe,Hidrološki ciklus,Su döngüsü,,Cicle de l'aiga,,Kelc'hiad an dour,,Waterkringloop,,watter cycle,,Ciclo hidrolochico,,,,,Hringrás vatns,,,,,,,,Waterkringloup,,,,,,,,,,,水循环,хидролошки циклус,آبی چکر,,Hidrologinis ciklas,,Hidrološki ciklus,Ūdens cikls,hidrološki ciklus,,سو دؤورانی,,κύκλος του νερού,Daur cai,,,,,Кругазварот вады,,,,,,,Ciclo de l'acqua,जलचक्र,,,,,Ciclu hidrolóxicu,,,,,,,,,,,,Súi-sùn-fàn,,,,,,,,,,,,,,Chúi sûn-khoân,,,,,,,,,,,,,,ಜಲಚಕ್ರ,,,,水循環,,,,,Dura ya maji,,,וואסער-ציקל,,,,,,,,,,Pagpapaulit-ulit ng tubig,,,,,Su dövranı,,Тәбиғәттә һыу әйләнеше,,Çутçанталăри шыв çаврăмĕ,,,,Sik dlo,,Табиғаттағы су айналымы,,,,,,,,,سووڕی ئاو,,,,Tro Dowroniethel,,,,,,,Кружење на водата,,,ရေ သံသရာလည်ခြင်း,,,जलचक्र,,,,د اوبو جريان (د ابو څرخ),Yaku muyuriy,,آبِي چَڪَرُ,,,Nhevedzwa dzeMvura,,,,,,,,,,,,,,,,
Q102192,ماء عذب,,স্বাদু পানি,пресная вода,मीठा जल,,მტკნარი წყალი,,,,,민물,,מים מתוקים,,,Aqua dulcis,,,,,,,நன்னீர்,,,น้ำจืด,,,淡水,água doce,fresh water,eau douce,zoet water,Süßwasser,agua dulce,acqua dolce,Fionnuisce,sötvatten,,,Woda słodka,Makea vesi,Apă dulce,nước ngọt,aigua dolça,прісна вода,Прясна вода,,Tab-áng,ferskvann,sladká voda,Ferskvand,淡水,ferskvatn,,air tawar,آب شیرین,édesvíz,Ur geza,,Auga doce,sladká voda,nesala akvo,Air tawar,Magevesi,Slatka voda,tatlı su,Söötwater,Aiga doça,,,,Varswater,Séisswaasser,Fresh watter,,,淡水,,,,Ferskvatn,,,àcua dolse,,,,fìor-uisge,,,,,,,,,,,,淡水,Свјежа вода,,,,,Slatka voda,Saldūdens,Slatka voda,,,Banyu tawa,,Cai tawar,Swietwetter,,,,Прэсная вада,,,,,,,,,,,,,Agua dulce,,ताजा पानी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ньулуун уу,,,,,,,,Шӧг ву,,,淡水,,,,,Maji matamu,,,,,,,,,,,,,,,,,,İçməli su,,,,,,,,,,Тұщы көл,تۇششى كول,Тұщы көл,Tuşçı köl,,,,,,,,,,,,,,,,,питка вода,,,,,,,,,,,,,,,,,Xareed,,,,,,,,,,,,,,,
Q178496,مرحاض سمادي,,,Биотуалет,कम्पोस्टकारी शौचालय,,,,,,,,,שירותים אקולוגיים,,,,,,,,,,உரப்படுத்தல் மலசலகூடம்,,,,,,堆肥式廁所,banheiro seco,composting toilet,Toilettes sèches,composttoilet,Komposttoilette,Baño seco ecológico,toilette compostante,,Torrtoalett,,,Toaleta kompostująca,Kompostikäymälä,,,,Біотуалет,,,,,Kompostovací toaleta,Multtoilet,バイオトイレ,,,Toilet kompos,توالت کودساز,,,,,Kompostovací záchod,Kompoŝtiga necesejo,,,,Kompost tuvalet,,,,,,,,,,,,,,,Þurrsalerni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q183129,تلوث المياه,Ջրի աղտոտում,পানি দূষণ,загрязнение пресных вод,जल प्रदूषण,,Water Pollution,,પાણીનું પ્રદૂષણ,ਪਾਣੀ ਪ੍ਰ੍ਰ੍ਦਦੁਸ੍ਣ੍,ಜಲ ಮಾಲಿನ್ಯ,수질 오염,,זיהום מים,,,,,,,,ଜଳ ପ୍ରଦୂଷଣ,,நீர் மாசுபாடு,నీటి కాలుష్యం,,มลพิษทางน้ำ,,जलमालिन्यम्,水污染,poluição da água,water pollution,pollution de l'eau,watervervuiling,Gewässerverschmutzung,contaminación hídrica,inquinamento idrico,,vattenförorening,,Ndotja e ujit,zanieczyszczenia wody,Vesien saastuminen,Poluarea apei,ô nhiễm nước,contaminació de l'aigua,забруднення прісних вод,замърсяване на водите,Onesnaženje voda,,vannforurensning,znečištění vody,Vandforurening,水質汚染,vassureining,river pollution,pencemaran air,آلودگی آب,Vízszennyezés,Uraren kutsadura,,Contaminación do medio hídrico,,akvopoluado,Pencemaran air in tamil,Veereostus,,su kirliliği,,,,,,Waterbesoedeling,,,,,水污染,,,,,,,,,,,,,Mannixhance di l' aiwe,,,,,,,,,,水污染,загађење воде,,,,,Zagađenje vode,Ūdens piesārņojums,,,,,Ρύπανση των υδάτων,,,,,,,,,,,,,,जल प्रदूषण,,,,,Contaminación hídrica,,पानी प्रदूषण,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水質污染,,,,,,,,,,,,,,суларның пычрануы,,,,,,,জল প্ৰদূষণ,,Səth sularının ekocoğrafi problemləri,,,,,,,,,,Су айдынын ластау,سۋ ايدىنىن لاستاۋ,Су айдынын ластау,Sw aýdının lastaw,,,,,,پحسبئنی او,,,,,,,,,,,Загадување на водата,,,,,,,,,,د اوبو ککړتيا,,,آبي گدلاڻ,,,,,,,,,,,,,,,,,,,
Q268534,مرحاض مزود بنظام شطف,Զուգարանակոնք,ফ্লাশ টয়লেট,унитаз,प्रधावन शौचालय,,უნიტაზი,,,,,수세식 변소,,מושב אסלה,,,,,,,,,,,ఫ్లష్ టాయిలెట్,,,,,抽水馬桶,autoclismo,flush toilet,rinçage des toilettes,spoeltoilet,Spültoilette,cisterna de inodoro,water,,vattenklosett,,,muszla klozetowa,WC,,Bồn cầu,vàter,Унітаз,,WC,Dibuhos nga inidoro,Vannklosett,splachovací záchod,,水洗式便所,vassklosett,,kloset siram,سیفون توالت,,,,,splachovací záchod,akvopelilo,,Vesiklosett,,Alafranga tuvalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC шоља,,,,,,,,,,WC sentor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kubeta,,,,,,,,,Унитаз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,فلش ٽوائليٽ,,,,,,,,,,,,,,,,,,,
Q336191,مياه صرف,Կեղտաջրեր,,сточные воды,अपजल,,ჩამდინარე წყალი,,,,ತ್ಯಾಜ್ಯ ನೀರು,폐수,,שפכים,,,,,,,,,,கழிவு நீர்,,,น้ำเสีย,,,污水,águas residuais,wastewater,eaux usées,afvalwater,Abwasser,aguas residuales,acque reflue,,avloppsvatten,,,ścieki,jätevesi,Ape uzate,Nước thải,aigües residuals,Стічні води,Отходни води,Odpadne vode,,avløpsvann,odpadní voda,spildevand,廃水,avløpsvatn,,air limbah,پساب,Szennyvíz,Ur zikin,,Augas residuais,odpadová voda,uzita akvo,Air kumbahan,reovesi,,,,Aigassas,,,,,Ofwaasser,,Obwossa,,,,,,,,,,,,Abas residuales,,,,,,,,,,,,,,oтпадне воде,,,Nuotekos,,Otpadne vode,,Otpadna voda,,,,,,Offalwetter,,,,Сцёкавыя воды,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuolvâčääci,,,,,,,污水,,,,,,,,,,,,,,,,,,,,,,,,,,,Аннă шывсем,,,,Dlo ize,,Ағынды су,,,,,,,,,,,,,,Ыплас суулар,,,,,,отпадна вода,Бохир ус,,,,,,,,,,Q'upa yaku,,,duolvačáhci,,,,,,,,,,,,,,,,,,
Q506004,ماء الصنبور,,টেপ,водопроводная вода,,,,,,,,상수도,,מי ברז,,,,,,,,,,குழாய் நீர்,,,น้ำประปา,,,自来水,água encanada,tap water,eau du robinet,leidingwater,Leitungswasser,agua de tubería,,Uisce buacaire,kranvatten,,,,vesijohtovesi,,Nước máy,aigua corrent,Водопровідна вода,,,,kranvann,,Postevand,水道水,springvatn,,Air keran,آب شیر,,Txorrotako ur,Aweddwr,,,entuba akvo,,kraanivesi,,Musluk suyu,Tappwater,,,,,,,,Ganslwein,,自來水,,,,Kranavatn,,,,,,,,,,,,,,,,,,,自来水,,,,,,,,,,,,,,,,,,,,,,,,,,"information on rainwater comes and stored likes lakes,rivers,etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chúi-tō-chúi,,,,,,,,,,,,,,,,,,水喉水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
