4	4	AFG	afg	af	AF
8	8	ALB	alb	al	AL
10	10	ATA	ata	aq	AQ
12	12	DZA	dza	dz	DZ
16	16	ASM	asm	as	AS
20	20	AND	and	ad	AD
24	24	AGO	ago	ao	AO
28	28	ATG	atg	ag	AG
31	31	AZE	aze	az	AZ
32	32	ARG	arg	ar	AR
36	36	AUS	aus	au	AU
40	40	AUT	aut	at	AT
44	44	BHS	bhs	bs	BS
48	48	BHR	bhr	bh	BH
50	50	BGD	bgd	bd	BD
51	51	ARM	arm	am	AM
52	52	BRB	brb	bb	BB
56	56	BEL	bel	be	BE
60	60	BMU	bmu	bm	BM
64	64	BTN	btn	bt	BT
68	68	BOL	bol	bo	BO
70	70	BIH	bih	ba	BA
72	72	BWA	bwa	bw	BW
74	74	BVT	bvt	bv	BV
76	76	BRA	bra	br	BR
84	84	BLZ	blz	bz	BZ
86	86	IOT	iot	io	IO
90	90	SLB	slb	sb	SB
92	92	VGB	vgb	vg	VG
96	96	BRN	brn	bn	BN
100	100	BGR	bgr	bg	BG
104	104	MMR	mmr	mm	MM
108	108	BDI	bdi	bi	BI
112	112	BLR	blr	by	BY
116	116	KHM	khm	kh	KH
120	120	CMR	cmr	cm	CM
124	124	CAN	can	ca	CA
132	132	CPV	cpv	cv	CV
136	136	CYM	cym	ky	KY
140	140	CAF	caf	cf	CF
144	144	LKA	lka	lk	LK
148	148	TCD	tcd	td	TD
152	152	CHL	chl	cl	CL
156	156	CHN	chn	cn	CN
158	158	TWN	twn	tw	TW
162	162	CXR	cxr	cx	CX
166	166	CCK	cck	cc	CC
170	170	COL	col	co	CO
174	174	COM	com	km	KM
175	175	MYT	myt	yt	YT
178	178	COG	cog	cg	CG
180	180	COD	cod	cd	CD
184	184	COK	cok	ck	CK
188	188	CRI	cri	cr	CR
191	191	HRV	hrv	hr	HR
192	192	CUB	cub	cu	CU
196	196	CYP	cyp	cy	CY
203	203	CZE	cze	cz	CZ
204	204	BEN	ben	bj	BJ
208	208	DNK	dnk	dk	DK
212	212	DMA	dma	dm	DM
214	214	DOM	dom	do	DO
218	218	ECU	ecu	ec	EC
222	222	SLV	slv	sv	SV
226	226	GNQ	gnq	gq	GQ
231	231	ETH	eth	et	ET
232	232	ERI	eri	er	ER
233	233	EST	est	ee	EE
234	234	FRO	fro	fo	FO
238	238	FLK	flk	fk	FK
239	239	SGS	sgs	gs	GS
242	242	FJI	fji	fj	FJ
246	246	FIN	fin	fi	FI
248	248	ALA	ala	ax	AX
250	250	FRA	fra	fr	FR
254	254	GUF	guf	gf	GF
258	258	PYF	pyf	pf	PF
260	260	ATF	atf	tf	TF
262	262	DJI	dji	dj	DJ
266	266	GAB	gab	ga	GA
268	268	GEO	geo	ge	GE
270	270	GMB	gmb	gm	GM
275	275	PSE	pse	ps	PS
276	276	DEU	deu	de	DE
288	288	GHA	gha	gh	GH
292	292	GIB	gib	gi	GI
296	296	KIR	kir	ki	KI
300	300	GRC	grc	gr	GR
304	304	GRL	grl	gl	GL
308	308	GRD	grd	gd	GD
312	312	GLP	glp	gp	GP
316	316	GUM	gum	gu	GU
320	320	GTM	gtm	gt	GT
324	324	GIN	gin	gn	GN
328	328	GUY	guy	gy	GY
332	332	HTI	hti	ht	HT
334	334	HMD	hmd	hm	HM
336	336	VAT	vat	va	VA
340	340	HND	hnd	hn	HN
344	344	HKG	hkg	hk	HK
348	348	HUN	hun	hu	HU
352	352	ISL	isl	is	IS
356	356	IND	ind	in	IN
360	360	IDN	idn	id	ID
364	364	IRN	irn	ir	IR
368	368	IRQ	irq	iq	IQ
372	372	IRL	irl	ie	IE
376	376	ISR	isr	il	IL
380	380	ITA	ita	it	IT
384	384	CIV	civ	ci	CI
388	388	JAM	jam	jm	JM
392	392	JPN	jpn	jp	JP
398	398	KAZ	kaz	kz	KZ
400	400	JOR	jor	jo	JO
404	404	KEN	ken	ke	KE
408	408	PRK	prk	kp	KP
410	410	KOR	kor	kr	KR
414	414	KWT	kwt	kw	KW
417	417	KGZ	kgz	kg	KG
418	418	LAO	lao	la	LA
422	422	LBN	lbn	lb	LB
426	426	LSO	lso	ls	LS
428	428	LVA	lva	lv	LV
430	430	LBR	lbr	lr	LR
434	434	LBY	lby	ly	LY
438	438	LIE	lie	li	LI
440	440	LTU	ltu	lt	LT
442	442	LUX	lux	lu	LU
446	446	MAC	mac	mo	MO
450	450	MDG	mdg	mg	MG
454	454	MWI	mwi	mw	MW
458	458	MYS	mys	my	MY
462	462	MDV	mdv	mv	MV
466	466	MLI	mli	ml	ML
470	470	MLT	mlt	mt	MT
474	474	MTQ	mtq	mq	MQ
478	478	MRT	mrt	mr	MR
480	480	MUS	mus	mu	MU
484	484	MEX	mex	mx	MX
492	492	MCO	mco	mc	MC
496	496	MNG	mng	mn	MN
498	498	MDA	mda	md	MD
499	499	MNE	mne	me	ME
500	500	MSR	msr	ms	MS
504	504	MAR	mar	ma	MA
508	508	MOZ	moz	mz	MZ
512	512	OMN	omn	om	OM
516	516	NAM	nam	na	NA
520	520	NRU	nru	nr	NR
524	524	NPL	npl	np	NP
528	528	NLD	nld	nl	NL
531	531	CUW	cuw	cw	CW
533	533	ABW	abw	aw	AW
534	534	SXM	sxm	sx	SX
535	535	BES	bes	bq	BQ
540	540	NCL	ncl	nc	NC
548	548	VUT	vut	vu	VU
554	554	NZL	nzl	nz	NZ
558	558	NIC	nic	ni	NI
562	562	NER	ner	ne	NE
566	566	NGA	nga	ng	NG
570	570	NIU	niu	nu	NU
574	574	NFK	nfk	nf	NF
578	578	NOR	nor	no	NO
580	580	MNP	mnp	mp	MP
581	581	UMI	umi	um	UM
583	583	FSM	fsm	fm	FM
584	584	MHL	mhl	mh	MH
585	585	PLW	plw	pw	PW
586	586	PAK	pak	pk	PK
591	591	PAN	pan	pa	PA
598	598	PNG	png	pg	PG
600	600	PRY	pry	py	PY
604	604	PER	per	pe	PE
608	608	PHL	phl	ph	PH
612	612	PCN	pcn	pn	PN
616	616	POL	pol	pl	PL
620	620	PRT	prt	pt	PT
624	624	GNB	gnb	gw	GW
626	626	TLS	tls	tl	TL
630	630	PRI	pri	pr	PR
634	634	QAT	qat	qa	QA
638	638	REU	reu	re	RE
642	642	ROU	rou	ro	RO
643	643	RUS	rus	ru	RU
646	646	RWA	rwa	rw	RW
652	652	BLM	blm	bl	BL
654	654	SHN	shn	sh	SH
659	659	KNA	kna	kn	KN
660	660	AIA	aia	ai	AI
662	662	LCA	lca	lc	LC
663	663	MAF	maf	mf	MF
666	666	SPM	spm	pm	PM
670	670	VCT	vct	vc	VC
674	674	SMR	smr	sm	SM
678	678	STP	stp	st	ST
680	680				
682	682	SAU	sau	sa	SA
686	686	SEN	sen	sn	SN
688	688	SRB	srb	rs	RS
690	690	SYC	syc	sc	SC
694	694	SLE	sle	sl	SL
702	702	SGP	sgp	sg	SG
703	703	SVK	svk	sk	SK
704	704	VNM	vnm	vn	VN
705	705	SVN	svn	si	SI
706	706	SOM	som	so	SO
710	710	ZAF	zaf	za	ZA
716	716	ZWE	zwe	zw	ZW
724	724	ESP	esp	es	ES
728	728	SSD	ssd	ss	SS
729	729	SDN	sdn	sd	SD
732	732	ESH	esh	eh	EH
740	740	SUR	sur	sr	SR
744	744	SJM	sjm	sj	SJ
748	748	SWZ	swz	sz	SZ
752	752	SWE	swe	se	SE
756	756	CHE	che	ch	CH
760	760	SYR	syr	sy	SY
762	762	TJK	tjk	tj	TJ
764	764	THA	tha	th	TH
768	768	TGO	tgo	tg	TG
772	772	TKL	tkl	tk	TK
776	776	TON	ton	to	TO
780	780	TTO	tto	tt	TT
784	784	ARE	are	ae	AE
788	788	TUN	tun	tn	TN
792	792	TUR	tur	tr	TR
795	795	TKM	tkm	tm	TM
796	796	TCA	tca	tc	TC
798	798	TUV	tuv	tv	TV
800	800	UGA	uga	ug	UG
804	804	UKR	ukr	ua	UA
807	807	MKD	mkd	mk	MK
818	818	EGY	egy	eg	EG
826	826	GBR	gbr	gb	GB
831	831	GGY	ggy	gg	GG
832	832	JEY	jey	je	JE
833	833	IMN	imn	im	IM
834	834	TZA	tza	tz	TZ
840	840	USA	usa	us	US
850	850	VIR	vir	vi	VI
854	854	BFA	bfa	bf	BF
858	858	URY	ury	uy	UY
860	860	UZB	uzb	uz	UZ
862	862	VEN	ven	ve	VE
876	876	WLF	wlf	wf	WF
882	882	WSM	wsm	ws	WS
887	887	YEM	yem	ye	YE
894	894	ZMB	zmb	zm	ZM
