#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5002,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5001,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5000,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:144:3:7127,7127,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7127,Galenbidunuwewa,ගලෙන්බිදුනුවැව,கலன்பிந்துனுவெவை,LK7127,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7130,7130,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7130,Mihinthale,මිහින්තලේ,மிகிந்தலை,LK7130,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7133,7133,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7133,Nuwaragam Palatha East,නුවරගම් පළාත නැගෙනහිර,நுவரகமை பலாத்தை கிழக்கு,LK7133,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7136,7136,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7136,Nachchaduwa,නච්චදූව,நாச்சாதுவை,LK7136,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7139,7139,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7139,Nochchiyagama,නොච්චියාගම,நொச்சியாகமை,LK7139,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7142,7142,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7142,Rajanganaya,රාජාංගනය,இராஜாங்கனை,LK7142,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7145,7145,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7145,Thambuththegama,තඹුත්තේගම,தம்புத்தேகமை,LK7145,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7148,7148,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7148,Thalawa,තලාව,தலாவை,LK7148,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7151,7151,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7151,Thirappane,තිරප්පනේ,திறப்பனை,LK7151,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7154,7154,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7154,Kekirawa,කැකිරාව,கெக்கிராவை,LK7154,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7157,7157,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7157,Palugaswewa,පලුගස්වැව,பலுகஸ்வெவை,LK7157,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7160,7160,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7160,Ipalogama,ඉපලෝගම,இபலோகமை,LK7160,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7163,7163,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7163,Galnewa,ගල්නෑව,கல்னேவை,LK7163,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7166,7166,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7166,Palagala,පළාගල,பலாகலை,LK7166,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7203,7203,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:72,1603:45:16:144:3:7203,Higurakgoda,හිඟුරක්ගොඩ,இங்குராகொடை,LK7203,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7206,7206,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:72,1603:45:16:144:3:7206,Medirigiriya,මැදිරිගිරිය,மெதிரிகிரியை,LK7206,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7209,7209,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:72,1603:45:16:144:3:7209,Lankapura,ලංකාපුර,இலங்காபுரம்,LK7209,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7210,7210,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:72,1603:45:16:144:3:7210,Welikanda,වැලිකන්ද,வெலிக்கந்தை,LK7210,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7212,7212,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:72,1603:45:16:144:3:7212,Dimbulagala,දිඹුලාගල,திம்புலாகலை,LK7212,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7215,7215,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:72,1603:45:16:144:3:7215,Thamankaduwa,තමන්කඩුව,தமன்கடுவை,LK7215,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7218,7218,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:72,1603:45:16:144:3:7218,Elahera,ඇලහැර,எலகெரை,LK7218,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8103,8103,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8103,Mahiyanganaya,මහියංගනය,மகியங்கனை,LK8103,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8106,8106,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8106,Rideemaliyadda,රිදීමාලියැද්ද,றிதிமாலியத்தை,LK8106,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8109,8109,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8109,Meegahakiula,මීගහකිවුල,மீகாககிவுலை,LK8109,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8112,8112,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8112,Kandeketiya,කන්දෙකැටිය,கந்தகெட்டிய,LK8112,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8115,8115,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8115,Soranathota,සොරණාතොට,சொரணாதோட்டை,LK8115,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8118,8118,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8118,Passara,පස්සර,பசறை,LK8118,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8119,8119,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8119,Lunugala,ලුණුගල,லுணுகலை,LK8119,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8121,8121,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8121,Badulla,බදුල්ල,பதுளை,LK8121,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8124,8124,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8124,Hali-Ela,හාලිඇල,ஆலி-எலை,LK8124,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8127,8127,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8127,Uvaparanagama,ඌවපරණගම,ஊவா பறணகமை,LK8127,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8130,8130,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8130,Welimada,වැලිමඩ,வெலிமடை,LK8130,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8133,8133,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8133,Bandarawela,බණ්ඩාරවෙල,பண்டாரவளை,LK8133,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8136,8136,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8136,Ella,ඇල්ල,எல்லை,LK8136,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8139,8139,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8139,Haputale,හපුතලේ,அப்புத்தளை,LK8139,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8142,8142,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:81,1603:45:16:144:3:8142,Haldummulla,හල්දුම්මුල්ල,ஹல்துமுல்லை,LK8142,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8203,8203,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8203,Bibile,බිබිල,பிபிலை,LK8203,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8206,8206,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8206,Madulla,මඩුල්ල,மதுள்ளை,LK8206,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8209,8209,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8209,Medagama,මැදගම,மெதகமை,LK8209,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8212,8212,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8212,Siyambalanduwa,සියඹලාණ්ඩුව,சியம்பலான்டுவை,LK8212,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8215,8215,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8215,Monaragala,මොණරාගල,மொனராகலை,LK8215,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8218,8218,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8218,Badalkumbura,බඩල්කුඹුර,படல்கும்புரை,LK8218,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8221,8221,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8221,Wellawaya,වැල්ලවාය,வெல்லவாய,LK8221,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8224,8224,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8224,Buttala,බුත්තල,புத்தலை,LK8224,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8227,8227,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8227,Katharagama,කතරගම,கதிர்காமம்,LK8227,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8230,8230,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8230,Thanamalwila,තණමල්විල,தனமல்விலை,LK8230,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:8233,8233,1603:45:16:144:0,1603:45:16:144:1:8,1603:45:16:144:2:82,1603:45:16:144:3:8233,Sevanagala,සෙවනගල,செவனகலை,LK8233,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9103,9103,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9103,Eheliyagoda,ඇහැලියගොඩ,எகலியகொடை,LK9103,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9106,9106,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9106,Kuruvita,කුරුවිට,குருவிட்டை,LK9106,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9109,9109,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9109,Kiriella,කිරිඇල්ල,கிரியெல்லை,LK9109,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9112,9112,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9112,Ratnapura,රත්නපුර,இரத்தினபுரி,LK9112,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9115,9115,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9115,Imbulpe,ඉඹුල්පේ,இம்புல்பே,LK9115,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9118,9118,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9118,Balangoda,බලංගොඩ,பலாங்கொடை,LK9118,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
