#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:320:2:906,906,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:906,Cabricán,GT0906,Cabrican,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:907,907,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:907,Cajolá,GT0907,Cajola,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:908,908,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:908,San Miguel Sigüila,GT0908,San Miguel Siguila,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:909,909,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:909,Ostuncalco,GT0909,Ostuncalco,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:910,910,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:910,San Mateo,GT0910,San Mateo,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:911,911,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:911,Concepción Chiquirichapa,GT0911,Concepcion Chiquirichapa,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:912,912,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:912,San Martín Sacatepéquez,GT0912,San Martin Sacatepequez,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:913,913,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:913,Almolonga,GT0913,Almolonga,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:914,914,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:914,Cantel,GT0914,Cantel,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:915,915,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:915,Huitán,GT0915,Huitan,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:916,916,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:916,Zunil,GT0916,Zunil,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:917,917,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:917,Colomba,GT0917,Colomba,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:918,918,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:918,San Francisco La Unión,GT0918,San Francisco La Union,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:919,919,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:919,El Palmar,GT0919,El Palmar,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:920,920,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:920,Coatepeque,GT0920,Coatepeque,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:921,921,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:921,Génova,GT0921,Genova,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:922,922,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:922,Flores Costa Cuca,GT0922,Flores Costa Cuca,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:923,923,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:923,La Esperanza,GT0923,La Esperanza,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:924,924,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:924,Palestina de Los Altos,GT0924,Palestina de Los Altos,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1001,1001,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1001,Mazatenango,GT1001,Mazatenango,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1002,1002,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1002,Cuyotenango,GT1002,Cuyotenango,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1003,1003,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1003,San Francisco Zapotitlán,GT1003,San Francisco Zapotitlan,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1004,1004,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1004,San Bernardino,GT1004,San Bernardino,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1005,1005,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1005,San José El Ídolo,GT1005,San Jose El Idolo,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1006,1006,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1006,Santo Domingo Suchitepéquez,GT1006,Santo Domingo Suchitepequez,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1007,1007,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1007,San Lorenzo,GT1007,San Lorenzo,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1008,1008,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1008,Samayac,GT1008,Samayac,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1009,1009,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1009,San Pablo Jocopilas,GT1009,San Pablo Jocopilas,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1010,1010,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1010,San Antonio Suchitepéquez,GT1010,San Antonio Suchitepequez,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1011,1011,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1011,San Miguel Panán,GT1011,San Miguel Panan,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1012,1012,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1012,San Gabriel,GT1012,San Gabriel,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1013,1013,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1013,Chicacao,GT1013,Chicacao,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1014,1014,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1014,Patulul,GT1014,Patulul,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1015,1015,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1015,Santa Bárbara,GT1015,Santa Barbara,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1016,1016,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1016,San Juan Bautista,GT1016,San Juan Bautista,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1017,1017,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1017,Santo Tomás La Unión,GT1017,Santo Tomas La Union,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1018,1018,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1018,Zunilito,GT1018,Zunilito,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1019,1019,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1019,Pueblo Nuevo,GT1019,Pueblo Nuevo,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1020,1020,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1020,Río Bravo,GT1020,Rio Bravo,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1021,1021,1603:45:16:320:0,1603:45:16:320:1:10,1603:45:16:320:2:1021,San José La Máquina,GT1021,San Jose La Maquina,,,Suchitepéquez,GT10,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1101,1101,1603:45:16:320:0,1603:45:16:320:1:11,1603:45:16:320:2:1101,Retalhuleu,GT1101,Retalhuleu,,,Retalhuleu,GT11,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1102,1102,1603:45:16:320:0,1603:45:16:320:1:11,1603:45:16:320:2:1102,San Sebastián,GT1102,San Sebastian,,,Retalhuleu,GT11,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1103,1103,1603:45:16:320:0,1603:45:16:320:1:11,1603:45:16:320:2:1103,Santa Cruz Muluá,GT1103,Santa Cruz Mulua,,,Retalhuleu,GT11,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1104,1104,1603:45:16:320:0,1603:45:16:320:1:11,1603:45:16:320:2:1104,San Martín Zapotitlán,GT1104,San Martin Zapotitlan,,,Retalhuleu,GT11,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1105,1105,1603:45:16:320:0,1603:45:16:320:1:11,1603:45:16:320:2:1105,San Felipe,GT1105,San Felipe,,,Retalhuleu,GT11,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1106,1106,1603:45:16:320:0,1603:45:16:320:1:11,1603:45:16:320:2:1106,San Andrés Villa Seca,GT1106,San Andres Villa Seca,,,Retalhuleu,GT11,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1107,1107,1603:45:16:320:0,1603:45:16:320:1:11,1603:45:16:320:2:1107,Champerico,GT1107,Champerico,,,Retalhuleu,GT11,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1108,1108,1603:45:16:320:0,1603:45:16:320:1:11,1603:45:16:320:2:1108,Nuevo San Carlos,GT1108,Nuevo San Carlos,,,Retalhuleu,GT11,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1109,1109,1603:45:16:320:0,1603:45:16:320:1:11,1603:45:16:320:2:1109,El Asintal,GT1109,El Asintal,,,Retalhuleu,GT11,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1201,1201,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1201,San Marcos,GT1201,San Marcos,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1202,1202,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1202,San Pedro Sacatepéquez,GT1202,San Pedro Sacatepequez,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1203,1203,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1203,San Antonio Sacatepéquez,GT1203,San Antonio Sacatepequez,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1204,1204,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1204,Comitancillo,GT1204,Comitancillo,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1205,1205,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1205,San Miguel Ixtahuacán,GT1205,San Miguel Ixtahuacan,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1206,1206,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1206,Concepción Tutuapa,GT1206,Concepcion Tutuapa,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1207,1207,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1207,Tacaná,GT1207,Tacana,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1208,1208,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1208,Sibinal,GT1208,Sibinal,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1209,1209,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1209,Tajumulco,GT1209,Tajumulco,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1210,1210,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1210,Tejutla,GT1210,Tejutla,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1211,1211,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1211,San Rafael Pie de la Cuesta,GT1211,San Rafael Pie de la Cuesta,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1212,1212,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1212,Nuevo Progreso,GT1212,Nuevo Progreso,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1213,1213,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1213,El Tumbador,GT1213,El Tumbador,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1214,1214,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1214,El Rodeo,GT1214,El Rodeo,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1215,1215,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1215,Malacatán,GT1215,Malacatan,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1216,1216,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1216,Catarina,GT1216,Catarina,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1217,1217,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1217,Ayutla,GT1217,Ayutla,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1218,1218,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1218,Ocós,GT1218,Ocos,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1219,1219,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1219,San Pablo,GT1219,San Pablo,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1220,1220,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1220,El Quetzal,GT1220,El Quetzal,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1221,1221,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1221,La Reforma,GT1221,La Reforma,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1222,1222,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1222,Pajapita,GT1222,Pajapita,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1223,1223,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1223,Ixchiguán,GT1223,Ixchiguan,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1224,1224,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1224,San José Ojetenam,GT1224,San Jose Ojetenam,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1225,1225,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1225,San Cristóbal Cucho,GT1225,San Cristobal Cucho,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1226,1226,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1226,Sipacapa,GT1226,Sipacapa,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1227,1227,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1227,Esquipulas Palo Gordo,GT1227,Esquipulas Palo Gordo,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1228,1228,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1228,Río Blanco,GT1228,Rio Blanco,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1229,1229,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1229,San Lorenzo,GT1229,San Lorenzo,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1230,1230,1603:45:16:320:0,1603:45:16:320:1:12,1603:45:16:320:2:1230,La Blanca,GT1230,La Blanca,,,San Marcos,GT12,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1301,1301,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1301,Huehuetenango,GT1301,Huehuetenango,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1302,1302,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1302,Chiantla,GT1302,Chiantla,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1303,1303,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1303,Malacatancito,GT1303,Malacatancito,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1304,1304,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1304,Cuilco,GT1304,Cuilco,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1305,1305,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1305,Nentón,GT1305,Nenton,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1306,1306,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1306,San Pedro Necta,GT1306,San Pedro Necta,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1307,1307,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1307,Jacaltenango,GT1307,Jacaltenango,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1308,1308,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1308,Soloma,GT1308,Soloma,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1309,1309,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1309,Ixtahuacán,GT1309,Ixtahuacan,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1310,1310,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1310,Santa Bárbara,GT1310,Santa Barbara,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1311,1311,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1311,La Libertad,GT1311,La Libertad,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1312,1312,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1312,La Democracia,GT1312,La Democracia,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1313,1313,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1313,San Miguel Acatán,GT1313,San Miguel Acatan,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1314,1314,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1314,San Rafael La Independencia,GT1314,San Rafael La Independencia,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1315,1315,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1315,Todos Santos Cuchumatán,GT1315,Todos Santos Cuchumatan,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1316,1316,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1316,San Juan Atitán,GT1316,San Juan Atitan,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1317,1317,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1317,Santa Eulalia,GT1317,Santa Eulalia,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1318,1318,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1318,San Mateo Ixtatán,GT1318,San Mateo Ixtatan,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1319,1319,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1319,Colotenango,GT1319,Colotenango,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1320,1320,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1320,San Sebastián Huehuetenango,GT1320,San Sebastian Huehuetenango,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1321,1321,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1321,Tectitán,GT1321,Tectitan,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1322,1322,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1322,Concepción Huista,GT1322,Concepcion Huista,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1323,1323,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1323,San Juan Ixcoy,GT1323,San Juan Ixcoy,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1324,1324,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1324,San Antonio Huista,GT1324,San Antonio Huista,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1325,1325,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1325,San Sebastián Coatán,GT1325,San Sebastian Coatan,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1326,1326,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1326,Barillas,GT1326,Barillas,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1327,1327,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1327,Aguacatán,GT1327,Aguacatan,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1328,1328,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1328,San Rafael Petzal,GT1328,San Rafael Petzal,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1329,1329,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1329,San Gaspar Ixchil,GT1329,San Gaspar Ixchil,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1330,1330,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1330,Santiago Chimaltenango,GT1330,Santiago Chimaltenango,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1331,1331,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1331,Santa Ana Huista,GT1331,Santa Ana Huista,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1332,1332,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1332,Unión Cantinil,GT1332,Union Cantinil,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1333,1333,1603:45:16:320:0,1603:45:16:320:1:13,1603:45:16:320:2:1333,Petatán,GT1333,Petatan,,,Huehuetenango,GT13,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1401,1401,1603:45:16:320:0,1603:45:16:320:1:14,1603:45:16:320:2:1401,Santa Cruz del Quiché,GT1401,Santa Cruz del Quiche,,,Quiché,GT14,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1402,1402,1603:45:16:320:0,1603:45:16:320:1:14,1603:45:16:320:2:1402,Chiché,GT1402,Chiche,,,Quiché,GT14,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1403,1403,1603:45:16:320:0,1603:45:16:320:1:14,1603:45:16:320:2:1403,Chinique,GT1403,Chinique,,,Quiché,GT14,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1404,1404,1603:45:16:320:0,1603:45:16:320:1:14,1603:45:16:320:2:1404,Zacualpa,GT1404,Zacualpa,,,Quiché,GT14,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1405,1405,1603:45:16:320:0,1603:45:16:320:1:14,1603:45:16:320:2:1405,Chajul,GT1405,Chajul,,,Quiché,GT14,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1406,1406,1603:45:16:320:0,1603:45:16:320:1:14,1603:45:16:320:2:1406,Chichicastenango,GT1406,Chichicastenango,,,Quiché,GT14,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1407,1407,1603:45:16:320:0,1603:45:16:320:1:14,1603:45:16:320:2:1407,Patzité,GT1407,Patzite,,,Quiché,GT14,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:1408,1408,1603:45:16:320:0,1603:45:16:320:1:14,1603:45:16:320:2:1408,San Antonio Ilotenango,GT1408,San Antonio Ilotenango,,,Quiché,GT14,Guatemala,GT,2019-02-15,2019-11-10,
