#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000+ix_alt0,#meta+ERROR+country+code+v_iso3166p1a2,#meta+ERROR+country+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000+ix_alt2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:288:0:288,288,1603:45:16:288:0,Ghana,GH,,,,2021-03-10,2021-12-31,
