#adm1+code+pcode,#date,#date+valid_on,#date+valid_to
GH13,2018-10-26,2021-02-10,
GH14,2018-10-26,2021-02-10,
GH15,2018-10-26,2021-02-10,
GH16,2018-10-26,2021-02-10,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
GN001,2016-01-14,2016-03-04,
GN002,2016-01-14,2016-03-04,
GN003,2016-01-14,2016-03-04,
GN004,2016-01-14,2016-03-04,
GN005,2016-01-14,2016-03-04,
GN006,2016-01-14,2016-03-04,
GN007,2016-01-14,2016-03-04,
GN008,2016-01-14,2016-03-04,
GT01,2018-09-25,2019-02-07,
GT02,2018-09-25,2019-02-07,
GT03,2018-09-25,2019-02-07,
GT04,2018-09-25,2019-02-07,
GT05,2018-09-25,2019-02-07,
GT06,2018-09-25,2019-02-07,
GT07,2018-09-25,2019-02-07,
GT08,2018-09-25,2019-02-07,
GT09,2018-09-25,2019-02-07,
GT10,2018-09-25,2019-02-07,
GT11,2018-09-25,2019-02-07,
GT12,2018-09-25,2019-02-07,
GT13,2018-09-25,2019-02-07,
GT14,2018-09-25,2019-02-07,
GT15,2018-09-25,2019-02-07,
GT16,2018-09-25,2019-02-07,
GT17,2018-09-25,2019-02-07,
GT18,2018-09-25,2019-02-07,
GT19,2018-09-25,2019-02-07,
GT20,2018-09-25,2019-02-07,
GT21,2018-09-25,2019-02-07,
GT22,2018-09-25,2019-02-07,
GF1,2020-02-12,2020-02-12,
GF2,2020-02-12,2020-02-12,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
HN11,2015-06-25,2016-10-05,
HN02,2015-06-25,2016-10-05,
HN01,2015-06-25,2016-10-05,
HN05,2015-06-25,2016-10-05,
HN18,2015-06-25,2016-10-05,
HN15,2015-06-25,2016-10-05,
HN16,2015-06-25,2016-10-05,
HN04,2015-06-25,2016-10-05,
HN13,2015-06-25,2016-10-05,
HN03,2015-06-25,2016-10-05,
HN10,2015-06-25,2016-10-05,
HN08,2015-06-25,2016-10-05,
HN14,2015-06-25,2016-10-05,
HN12,2015-06-25,2016-10-05,
HN07,2015-06-25,2016-10-05,
HN17,2015-06-25,2016-10-05,
HN06,2015-06-25,2016-10-05,
HN09,2015-06-25,2016-10-05,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
HT01,2017-09-06,2018-11-29,
HT02,2017-09-06,2018-11-29,
HT03,2017-09-06,2018-11-29,
HT04,2017-09-06,2018-11-29,
HT05,2017-09-06,2018-11-29,
HT06,2017-09-06,2018-11-29,
HT07,2017-09-06,2018-11-29,
HT08,2017-09-06,2018-11-29,
HT09,2017-09-06,2018-11-29,
HT10,2017-09-06,2018-11-29,
ID11,2019-12-20,2020-04-01,
ID12,2019-12-20,2020-04-01,
ID13,2019-12-20,2020-04-01,
ID14,2019-12-20,2020-04-01,
ID15,2019-12-20,2020-04-01,
ID16,2019-12-20,2020-04-01,
ID17,2019-12-20,2020-04-01,
ID18,2019-12-20,2020-04-01,
ID19,2019-12-20,2020-04-01,
ID21,2019-12-20,2020-04-01,
ID31,2019-12-20,2020-04-01,
ID32,2019-12-20,2020-04-01,
ID33,2019-12-20,2020-04-01,
ID34,2019-12-20,2020-04-01,
ID35,2019-12-20,2020-04-01,
ID36,2019-12-20,2020-04-01,
ID51,2019-12-20,2020-04-01,
ID52,2019-12-20,2020-04-01,
ID53,2019-12-20,2020-04-01,
ID61,2019-12-20,2020-04-01,
ID62,2019-12-20,2020-04-01,
ID63,2019-12-20,2020-04-01,
ID64,2019-12-20,2020-04-01,
ID65,2019-12-20,2020-04-01,
ID71,2019-12-20,2020-04-01,
ID72,2019-12-20,2020-04-01,
ID73,2019-12-20,2020-04-01,
ID74,2019-12-20,2020-04-01,
ID75,2019-12-20,2020-04-01,
ID76,2019-12-20,2020-04-01,
ID81,2019-12-20,2020-04-01,
ID82,2019-12-20,2020-04-01,
ID91,2019-12-20,2020-04-01,
ID94,2019-12-20,2020-04-01,
IR001,2019-04-09,2019-05-14,
IR002,2019-04-09,2019-05-14,
IR003,2019-04-09,2019-05-14,
IR004,2019-04-09,2019-05-14,
IR005,2019-04-09,2019-05-14,
IR006,2019-04-09,2019-05-14,
IR007,2019-04-09,2019-05-14,
IR008,2019-04-09,2019-05-14,
IR009,2019-04-09,2019-05-14,
IR010,2019-04-09,2019-05-14,
IR011,2019-04-09,2019-05-14,
IR012,2019-04-09,2019-05-14,
IR013,2019-04-09,2019-05-14,
IR014,2019-04-09,2019-05-14,
IR015,2019-04-09,2019-05-14,
IR016,2019-04-09,2019-05-14,
IR017,2019-04-09,2019-05-14,
IR018,2019-04-09,2019-05-14,
IR019,2019-04-09,2019-05-14,
IR020,2019-04-09,2019-05-14,
IR021,2019-04-09,2019-05-14,
IR022,2019-04-09,2019-05-14,
IR023,2019-04-09,2019-05-14,
IR024,2019-04-09,2019-05-14,
IR025,2019-04-09,2019-05-14,
IR026,2019-04-09,2019-05-14,
IR027,2019-04-09,2019-05-14,
IR028,2019-04-09,2019-05-14,
IR029,2019-04-09,2019-05-14,
IR030,2019-04-09,2019-05-14,
IR031,2019-04-09,2019-05-14,
IQG01,2019-05-30,2019-06-03,
IQG02,2019-05-30,2019-06-03,
IQG03,2019-05-30,2019-06-03,
IQG04,2019-05-30,2019-06-03,
IQG05,2019-05-30,2019-06-03,
IQG06,2019-05-30,2019-06-03,
IQG07,2019-05-30,2019-06-03,
IQG08,2019-05-30,2019-06-03,
IQG09,2019-05-30,2019-06-03,
IQG10,2019-05-30,2019-06-03,
IQG11,2019-05-30,2019-06-03,
IQG12,2019-05-30,2019-06-03,
IQG13,2019-05-30,2019-06-03,
IQG14,2019-05-30,2019-06-03,
IQG15,2019-05-30,2019-06-03,
IQG16,2019-05-30,2019-06-03,
IQG17,2019-05-30,2019-06-03,
IQG18,2019-05-30,2019-06-03,
KZ11,2019-09-10,2019-09-10,
KZ15,2019-09-10,2019-09-10,
KZ19,2019-09-10,2019-09-10,
KZ23,2019-09-10,2019-09-10,
KZ27,2019-09-10,2019-09-10,
KZ31,2019-09-10,2019-09-10,
KZ35,2019-09-10,2019-09-10,
KZ39,2019-09-10,2019-09-10,
KZ43,2019-09-10,2019-09-10,
KZ47,2019-09-10,2019-09-10,
KZ55,2019-09-10,2019-09-10,
KZ59,2019-09-10,2019-09-10,
KZ61,2019-09-10,2019-09-10,
KZ63,2019-09-10,2019-09-10,
KZ71,2019-09-10,2019-09-10,
KZ75,2019-09-10,2019-09-10,
KZ79,2019-09-10,2019-09-10,
KE001,2017-11-03,2019-10-31,
KE002,2017-11-03,2019-10-31,
KE003,2017-11-03,2019-10-31,
KE004,2017-11-03,2019-10-31,
KE005,2017-11-03,2019-10-31,
KE006,2017-11-03,2019-10-31,
KE007,2017-11-03,2019-10-31,
KE008,2017-11-03,2019-10-31,
KE009,2017-11-03,2019-10-31,
KE010,2017-11-03,2019-10-31,
KE011,2017-11-03,2019-10-31,
KE012,2017-11-03,2019-10-31,
KE013,2017-11-03,2019-10-31,
KE014,2017-11-03,2019-10-31,
KE015,2017-11-03,2019-10-31,
KE016,2017-11-03,2019-10-31,
KE017,2017-11-03,2019-10-31,
KE018,2017-11-03,2019-10-31,
KE019,2017-11-03,2019-10-31,
KE020,2017-11-03,2019-10-31,
KE021,2017-11-03,2019-10-31,
KE022,2017-11-03,2019-10-31,
KE023,2017-11-03,2019-10-31,
KE024,2017-11-03,2019-10-31,
KE025,2017-11-03,2019-10-31,
KE026,2017-11-03,2019-10-31,
KE027,2017-11-03,2019-10-31,
KE028,2017-11-03,2019-10-31,
KE029,2017-11-03,2019-10-31,
KE030,2017-11-03,2019-10-31,
KE031,2017-11-03,2019-10-31,
KE032,2017-11-03,2019-10-31,
KE033,2017-11-03,2019-10-31,
KE034,2017-11-03,2019-10-31,
KE035,2017-11-03,2019-10-31,
KE036,2017-11-03,2019-10-31,
KE037,2017-11-03,2019-10-31,
KE038,2017-11-03,2019-10-31,
KE039,2017-11-03,2019-10-31,
KE040,2017-11-03,2019-10-31,
KE041,2017-11-03,2019-10-31,
KE042,2017-11-03,2019-10-31,
KE043,2017-11-03,2019-10-31,
KE044,2017-11-03,2019-10-31,
KE045,2017-11-03,2019-10-31,
KE046,2017-11-03,2019-10-31,
KE047,2017-11-03,2019-10-31,
KG02000000000,2018-08-28,2018-11-19,
KG03000000000,2018-08-28,2018-11-19,
KG04000000000,2018-08-28,2018-11-19,
KG05000000000,2018-08-28,2018-11-19,
KG06000000000,2018-08-28,2018-11-19,
KG07000000000,2018-08-28,2018-11-19,
KG08000000000,2018-08-28,2018-11-19,
KG11000000000,2018-08-28,2018-11-19,
KG21000000000,2018-08-28,2018-11-19,
KH01,2014-10-14,2018-10-04,
KH02,2014-10-14,2018-10-04,
KH03,2014-10-14,2018-10-04,
KH04,2014-10-14,2018-10-04,
KH05,2014-10-14,2018-10-04,
KH06,2014-10-14,2018-10-04,
KH07,2014-10-14,2018-10-04,
KH08,2014-10-14,2018-10-04,
KH09,2014-10-14,2018-10-04,
KH10,2014-10-14,2018-10-04,
KH11,2014-10-14,2018-10-04,
KH12,2014-10-14,2018-10-04,
KH13,2014-10-14,2018-10-04,
KH14,2014-10-14,2018-10-04,
KH15,2014-10-14,2018-10-04,
KH16,2014-10-14,2018-10-04,
KH17,2014-10-14,2018-10-04,
KH18,2014-10-14,2018-10-04,
KH19,2014-10-14,2018-10-04,
KH20,2014-10-14,2018-10-04,
KH21,2014-10-14,2018-10-04,
KH22,2014-10-14,2018-10-04,
KH23,2014-10-14,2018-10-04,
KH24,2014-10-14,2018-10-04,
KH25,2014-10-14,2018-10-04,
KI1,2020-01-13,2020-01-13,
KI2,2020-01-13,2020-01-13,
KI3,2020-01-13,2020-01-13,
LA01,2016-03-26,2019-11-12,
LA02,2016-03-26,2019-11-12,
LA03,2016-03-26,2019-11-12,
LA04,2016-03-26,2019-11-12,
LA05,2016-03-26,2019-11-12,
LA06,2016-03-26,2019-11-12,
LA07,2016-03-26,2019-11-12,
LA08,2016-03-26,2019-11-12,
LA09,2016-03-26,2019-11-12,
LA10,2016-03-26,2019-11-12,
LA11,2016-03-26,2019-11-12,
LA12,2016-03-26,2019-11-12,
LA13,2016-03-26,2019-11-12,
LA14,2016-03-26,2019-11-12,
LA15,2016-03-26,2019-11-12,
LA16,2016-03-26,2019-11-12,
LA17,2016-03-26,2019-11-12,
LA18,2016-03-26,2019-11-12,
LB5,2015-11-06,2016-08-22,
LB8,2015-11-06,2016-08-22,
LB3,2015-11-06,2016-08-22,
LB6,2015-11-06,2016-08-22,
LB4,2015-11-06,2016-08-22,
LB7,2015-11-06,2016-08-22,
LB2,2015-11-06,2016-08-22,
LB1,2015-11-06,2016-08-22,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
LR01,2017-12-27,2019-11-04,
LR02,2017-12-27,2019-11-04,
LR03,2017-12-27,2019-11-04,
LR04,2017-12-27,2019-11-04,
LR05,2017-12-27,2019-11-04,
LR06,2017-12-27,2019-11-04,
LR07,2017-12-27,2019-11-04,
LR08,2017-12-27,2019-11-04,
LR09,2017-12-27,2019-11-04,
LR10,2017-12-27,2019-11-04,
LR11,2017-12-27,2019-11-04,
LR12,2017-12-27,2019-11-04,
LR13,2017-12-27,2019-11-04,
LR14,2017-12-27,2019-11-04,
LR15,2017-12-27,2019-11-04,
LY01,2016-11-30,2018-05-07,
LY02,2016-11-30,2018-05-07,
LY03,2016-11-30,2018-05-07,
LC04,2019-05-01,2019-05-08,
LC05,2019-05-01,2019-05-08,
LC06,2019-05-01,2019-05-08,
LC07,2019-05-01,2019-05-08,
LC08,2019-05-01,2019-05-08,
LC09,2019-05-01,2019-05-08,
LC10,2019-05-01,2019-05-08,
LC11,2019-05-01,2019-05-08,
LC12,2019-05-01,2019-05-08,
LC13,2019-05-01,2019-05-08,
LK1,2019-03-04,2020-03-05,
LK2,2019-03-04,2020-03-05,
LK3,2019-03-04,2020-03-05,
LK4,2019-03-04,2020-03-05,
LK5,2019-03-04,2020-03-05,
LK6,2019-03-04,2020-03-05,
LK7,2019-03-04,2020-03-05,
LK8,2019-03-04,2020-03-05,
LK9,2019-03-04,2020-03-05,
LSA,2019-01-08,2020-02-20,
LSB,2019-01-08,2020-02-20,
LSC,2019-01-08,2020-02-20,
LSD,2019-01-08,2020-02-20,
LSE,2019-01-08,2020-02-20,
LSF,2019-01-08,2020-02-20,
LSG,2019-01-08,2020-02-20,
LSH,2019-01-08,2020-02-20,
LSJ,2019-01-08,2020-02-20,
LSK,2019-01-08,2020-02-20,
MA001,2020-04-30,2020-12-03,
MA002,2020-04-30,2020-12-03,
MA003,2020-04-30,2020-12-03,
MA004,2020-04-30,2020-12-03,
MA005,2020-04-30,2020-12-03,
MA006,2020-04-30,2020-12-03,
MA007,2020-04-30,2020-12-03,
MA008,2020-04-30,2020-12-03,
MA009,2020-04-30,2020-12-03,
MA010,2020-04-30,2020-12-03,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MD001,2016-10-10,2017-07-13,
MD002,2016-10-10,2017-07-13,
MD003,2016-10-10,2017-07-13,
MD004,2016-10-10,2017-07-13,
MD005,2016-10-10,2017-07-13,
MD006,2016-10-10,2017-07-13,
MD007,2016-10-10,2017-07-13,
MD008,2016-10-10,2017-07-13,
MD009,2016-10-10,2017-07-13,
MD010,2016-10-10,2017-07-13,
MD011,2016-10-10,2017-07-13,
MD012,2016-10-10,2017-07-13,
MD013,2016-10-10,2017-07-13,
MD014,2016-10-10,2017-07-13,
MD015,2016-10-10,2017-07-13,
MD016,2016-10-10,2017-07-13,
MD017,2016-10-10,2017-07-13,
MD018,2016-10-10,2017-07-13,
MD019,2016-10-10,2017-07-13,
MD020,2016-10-10,2017-07-13,
MD021,2016-10-10,2017-07-13,
MD022,2016-10-10,2017-07-13,
MD023,2016-10-10,2017-07-13,
MD024,2016-10-10,2017-07-13,
MD025,2016-10-10,2017-07-13,
MD026,2016-10-10,2017-07-13,
MD027,2016-10-10,2017-07-13,
MD028,2016-10-10,2017-07-13,
MD029,2016-10-10,2017-07-13,
MD030,2016-10-10,2017-07-13,
MD031,2016-10-10,2017-07-13,
MD032,2016-10-10,2017-07-13,
MD033,2016-10-10,2017-07-13,
MD034,2016-10-10,2017-07-13,
MD035,2016-10-10,2017-07-13,
MD036,2016-10-10,2017-07-13,
MD037,2016-10-10,2017-07-13,
MG11,2010-12-31,2020-02-20,
MG12,2010-12-31,2020-02-20,
MG13,2010-12-31,2020-02-20,
MG14,2010-12-31,2020-02-20,
MG21,2010-12-31,2020-02-20,
MG22,2010-12-31,2020-02-20,
MG23,2010-12-31,2020-02-20,
MG24,2010-12-31,2020-02-20,
MG25,2010-12-31,2020-02-20,
MG31,2010-12-31,2020-02-20,
MG32,2010-12-31,2020-02-20,
MG33,2010-12-31,2020-02-20,
MG41,2010-12-31,2020-02-20,
MG42,2010-12-31,2020-02-20,
MG43,2010-12-31,2020-02-20,
MG44,2010-12-31,2020-02-20,
MG51,2010-12-31,2020-02-20,
MG52,2010-12-31,2020-02-20,
MG53,2010-12-31,2020-02-20,
MG54,2010-12-31,2020-02-20,
MG71,2010-12-31,2020-02-20,
MG72,2010-12-31,2020-02-20,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MX01,2018-02-02,2020-06-18,
MX02,2018-02-02,2020-06-18,
MX03,2018-02-02,2020-06-18,
MX04,2018-02-02,2020-06-18,
MX07,2018-02-02,2020-06-18,
MX08,2018-02-02,2020-06-18,
MX05,2018-02-02,2020-06-18,
MX06,2018-02-02,2020-06-18,
MX09,2018-02-02,2020-06-18,
MX10,2018-02-02,2020-06-18,
MX11,2018-02-02,2020-06-18,
MX12,2018-02-02,2020-06-18,
MX13,2018-02-02,2020-06-18,
MX14,2018-02-02,2020-06-18,
MX15,2018-02-02,2020-06-18,
MX16,2018-02-02,2020-06-18,
MX17,2018-02-02,2020-06-18,
MX18,2018-02-02,2020-06-18,
MX19,2018-02-02,2020-06-18,
MX20,2018-02-02,2020-06-18,
MX21,2018-02-02,2020-06-18,
MX22,2018-02-02,2020-06-18,
MX23,2018-02-02,2020-06-18,
MX24,2018-02-02,2020-06-18,
MX25,2018-02-02,2020-06-18,
MX26,2018-02-02,2020-06-18,
MX27,2018-02-02,2020-06-18,
MX28,2018-02-02,2020-06-18,
MX29,2018-02-02,2020-06-18,
MX30,2018-02-02,2020-06-18,
MX31,2018-02-02,2020-06-18,
MX32,2018-02-02,2020-06-18,
MK0,2016-05-12,2016-07-08,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
ML01,2013-05-31,2019-08-02,
ML02,2013-05-31,2019-08-02,
ML03,2013-05-31,2019-08-02,
ML04,2013-05-31,2019-08-02,
ML05,2013-05-31,2019-08-02,
ML06,2013-05-31,2019-08-02,
ML07,2013-05-31,2019-08-02,
ML08,2013-05-31,2019-08-02,
ML09,2013-05-31,2019-08-02,
MN45,2016-12-01,2020-10-19,
MN44,2016-12-01,2020-10-19,
MN48,2016-12-01,2020-10-19,
MN42,2016-12-01,2020-10-19,
MN46,2016-12-01,2020-10-19,
MN43,2016-12-01,2020-10-19,
MN41,2016-12-01,2020-10-19,
MN21,2016-12-01,2020-10-19,
MN23,2016-12-01,2020-10-19,
MN22,2016-12-01,2020-10-19,
MN11,2016-12-01,2020-10-19,
MN65,2016-12-01,2020-10-19,
MN64,2016-12-01,2020-10-19,
MN63,2016-12-01,2020-10-19,
MN67,2016-12-01,2020-10-19,
MN61,2016-12-01,2020-10-19,
MN62,2016-12-01,2020-10-19,
MN83,2016-12-01,2020-10-19,
MN82,2016-12-01,2020-10-19,
MN84,2016-12-01,2020-10-19,
MN85,2016-12-01,2020-10-19,
MN81,2016-12-01,2020-10-19,
MZ01,2019-04-02,2019-06-07,
MZ02,2019-04-02,2019-06-07,
MZ03,2019-04-02,2019-06-07,
MZ04,2019-04-02,2019-06-07,
MZ05,2019-04-02,2019-06-07,
MZ06,2019-04-02,2019-06-07,
MZ07,2019-04-02,2019-06-07,
MZ08,2019-04-02,2019-06-07,
MZ09,2019-04-02,2019-06-07,
MZ10,2019-04-02,2019-06-07,
MZ11,2019-04-02,2019-06-07,
MR01,2020-06-12,2020-07-31,
MR02,2020-06-12,2020-07-31,
MR03,2020-06-12,2020-07-31,
MR04,2020-06-12,2020-07-31,
MR05,2020-06-12,2020-07-31,
MR06,2020-06-12,2020-07-31,
MR07,2020-06-12,2020-07-31,
MR08,2020-06-12,2020-07-31,
MR09,2020-06-12,2020-07-31,
MR10,2020-06-12,2020-07-31,
MR11,2020-06-12,2020-07-31,
MR12,2020-06-12,2020-07-31,
MR13,2020-06-12,2020-07-31,
MQ01,2017-09-09,2020-02-17,
MQ02,2017-09-09,2020-02-17,
MQ03,2017-09-09,2020-02-17,
MQ04,2017-09-09,2020-02-17,
MU19,2020-08-09,2020-08-09,
MU14,2020-08-09,2020-08-09,
MU15,2020-08-09,2020-08-09,
MU18,2020-08-09,2020-08-09,
MU12,2020-08-09,2020-08-09,
MU17,2020-08-09,2020-08-09,
MU11,2020-08-09,2020-08-09,
MU13,2020-08-09,2020-08-09,
MU16,2020-08-09,2020-08-09,
MU23,2020-08-09,2020-08-09,
MU21,2020-08-09,2020-08-09,
MU22,2020-08-09,2020-08-09,
MW1,2018-09-03,2018-10-16,
MW2,2018-09-03,2018-10-16,
MW3,2018-09-03,2018-10-16,
NA01,2011-01-01,2020-01-09,
NA02,2011-01-01,2020-01-09,
NA03,2011-01-01,2020-01-09,
NA04,2011-01-01,2020-01-09,
NA05,2011-01-01,2020-01-09,
NA06,2011-01-01,2020-01-09,
NA07,2011-01-01,2020-01-09,
NA08,2011-01-01,2020-01-09,
NA09,2011-01-01,2020-01-09,
NA10,2011-01-01,2020-01-09,
NA11,2011-01-01,2020-01-09,
NA12,2011-01-01,2020-01-09,
NA13,2011-01-01,2020-01-09,
NA14,2011-01-01,2020-01-09,
NE001,2006-01-01,2019-09-12,
NE002,2006-01-01,2019-09-12,
NE003,2006-01-01,2019-09-12,
NE004,2006-01-01,2019-09-12,
NE005,2006-01-01,2019-09-12,
NE006,2006-01-01,2019-09-12,
NE007,2006-01-01,2019-09-12,
NE008,2006-01-01,2019-09-12,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
NG001,2016-11-29,2019-04-17,
NG002,2016-11-29,2019-04-17,
NG003,2016-11-29,2019-04-17,
NG004,2016-11-29,2019-04-17,
NG005,2016-11-29,2019-04-17,
NG006,2016-11-29,2019-04-17,
NG007,2016-11-29,2019-04-17,
NG008,2016-11-29,2019-04-17,
NG009,2016-11-29,2019-04-17,
NG010,2016-11-29,2019-04-17,
NG011,2016-11-29,2019-04-17,
NG012,2016-11-29,2019-04-17,
NG013,2016-11-29,2019-04-17,
NG014,2016-11-29,2019-04-17,
NG015,2016-11-29,2019-04-17,
NG016,2016-11-29,2019-04-17,
NG017,2016-11-29,2019-04-17,
NG018,2016-11-29,2019-04-17,
NG019,2016-11-29,2019-04-17,
NG020,2016-11-29,2019-04-17,
NG021,2016-11-29,2019-04-17,
NG022,2016-11-29,2019-04-17,
NG023,2016-11-29,2019-04-17,
NG024,2016-11-29,2019-04-17,
NG025,2016-11-29,2019-04-17,
NG026,2016-11-29,2019-04-17,
NG027,2016-11-29,2019-04-17,
NG028,2016-11-29,2019-04-17,
NG029,2016-11-29,2019-04-17,
NG030,2016-11-29,2019-04-17,
NG031,2016-11-29,2019-04-17,
NG032,2016-11-29,2019-04-17,
NG033,2016-11-29,2019-04-17,
NG034,2016-11-29,2019-04-17,
NG035,2016-11-29,2019-04-17,
NG036,2016-11-29,2019-04-17,
NG037,2016-11-29,2019-04-17,
NI01,2017-10-11,2020-08-13,
NI02,2017-10-11,2020-08-13,
NI03,2017-10-11,2020-08-13,
NI04,2017-10-11,2020-08-13,
NI05,2017-10-11,2020-08-13,
NI06,2017-10-11,2020-08-13,
NI07,2017-10-11,2020-08-13,
NI08,2017-10-11,2020-08-13,
NI09,2017-10-11,2020-08-13,
NI10,2017-10-11,2020-08-13,
NI11,2017-10-11,2020-08-13,
NI12,2017-10-11,2020-08-13,
NI13,2017-10-11,2020-08-13,
NI14,2017-10-11,2020-08-13,
NI15,2017-10-11,2020-08-13,
NI16,2017-10-11,2020-08-13,
NI17,2017-10-11,2020-08-13,
NP01,2020-11-11,2020-11-11,
NP02,2020-11-11,2020-11-11,
NP03,2020-11-11,2020-11-11,
NP04,2020-11-11,2020-11-11,
NP05,2020-11-11,2020-11-11,
NP06,2020-11-11,2020-11-11,
NP07,2020-11-11,2020-11-11,
PK2,2018-11-30,2018-12-18,
PK5,2018-11-30,2018-12-18,
PK6,2018-11-30,2018-12-18,
PK7,2018-11-30,2018-12-18,
PK8,2018-11-30,2018-12-18,
PA01,2020-06-15,2020-07-21,
PA02,2020-06-15,2020-07-21,
PA03,2020-06-15,2020-07-21,
PA04,2020-06-15,2020-07-21,
PA05,2020-06-15,2020-07-21,
PA06,2020-06-15,2020-07-21,
PA07,2020-06-15,2020-07-21,
PA08,2020-06-15,2020-07-21,
PA09,2020-06-15,2020-07-21,
PA10,2020-06-15,2020-07-21,
PA11,2020-06-15,2020-07-21,
PA12,2020-06-15,2020-07-21,
PA13,2020-06-15,2020-07-21,
PE01,2015-07-24,2020-07-14,
PE02,2015-07-24,2020-07-14,
PE03,2015-07-24,2020-07-14,
PE04,2015-07-24,2020-07-14,
PE05,2015-07-24,2020-07-14,
PE06,2015-07-24,2020-07-14,
PE07,2015-07-24,2020-07-14,
PE08,2015-07-24,2020-07-14,
PE09,2015-07-24,2020-07-14,
PE10,2015-07-24,2020-07-14,
PE11,2015-07-24,2020-07-14,
PE12,2015-07-24,2020-07-14,
PE13,2015-07-24,2020-07-14,
PE14,2015-07-24,2020-07-14,
PE15,2015-07-24,2020-07-14,
PE16,2015-07-24,2020-07-14,
PE17,2015-07-24,2020-07-14,
PE18,2015-07-24,2020-07-14,
PE19,2015-07-24,2020-07-14,
PE20,2015-07-24,2020-07-14,
PE21,2015-07-24,2020-07-14,
PE22,2015-07-24,2020-07-14,
PE23,2015-07-24,2020-07-14,
PE24,2015-07-24,2020-07-14,
PE25,2015-07-24,2020-07-14,
PH150000000,2016-06-30,2020-05-29,
PH140000000,2016-06-30,2020-05-29,
PH130000000,2016-06-30,2020-05-29,
PH010000000,2016-06-30,2020-05-29,
PH020000000,2016-06-30,2020-05-29,
PH030000000,2016-06-30,2020-05-29,
PH040000000,2016-06-30,2020-05-29,
PH170000000,2016-06-30,2020-05-29,
PH090000000,2016-06-30,2020-05-29,
PH050000000,2016-06-30,2020-05-29,
PH060000000,2016-06-30,2020-05-29,
PH070000000,2016-06-30,2020-05-29,
PH080000000,2016-06-30,2020-05-29,
PH100000000,2016-06-30,2020-05-29,
PH110000000,2016-06-30,2020-05-29,
PH120000000,2016-06-30,2020-05-29,
PH160000000,2016-06-30,2020-05-29,
PG01,2015-02-24,2019-05-08,
PG02,2015-02-24,2019-05-08,
PG03,2015-02-24,2019-05-08,
PG04,2015-02-24,2019-05-08,
PG05,2015-02-24,2019-05-08,
PG06,2015-02-24,2019-05-08,
PG07,2015-02-24,2019-05-08,
PG08,2015-02-24,2019-05-08,
PG09,2015-02-24,2019-05-08,
PG10,2015-02-24,2019-05-08,
PG11,2015-02-24,2019-05-08,
PG12,2015-02-24,2019-05-08,
PG13,2015-02-24,2019-05-08,
PG14,2015-02-24,2019-05-08,
PG15,2015-02-24,2019-05-08,
PG16,2015-02-24,2019-05-08,
PG17,2015-02-24,2019-05-08,
PG18,2015-02-24,2019-05-08,
PG19,2015-02-24,2019-05-08,
PG20,2015-02-24,2019-05-08,
PG21,2015-02-24,2019-05-08,
PG22,2015-02-24,2019-05-08,
PY01,2017-10-11,2020-09-16,
