#adm2+code+pcode,#date,#date+valid_on,#date+valid_to
CO05113,2018-01-01,2020-04-16,
CO05120,2018-01-01,2020-04-16,
CO05125,2018-01-01,2020-04-16,
CO05129,2018-01-01,2020-04-16,
CO05134,2018-01-01,2020-04-16,
CO05138,2018-01-01,2020-04-16,
CO05142,2018-01-01,2020-04-16,
CO05145,2018-01-01,2020-04-16,
CO05147,2018-01-01,2020-04-16,
CO05148,2018-01-01,2020-04-16,
CO05150,2018-01-01,2020-04-16,
CO05154,2018-01-01,2020-04-16,
CO05172,2018-01-01,2020-04-16,
CO05190,2018-01-01,2020-04-16,
CO05197,2018-01-01,2020-04-16,
CO05206,2018-01-01,2020-04-16,
CO05209,2018-01-01,2020-04-16,
CO05212,2018-01-01,2020-04-16,
CO05234,2018-01-01,2020-04-16,
CO05237,2018-01-01,2020-04-16,
CO05240,2018-01-01,2020-04-16,
CO05250,2018-01-01,2020-04-16,
CO05264,2018-01-01,2020-04-16,
CO05266,2018-01-01,2020-04-16,
CO05282,2018-01-01,2020-04-16,
CO05284,2018-01-01,2020-04-16,
CO05306,2018-01-01,2020-04-16,
CO05308,2018-01-01,2020-04-16,
CO05310,2018-01-01,2020-04-16,
CO05313,2018-01-01,2020-04-16,
CO05315,2018-01-01,2020-04-16,
CO05318,2018-01-01,2020-04-16,
CO05321,2018-01-01,2020-04-16,
CO05347,2018-01-01,2020-04-16,
CO05353,2018-01-01,2020-04-16,
CO05360,2018-01-01,2020-04-16,
CO05361,2018-01-01,2020-04-16,
CO05364,2018-01-01,2020-04-16,
CO05368,2018-01-01,2020-04-16,
CO05376,2018-01-01,2020-04-16,
CO05380,2018-01-01,2020-04-16,
CO05390,2018-01-01,2020-04-16,
CO05400,2018-01-01,2020-04-16,
CO05411,2018-01-01,2020-04-16,
CO05425,2018-01-01,2020-04-16,
CO05440,2018-01-01,2020-04-16,
CO05467,2018-01-01,2020-04-16,
CO05475,2018-01-01,2020-04-16,
CO05480,2018-01-01,2020-04-16,
CO05483,2018-01-01,2020-04-16,
CO05490,2018-01-01,2020-04-16,
CO05495,2018-01-01,2020-04-16,
CO05501,2018-01-01,2020-04-16,
CO05541,2018-01-01,2020-04-16,
CO05543,2018-01-01,2020-04-16,
CO05576,2018-01-01,2020-04-16,
CO05579,2018-01-01,2020-04-16,
CO05585,2018-01-01,2020-04-16,
CO05591,2018-01-01,2020-04-16,
CO05604,2018-01-01,2020-04-16,
CO05607,2018-01-01,2020-04-16,
CO05615,2018-01-01,2020-04-16,
CO05628,2018-01-01,2020-04-16,
CO05631,2018-01-01,2020-04-16,
CO05642,2018-01-01,2020-04-16,
CO05647,2018-01-01,2020-04-16,
CO05649,2018-01-01,2020-04-16,
CO05652,2018-01-01,2020-04-16,
CO05656,2018-01-01,2020-04-16,
CO05658,2018-01-01,2020-04-16,
CO05659,2018-01-01,2020-04-16,
CO05660,2018-01-01,2020-04-16,
CO05664,2018-01-01,2020-04-16,
CO05665,2018-01-01,2020-04-16,
CO05667,2018-01-01,2020-04-16,
CO05670,2018-01-01,2020-04-16,
CO05674,2018-01-01,2020-04-16,
CO05679,2018-01-01,2020-04-16,
CO05686,2018-01-01,2020-04-16,
CO05690,2018-01-01,2020-04-16,
CO05697,2018-01-01,2020-04-16,
CO05736,2018-01-01,2020-04-16,
CO05756,2018-01-01,2020-04-16,
CO05761,2018-01-01,2020-04-16,
CO05789,2018-01-01,2020-04-16,
CO05790,2018-01-01,2020-04-16,
CO05792,2018-01-01,2020-04-16,
CO05809,2018-01-01,2020-04-16,
CO05819,2018-01-01,2020-04-16,
CO05837,2018-01-01,2020-04-16,
CO05842,2018-01-01,2020-04-16,
CO05847,2018-01-01,2020-04-16,
CO05854,2018-01-01,2020-04-16,
CO05856,2018-01-01,2020-04-16,
CO05858,2018-01-01,2020-04-16,
CO05861,2018-01-01,2020-04-16,
CO05873,2018-01-01,2020-04-16,
CO05885,2018-01-01,2020-04-16,
CO05887,2018-01-01,2020-04-16,
CO05890,2018-01-01,2020-04-16,
CO05893,2018-01-01,2020-04-16,
CO05895,2018-01-01,2020-04-16,
CO08001,2018-01-01,2020-04-16,
CO08078,2018-01-01,2020-04-16,
CO08137,2018-01-01,2020-04-16,
CO08141,2018-01-01,2020-04-16,
CO08296,2018-01-01,2020-04-16,
CO08372,2018-01-01,2020-04-16,
CO08421,2018-01-01,2020-04-16,
CO08433,2018-01-01,2020-04-16,
CO08436,2018-01-01,2020-04-16,
CO08520,2018-01-01,2020-04-16,
CO08549,2018-01-01,2020-04-16,
CO08558,2018-01-01,2020-04-16,
CO08560,2018-01-01,2020-04-16,
CO08573,2018-01-01,2020-04-16,
CO08606,2018-01-01,2020-04-16,
CO08634,2018-01-01,2020-04-16,
CO08638,2018-01-01,2020-04-16,
CO08675,2018-01-01,2020-04-16,
CO08685,2018-01-01,2020-04-16,
CO08758,2018-01-01,2020-04-16,
CO08770,2018-01-01,2020-04-16,
CO08832,2018-01-01,2020-04-16,
CO08849,2018-01-01,2020-04-16,
CO11001,2018-01-01,2020-04-16,
CO13001,2018-01-01,2020-04-16,
CO13006,2018-01-01,2020-04-16,
CO13030,2018-01-01,2020-04-16,
CO13042,2018-01-01,2020-04-16,
CO13052,2018-01-01,2020-04-16,
CO13062,2018-01-01,2020-04-16,
CO13074,2018-01-01,2020-04-16,
CO13140,2018-01-01,2020-04-16,
CO13160,2018-01-01,2020-04-16,
CO13188,2018-01-01,2020-04-16,
CO13212,2018-01-01,2020-04-16,
CO13222,2018-01-01,2020-04-16,
CO13244,2018-01-01,2020-04-16,
CO13248,2018-01-01,2020-04-16,
CO13268,2018-01-01,2020-04-16,
CO13300,2018-01-01,2020-04-16,
CO13430,2018-01-01,2020-04-16,
CO13433,2018-01-01,2020-04-16,
CO13440,2018-01-01,2020-04-16,
CO13442,2018-01-01,2020-04-16,
CO13458,2018-01-01,2020-04-16,
CO13468,2018-01-01,2020-04-16,
CO13473,2018-01-01,2020-04-16,
CO13490,2018-01-01,2020-04-16,
CO13549,2018-01-01,2020-04-16,
CO13580,2018-01-01,2020-04-16,
CO13600,2018-01-01,2020-04-16,
CO13620,2018-01-01,2020-04-16,
CO13647,2018-01-01,2020-04-16,
CO13650,2018-01-01,2020-04-16,
CO13654,2018-01-01,2020-04-16,
CO13655,2018-01-01,2020-04-16,
CO13657,2018-01-01,2020-04-16,
CO13667,2018-01-01,2020-04-16,
CO13670,2018-01-01,2020-04-16,
CO13673,2018-01-01,2020-04-16,
CO13683,2018-01-01,2020-04-16,
CO13688,2018-01-01,2020-04-16,
CO13744,2018-01-01,2020-04-16,
CO13760,2018-01-01,2020-04-16,
CO13780,2018-01-01,2020-04-16,
CO13810,2018-01-01,2020-04-16,
CO13836,2018-01-01,2020-04-16,
CO13838,2018-01-01,2020-04-16,
CO13873,2018-01-01,2020-04-16,
CO13894,2018-01-01,2020-04-16,
CO15001,2018-01-01,2020-04-16,
CO15022,2018-01-01,2020-04-16,
CO15047,2018-01-01,2020-04-16,
CO15051,2018-01-01,2020-04-16,
CO15087,2018-01-01,2020-04-16,
CO15090,2018-01-01,2020-04-16,
CO15092,2018-01-01,2020-04-16,
CO15097,2018-01-01,2020-04-16,
CO15104,2018-01-01,2020-04-16,
CO15106,2018-01-01,2020-04-16,
CO15109,2018-01-01,2020-04-16,
CO15114,2018-01-01,2020-04-16,
CO15131,2018-01-01,2020-04-16,
CO15135,2018-01-01,2020-04-16,
CO15162,2018-01-01,2020-04-16,
CO15172,2018-01-01,2020-04-16,
CO15176,2018-01-01,2020-04-16,
CO15180,2018-01-01,2020-04-16,
CO15183,2018-01-01,2020-04-16,
CO15185,2018-01-01,2020-04-16,
CO15187,2018-01-01,2020-04-16,
CO15189,2018-01-01,2020-04-16,
CO15204,2018-01-01,2020-04-16,
CO15212,2018-01-01,2020-04-16,
CO15215,2018-01-01,2020-04-16,
CO15218,2018-01-01,2020-04-16,
CO15223,2018-01-01,2020-04-16,
CO15224,2018-01-01,2020-04-16,
CO15226,2018-01-01,2020-04-16,
CO15232,2018-01-01,2020-04-16,
CO15236,2018-01-01,2020-04-16,
CO15238,2018-01-01,2020-04-16,
CO15244,2018-01-01,2020-04-16,
CO15248,2018-01-01,2020-04-16,
CO15272,2018-01-01,2020-04-16,
CO15276,2018-01-01,2020-04-16,
CO15293,2018-01-01,2020-04-16,
CO15296,2018-01-01,2020-04-16,
CO15299,2018-01-01,2020-04-16,
CO15317,2018-01-01,2020-04-16,
CO15322,2018-01-01,2020-04-16,
CO15325,2018-01-01,2020-04-16,
CO15332,2018-01-01,2020-04-16,
CO15362,2018-01-01,2020-04-16,
CO15367,2018-01-01,2020-04-16,
CO15368,2018-01-01,2020-04-16,
CO15377,2018-01-01,2020-04-16,
CO15380,2018-01-01,2020-04-16,
CO15401,2018-01-01,2020-04-16,
CO15403,2018-01-01,2020-04-16,
CO15407,2018-01-01,2020-04-16,
CO15425,2018-01-01,2020-04-16,
CO15442,2018-01-01,2020-04-16,
CO15455,2018-01-01,2020-04-16,
CO15464,2018-01-01,2020-04-16,
CO15466,2018-01-01,2020-04-16,
CO15469,2018-01-01,2020-04-16,
CO15476,2018-01-01,2020-04-16,
CO15480,2018-01-01,2020-04-16,
CO15491,2018-01-01,2020-04-16,
CO15494,2018-01-01,2020-04-16,
CO15500,2018-01-01,2020-04-16,
CO15507,2018-01-01,2020-04-16,
CO15511,2018-01-01,2020-04-16,
CO15514,2018-01-01,2020-04-16,
CO15516,2018-01-01,2020-04-16,
CO15518,2018-01-01,2020-04-16,
CO15522,2018-01-01,2020-04-16,
CO15531,2018-01-01,2020-04-16,
CO15533,2018-01-01,2020-04-16,
CO15537,2018-01-01,2020-04-16,
CO15542,2018-01-01,2020-04-16,
CO15550,2018-01-01,2020-04-16,
CO15572,2018-01-01,2020-04-16,
CO15580,2018-01-01,2020-04-16,
CO15599,2018-01-01,2020-04-16,
CO15600,2018-01-01,2020-04-16,
CO15621,2018-01-01,2020-04-16,
CO15632,2018-01-01,2020-04-16,
CO15638,2018-01-01,2020-04-16,
CO15646,2018-01-01,2020-04-16,
CO15660,2018-01-01,2020-04-16,
CO15664,2018-01-01,2020-04-16,
CO15667,2018-01-01,2020-04-16,
CO15673,2018-01-01,2020-04-16,
CO15676,2018-01-01,2020-04-16,
CO15681,2018-01-01,2020-04-16,
CO15686,2018-01-01,2020-04-16,
CO15690,2018-01-01,2020-04-16,
CO15693,2018-01-01,2020-04-16,
CO15696,2018-01-01,2020-04-16,
CO15720,2018-01-01,2020-04-16,
CO15723,2018-01-01,2020-04-16,
CO15740,2018-01-01,2020-04-16,
CO15753,2018-01-01,2020-04-16,
CO15755,2018-01-01,2020-04-16,
CO15757,2018-01-01,2020-04-16,
CO15759,2018-01-01,2020-04-16,
CO15761,2018-01-01,2020-04-16,
CO15762,2018-01-01,2020-04-16,
CO15763,2018-01-01,2020-04-16,
CO15764,2018-01-01,2020-04-16,
CO15774,2018-01-01,2020-04-16,
CO15776,2018-01-01,2020-04-16,
CO15778,2018-01-01,2020-04-16,
CO15790,2018-01-01,2020-04-16,
CO15798,2018-01-01,2020-04-16,
CO15804,2018-01-01,2020-04-16,
CO15806,2018-01-01,2020-04-16,
CO15808,2018-01-01,2020-04-16,
CO15810,2018-01-01,2020-04-16,
CO15814,2018-01-01,2020-04-16,
CO15816,2018-01-01,2020-04-16,
CO15820,2018-01-01,2020-04-16,
CO15822,2018-01-01,2020-04-16,
CO15832,2018-01-01,2020-04-16,
CO15835,2018-01-01,2020-04-16,
CO15837,2018-01-01,2020-04-16,
CO15839,2018-01-01,2020-04-16,
CO15842,2018-01-01,2020-04-16,
CO15861,2018-01-01,2020-04-16,
CO15879,2018-01-01,2020-04-16,
CO15897,2018-01-01,2020-04-16,
CO17001,2018-01-01,2020-04-16,
CO17013,2018-01-01,2020-04-16,
CO17042,2018-01-01,2020-04-16,
CO17050,2018-01-01,2020-04-16,
CO17088,2018-01-01,2020-04-16,
CO17174,2018-01-01,2020-04-16,
CO17272,2018-01-01,2020-04-16,
CO17380,2018-01-01,2020-04-16,
CO17388,2018-01-01,2020-04-16,
CO17433,2018-01-01,2020-04-16,
CO17442,2018-01-01,2020-04-16,
CO17444,2018-01-01,2020-04-16,
CO17446,2018-01-01,2020-04-16,
CO17486,2018-01-01,2020-04-16,
CO17495,2018-01-01,2020-04-16,
CO17513,2018-01-01,2020-04-16,
CO17524,2018-01-01,2020-04-16,
CO17541,2018-01-01,2020-04-16,
CO17614,2018-01-01,2020-04-16,
CO17616,2018-01-01,2020-04-16,
CO17653,2018-01-01,2020-04-16,
CO17662,2018-01-01,2020-04-16,
CO17665,2018-01-01,2020-04-16,
CO17777,2018-01-01,2020-04-16,
CO17867,2018-01-01,2020-04-16,
CO17873,2018-01-01,2020-04-16,
CO17877,2018-01-01,2020-04-16,
CO18001,2018-01-01,2020-04-16,
CO18029,2018-01-01,2020-04-16,
CO18094,2018-01-01,2020-04-16,
CO18150,2018-01-01,2020-04-16,
CO18205,2018-01-01,2020-04-16,
CO18247,2018-01-01,2020-04-16,
CO18256,2018-01-01,2020-04-16,
CO18410,2018-01-01,2020-04-16,
CO18460,2018-01-01,2020-04-16,
CO18479,2018-01-01,2020-04-16,
CO18592,2018-01-01,2020-04-16,
CO18610,2018-01-01,2020-04-16,
CO18753,2018-01-01,2020-04-16,
CO18756,2018-01-01,2020-04-16,
CO18785,2018-01-01,2020-04-16,
CO18860,2018-01-01,2020-04-16,
CO19001,2018-01-01,2020-04-16,
CO19022,2018-01-01,2020-04-16,
CO19050,2018-01-01,2020-04-16,
CO19075,2018-01-01,2020-04-16,
CO19100,2018-01-01,2020-04-16,
CO19110,2018-01-01,2020-04-16,
CO19130,2018-01-01,2020-04-16,
CO19137,2018-01-01,2020-04-16,
CO19142,2018-01-01,2020-04-16,
CO19212,2018-01-01,2020-04-16,
CO19256,2018-01-01,2020-04-16,
CO19290,2018-01-01,2020-04-16,
CO19300,2018-01-01,2020-04-16,
CO19318,2018-01-01,2020-04-16,
CO19355,2018-01-01,2020-04-16,
CO19364,2018-01-01,2020-04-16,
CO19392,2018-01-01,2020-04-16,
CO19397,2018-01-01,2020-04-16,
CO19418,2018-01-01,2020-04-16,
CO19450,2018-01-01,2020-04-16,
CO19455,2018-01-01,2020-04-16,
CO19473,2018-01-01,2020-04-16,
CO19513,2018-01-01,2020-04-16,
CO19517,2018-01-01,2020-04-16,
CO19532,2018-01-01,2020-04-16,
CO19533,2018-01-01,2020-04-16,
CO19548,2018-01-01,2020-04-16,
CO19573,2018-01-01,2020-04-16,
CO19585,2018-01-01,2020-04-16,
CO19622,2018-01-01,2020-04-16,
CO19693,2018-01-01,2020-04-16,
CO19698,2018-01-01,2020-04-16,
CO19701,2018-01-01,2020-04-16,
CO19743,2018-01-01,2020-04-16,
CO19760,2018-01-01,2020-04-16,
CO19780,2018-01-01,2020-04-16,
CO19785,2018-01-01,2020-04-16,
CO19807,2018-01-01,2020-04-16,
CO19809,2018-01-01,2020-04-16,
CO19821,2018-01-01,2020-04-16,
CO19824,2018-01-01,2020-04-16,
CO19845,2018-01-01,2020-04-16,
CO20001,2018-01-01,2020-04-16,
CO20011,2018-01-01,2020-04-16,
CO20013,2018-01-01,2020-04-16,
CO20032,2018-01-01,2020-04-16,
CO20045,2018-01-01,2020-04-16,
CO20060,2018-01-01,2020-04-16,
CO20175,2018-01-01,2020-04-16,
CO20178,2018-01-01,2020-04-16,
CO20228,2018-01-01,2020-04-16,
CO20238,2018-01-01,2020-04-16,
CO20250,2018-01-01,2020-04-16,
CO20295,2018-01-01,2020-04-16,
CO20310,2018-01-01,2020-04-16,
CO20383,2018-01-01,2020-04-16,
CO20400,2018-01-01,2020-04-16,
CO20443,2018-01-01,2020-04-16,
CO20517,2018-01-01,2020-04-16,
CO20550,2018-01-01,2020-04-16,
CO20570,2018-01-01,2020-04-16,
CO20614,2018-01-01,2020-04-16,
CO20621,2018-01-01,2020-04-16,
CO20710,2018-01-01,2020-04-16,
CO20750,2018-01-01,2020-04-16,
CO20770,2018-01-01,2020-04-16,
CO20787,2018-01-01,2020-04-16,
CO23001,2018-01-01,2020-04-16,
CO23068,2018-01-01,2020-04-16,
CO23079,2018-01-01,2020-04-16,
CO23090,2018-01-01,2020-04-16,
CO23162,2018-01-01,2020-04-16,
CO23168,2018-01-01,2020-04-16,
CO23182,2018-01-01,2020-04-16,
CO23189,2018-01-01,2020-04-16,
CO23300,2018-01-01,2020-04-16,
CO23350,2018-01-01,2020-04-16,
CO23417,2018-01-01,2020-04-16,
CO23419,2018-01-01,2020-04-16,
CO23464,2018-01-01,2020-04-16,
CO23466,2018-01-01,2020-04-16,
CO23500,2018-01-01,2020-04-16,
CO23555,2018-01-01,2020-04-16,
CO23570,2018-01-01,2020-04-16,
CO23574,2018-01-01,2020-04-16,
CO23580,2018-01-01,2020-04-16,
CO23586,2018-01-01,2020-04-16,
CO23660,2018-01-01,2020-04-16,
CO23670,2018-01-01,2020-04-16,
CO23672,2018-01-01,2020-04-16,
CO23675,2018-01-01,2020-04-16,
CO23678,2018-01-01,2020-04-16,
CO23682,2018-01-01,2020-04-16,
CO23686,2018-01-01,2020-04-16,
CO23807,2018-01-01,2020-04-16,
CO23815,2018-01-01,2020-04-16,
CO23855,2018-01-01,2020-04-16,
CO25001,2018-01-01,2020-04-16,
CO25019,2018-01-01,2020-04-16,
CO25035,2018-01-01,2020-04-16,
CO25040,2018-01-01,2020-04-16,
CO25053,2018-01-01,2020-04-16,
CO25086,2018-01-01,2020-04-16,
CO25095,2018-01-01,2020-04-16,
CO25099,2018-01-01,2020-04-16,
CO25120,2018-01-01,2020-04-16,
CO25123,2018-01-01,2020-04-16,
CO25126,2018-01-01,2020-04-16,
CO25148,2018-01-01,2020-04-16,
CO25151,2018-01-01,2020-04-16,
CO25154,2018-01-01,2020-04-16,
CO25168,2018-01-01,2020-04-16,
CO25175,2018-01-01,2020-04-16,
CO25178,2018-01-01,2020-04-16,
CO25181,2018-01-01,2020-04-16,
CO25183,2018-01-01,2020-04-16,
CO25200,2018-01-01,2020-04-16,
CO25214,2018-01-01,2020-04-16,
CO25224,2018-01-01,2020-04-16,
CO25245,2018-01-01,2020-04-16,
CO25258,2018-01-01,2020-04-16,
CO25260,2018-01-01,2020-04-16,
CO25269,2018-01-01,2020-04-16,
CO25279,2018-01-01,2020-04-16,
CO25281,2018-01-01,2020-04-16,
CO25286,2018-01-01,2020-04-16,
CO25288,2018-01-01,2020-04-16,
CO25290,2018-01-01,2020-04-16,
CO25293,2018-01-01,2020-04-16,
CO25295,2018-01-01,2020-04-16,
CO25297,2018-01-01,2020-04-16,
CO25299,2018-01-01,2020-04-16,
CO25307,2018-01-01,2020-04-16,
CO25312,2018-01-01,2020-04-16,
CO25317,2018-01-01,2020-04-16,
CO25320,2018-01-01,2020-04-16,
CO25322,2018-01-01,2020-04-16,
CO25324,2018-01-01,2020-04-16,
CO25326,2018-01-01,2020-04-16,
CO25328,2018-01-01,2020-04-16,
CO25335,2018-01-01,2020-04-16,
CO25339,2018-01-01,2020-04-16,
CO25368,2018-01-01,2020-04-16,
CO25372,2018-01-01,2020-04-16,
CO25377,2018-01-01,2020-04-16,
CO25386,2018-01-01,2020-04-16,
CO25394,2018-01-01,2020-04-16,
CO25398,2018-01-01,2020-04-16,
CO25402,2018-01-01,2020-04-16,
CO25407,2018-01-01,2020-04-16,
CO25426,2018-01-01,2020-04-16,
CO25430,2018-01-01,2020-04-16,
CO25436,2018-01-01,2020-04-16,
CO25438,2018-01-01,2020-04-16,
CO25473,2018-01-01,2020-04-16,
CO25483,2018-01-01,2020-04-16,
CO25486,2018-01-01,2020-04-16,
CO25488,2018-01-01,2020-04-16,
CO25489,2018-01-01,2020-04-16,
CO25491,2018-01-01,2020-04-16,
CO25506,2018-01-01,2020-04-16,
CO25513,2018-01-01,2020-04-16,
CO25518,2018-01-01,2020-04-16,
CO25524,2018-01-01,2020-04-16,
CO25530,2018-01-01,2020-04-16,
CO25535,2018-01-01,2020-04-16,
CO25572,2018-01-01,2020-04-16,
CO25580,2018-01-01,2020-04-16,
CO25592,2018-01-01,2020-04-16,
CO25594,2018-01-01,2020-04-16,
CO25596,2018-01-01,2020-04-16,
CO25599,2018-01-01,2020-04-16,
CO25612,2018-01-01,2020-04-16,
CO25645,2018-01-01,2020-04-16,
CO25649,2018-01-01,2020-04-16,
CO25653,2018-01-01,2020-04-16,
CO25658,2018-01-01,2020-04-16,
CO25662,2018-01-01,2020-04-16,
CO25718,2018-01-01,2020-04-16,
CO25736,2018-01-01,2020-04-16,
CO25740,2018-01-01,2020-04-16,
CO25743,2018-01-01,2020-04-16,
CO25745,2018-01-01,2020-04-16,
CO25754,2018-01-01,2020-04-16,
CO25758,2018-01-01,2020-04-16,
CO25769,2018-01-01,2020-04-16,
CO25772,2018-01-01,2020-04-16,
CO25777,2018-01-01,2020-04-16,
CO25779,2018-01-01,2020-04-16,
CO25781,2018-01-01,2020-04-16,
CO25785,2018-01-01,2020-04-16,
CO25793,2018-01-01,2020-04-16,
CO25797,2018-01-01,2020-04-16,
CO25799,2018-01-01,2020-04-16,
CO25805,2018-01-01,2020-04-16,
CO25807,2018-01-01,2020-04-16,
CO25815,2018-01-01,2020-04-16,
CO25817,2018-01-01,2020-04-16,
CO25823,2018-01-01,2020-04-16,
CO25839,2018-01-01,2020-04-16,
CO25841,2018-01-01,2020-04-16,
CO25843,2018-01-01,2020-04-16,
CO25845,2018-01-01,2020-04-16,
CO25851,2018-01-01,2020-04-16,
CO25862,2018-01-01,2020-04-16,
CO25867,2018-01-01,2020-04-16,
CO25871,2018-01-01,2020-04-16,
CO25873,2018-01-01,2020-04-16,
CO25875,2018-01-01,2020-04-16,
CO25878,2018-01-01,2020-04-16,
CO25885,2018-01-01,2020-04-16,
CO25898,2018-01-01,2020-04-16,
CO25899,2018-01-01,2020-04-16,
CO27001,2018-01-01,2020-04-16,
CO27006,2018-01-01,2020-04-16,
CO27025,2018-01-01,2020-04-16,
CO27050,2018-01-01,2020-04-16,
CO27073,2018-01-01,2020-04-16,
CO27075,2018-01-01,2020-04-16,
CO27077,2018-01-01,2020-04-16,
CO27099,2018-01-01,2020-04-16,
CO27135,2018-01-01,2020-04-16,
CO27150,2018-01-01,2020-04-16,
CO27160,2018-01-01,2020-04-16,
CO27205,2018-01-01,2020-04-16,
CO27245,2018-01-01,2020-04-16,
CO27250,2018-01-01,2020-04-16,
CO27361,2018-01-01,2020-04-16,
CO27372,2018-01-01,2020-04-16,
CO27413,2018-01-01,2020-04-16,
CO27425,2018-01-01,2020-04-16,
CO27430,2018-01-01,2020-04-16,
CO27450,2018-01-01,2020-04-16,
CO27491,2018-01-01,2020-04-16,
CO27495,2018-01-01,2020-04-16,
CO27580,2018-01-01,2020-04-16,
CO27600,2018-01-01,2020-04-16,
CO27615,2018-01-01,2020-04-16,
CO27660,2018-01-01,2020-04-16,
CO27745,2018-01-01,2020-04-16,
CO27787,2018-01-01,2020-04-16,
CO27800,2018-01-01,2020-04-16,
CO27810,2018-01-01,2020-04-16,
CO41001,2018-01-01,2020-04-16,
CO41006,2018-01-01,2020-04-16,
CO41013,2018-01-01,2020-04-16,
CO41016,2018-01-01,2020-04-16,
CO41020,2018-01-01,2020-04-16,
CO41026,2018-01-01,2020-04-16,
CO41078,2018-01-01,2020-04-16,
CO41132,2018-01-01,2020-04-16,
CO41206,2018-01-01,2020-04-16,
CO41244,2018-01-01,2020-04-16,
CO41298,2018-01-01,2020-04-16,
CO41306,2018-01-01,2020-04-16,
CO41319,2018-01-01,2020-04-16,
CO41349,2018-01-01,2020-04-16,
CO41357,2018-01-01,2020-04-16,
CO41359,2018-01-01,2020-04-16,
CO41378,2018-01-01,2020-04-16,
CO41396,2018-01-01,2020-04-16,
CO41483,2018-01-01,2020-04-16,
CO41503,2018-01-01,2020-04-16,
CO41518,2018-01-01,2020-04-16,
CO41524,2018-01-01,2020-04-16,
CO41530,2018-01-01,2020-04-16,
CO41548,2018-01-01,2020-04-16,
CO41551,2018-01-01,2020-04-16,
CO41615,2018-01-01,2020-04-16,
CO41660,2018-01-01,2020-04-16,
CO41668,2018-01-01,2020-04-16,
CO41676,2018-01-01,2020-04-16,
CO41770,2018-01-01,2020-04-16,
CO41791,2018-01-01,2020-04-16,
CO41797,2018-01-01,2020-04-16,
CO41799,2018-01-01,2020-04-16,
CO41801,2018-01-01,2020-04-16,
CO41807,2018-01-01,2020-04-16,
CO41872,2018-01-01,2020-04-16,
CO41885,2018-01-01,2020-04-16,
CO44001,2018-01-01,2020-04-16,
CO44035,2018-01-01,2020-04-16,
CO44078,2018-01-01,2020-04-16,
CO44090,2018-01-01,2020-04-16,
CO44098,2018-01-01,2020-04-16,
CO44110,2018-01-01,2020-04-16,
CO44279,2018-01-01,2020-04-16,
CO44378,2018-01-01,2020-04-16,
CO44420,2018-01-01,2020-04-16,
CO44430,2018-01-01,2020-04-16,
CO44560,2018-01-01,2020-04-16,
CO44650,2018-01-01,2020-04-16,
CO44847,2018-01-01,2020-04-16,
CO44855,2018-01-01,2020-04-16,
CO44874,2018-01-01,2020-04-16,
CO47001,2018-01-01,2020-04-16,
CO47030,2018-01-01,2020-04-16,
CO47053,2018-01-01,2020-04-16,
CO47058,2018-01-01,2020-04-16,
CO47161,2018-01-01,2020-04-16,
CO47170,2018-01-01,2020-04-16,
CO47189,2018-01-01,2020-04-16,
CO47205,2018-01-01,2020-04-16,
CO47245,2018-01-01,2020-04-16,
CO47258,2018-01-01,2020-04-16,
CO47268,2018-01-01,2020-04-16,
CO47288,2018-01-01,2020-04-16,
CO47318,2018-01-01,2020-04-16,
CO47460,2018-01-01,2020-04-16,
CO47541,2018-01-01,2020-04-16,
CO47545,2018-01-01,2020-04-16,
CO47551,2018-01-01,2020-04-16,
CO47555,2018-01-01,2020-04-16,
CO47570,2018-01-01,2020-04-16,
CO47605,2018-01-01,2020-04-16,
CO47660,2018-01-01,2020-04-16,
CO47675,2018-01-01,2020-04-16,
CO47692,2018-01-01,2020-04-16,
CO47703,2018-01-01,2020-04-16,
CO47707,2018-01-01,2020-04-16,
CO47720,2018-01-01,2020-04-16,
CO47745,2018-01-01,2020-04-16,
CO47798,2018-01-01,2020-04-16,
CO47960,2018-01-01,2020-04-16,
CO47980,2018-01-01,2020-04-16,
CO50001,2018-01-01,2020-04-16,
CO50006,2018-01-01,2020-04-16,
CO50110,2018-01-01,2020-04-16,
CO50124,2018-01-01,2020-04-16,
CO50150,2018-01-01,2020-04-16,
CO50223,2018-01-01,2020-04-16,
CO50226,2018-01-01,2020-04-16,
CO50245,2018-01-01,2020-04-16,
CO50251,2018-01-01,2020-04-16,
CO50270,2018-01-01,2020-04-16,
CO50287,2018-01-01,2020-04-16,
CO50313,2018-01-01,2020-04-16,
CO50318,2018-01-01,2020-04-16,
CO50325,2018-01-01,2020-04-16,
CO50330,2018-01-01,2020-04-16,
CO50350,2018-01-01,2020-04-16,
CO50370,2018-01-01,2020-04-16,
CO50400,2018-01-01,2020-04-16,
CO50450,2018-01-01,2020-04-16,
CO50568,2018-01-01,2020-04-16,
CO50573,2018-01-01,2020-04-16,
CO50577,2018-01-01,2020-04-16,
CO50590,2018-01-01,2020-04-16,
CO50606,2018-01-01,2020-04-16,
CO50680,2018-01-01,2020-04-16,
CO50683,2018-01-01,2020-04-16,
CO50686,2018-01-01,2020-04-16,
CO50689,2018-01-01,2020-04-16,
CO50711,2018-01-01,2020-04-16,
CO52001,2018-01-01,2020-04-16,
CO52019,2018-01-01,2020-04-16,
CO52022,2018-01-01,2020-04-16,
CO52036,2018-01-01,2020-04-16,
CO52051,2018-01-01,2020-04-16,
CO52079,2018-01-01,2020-04-16,
