#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:643:2:3006,3006,1603:45:16:643:0,1603:45:16:643:1:3,1603:45:16:643:2:3006,North Ossetia,RU003006,,,,North Caucasus,RU003,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:3007,3007,1603:45:16:643:0,1603:45:16:643:1:3,1603:45:16:643:2:3007,Stavropol',RU003007,,,,North Caucasus,RU003,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4001,4001,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4001,Arkhangel'sk,RU004001,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4002,4002,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4002,City of St. Petersburg,RU004002,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4003,4003,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4003,Kaliningrad,RU004003,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4004,4004,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4004,Karelia,RU004004,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4005,4005,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4005,Komi,RU004005,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4006,4006,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4006,Leningrad,RU004006,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4007,4007,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4007,Murmansk,RU004007,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4008,4008,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4008,Nenets,RU004008,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4009,4009,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4009,Novgorod,RU004009,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4010,4010,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4010,Pskov,RU004010,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:4011,4011,1603:45:16:643:0,1603:45:16:643:1:4,1603:45:16:643:2:4011,Vologda,RU004011,,,,Northwestern,RU004,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5001,5001,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5001,Altay,RU005001,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5002,5002,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5002,Buryat,RU005002,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5003,5003,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5003,Gorno-Altay,RU005003,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5004,5004,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5004,Irkutsk,RU005004,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5005,5005,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5005,Kemerovo,RU005005,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5006,5006,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5006,Khakass,RU005006,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5007,5007,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5007,Krasnoyarsk,RU005007,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5008,5008,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5008,Novosibirsk,RU005008,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5009,5009,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5009,Omsk,RU005009,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5010,5010,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5010,Tomsk,RU005010,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5011,5011,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5011,Tuva,RU005011,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:5012,5012,1603:45:16:643:0,1603:45:16:643:1:5,1603:45:16:643:2:5012,Zabaykal'ye,RU005012,,,,Siberian,RU005,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:6001,6001,1603:45:16:643:0,1603:45:16:643:1:6,1603:45:16:643:2:6001,Adygey,RU006001,,,,South,RU006,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:6002,6002,1603:45:16:643:0,1603:45:16:643:1:6,1603:45:16:643:2:6002,Astrakhan',RU006002,,,,South,RU006,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:6003,6003,1603:45:16:643:0,1603:45:16:643:1:6,1603:45:16:643:2:6003,Kalmyk,RU006003,,,,South,RU006,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:6004,6004,1603:45:16:643:0,1603:45:16:643:1:6,1603:45:16:643:2:6004,Krasnodar,RU006004,,,,South,RU006,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:6005,6005,1603:45:16:643:0,1603:45:16:643:1:6,1603:45:16:643:2:6005,Rostov,RU006005,,,,South,RU006,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:6006,6006,1603:45:16:643:0,1603:45:16:643:1:6,1603:45:16:643:2:6006,Volgograd,RU006006,,,,South,RU006,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:7001,7001,1603:45:16:643:0,1603:45:16:643:1:7,1603:45:16:643:2:7001,Chelyabinsk,RU007001,,,,Ural,RU007,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:7002,7002,1603:45:16:643:0,1603:45:16:643:1:7,1603:45:16:643:2:7002,Khanty-Mansiy,RU007002,,,,Ural,RU007,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:7003,7003,1603:45:16:643:0,1603:45:16:643:1:7,1603:45:16:643:2:7003,Kurgan,RU007003,,,,Ural,RU007,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:7004,7004,1603:45:16:643:0,1603:45:16:643:1:7,1603:45:16:643:2:7004,Sverdlovsk,RU007004,,,,Ural,RU007,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:7005,7005,1603:45:16:643:0,1603:45:16:643:1:7,1603:45:16:643:2:7005,Tyumen',RU007005,,,,Ural,RU007,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:7006,7006,1603:45:16:643:0,1603:45:16:643:1:7,1603:45:16:643:2:7006,Yamal-Nenets,RU007006,,,,Ural,RU007,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8001,8001,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8001,Bashkortostan,RU008001,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8002,8002,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8002,Chuvash,RU008002,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8003,8003,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8003,Kirov,RU008003,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8004,8004,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8004,Mariy-El,RU008004,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8005,8005,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8005,Mordovia,RU008005,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8006,8006,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8006,Nizhegorod,RU008006,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8007,8007,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8007,Orenburg,RU008007,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8008,8008,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8008,Penza,RU008008,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8009,8009,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8009,Perm',RU008009,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8010,8010,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8010,Samara,RU008010,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8011,8011,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8011,Saratov,RU008011,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8012,8012,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8012,Tatarstan,RU008012,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8013,8013,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8013,Udmurt,RU008013,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
1603:45:16:643:2:8014,8014,1603:45:16:643:0,1603:45:16:643:1:8,1603:45:16:643:2:8014,Ul'yanovsk,RU008014,,,,Volga,RU008,Russian Federation,RU,2022-03-09,2022-03-22,
