#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:792:2:28002,28002,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28002,Bulancak,Bulancak,TR028002,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28003,28003,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28003,Camoluk,Çamoluk,TR028003,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28004,28004,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28004,Canakci,Çanakçi,TR028004,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28005,28005,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28005,Dereli,Dereli,TR028005,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28006,28006,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28006,Dogankent,Doğankent,TR028006,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28007,28007,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28007,Espiye,Espiye,TR028007,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28008,28008,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28008,Eynesil,Eynesil,TR028008,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28009,28009,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28009,Giresun,Giresun,TR028009,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28010,28010,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28010,Gorele,Görele,TR028010,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28011,28011,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28011,Guce,Güce,TR028011,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28012,28012,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28012,Kesap,Keşap,TR028012,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28013,28013,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28013,Piraziz,Piraziz,TR028013,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28014,28014,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28014,Sebinkarahisar,Şebinkarahisar,TR028014,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28015,28015,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28015,Tirebolu,Tirebolu,TR028015,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:28016,28016,1603:45:16:792:0,1603:45:16:792:1:28,1603:45:16:792:2:28016,Yaglidere,Yağlidere,TR028016,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:29001,29001,1603:45:16:792:0,1603:45:16:792:1:29,1603:45:16:792:2:29001,Gumushane,Gümüşhane,TR029001,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:29002,29002,1603:45:16:792:0,1603:45:16:792:1:29,1603:45:16:792:2:29002,Kelkit,Kelkit,TR029002,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:29003,29003,1603:45:16:792:0,1603:45:16:792:1:29,1603:45:16:792:2:29003,Kose,Köse,TR029003,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:29004,29004,1603:45:16:792:0,1603:45:16:792:1:29,1603:45:16:792:2:29004,Kurtun,Kürtün,TR029004,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:29005,29005,1603:45:16:792:0,1603:45:16:792:1:29,1603:45:16:792:2:29005,Siran,Şiran,TR029005,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:29006,29006,1603:45:16:792:0,1603:45:16:792:1:29,1603:45:16:792:2:29006,Torul,Torul,TR029006,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:30001,30001,1603:45:16:792:0,1603:45:16:792:1:30,1603:45:16:792:2:30001,Cukurca,Çukurca,TR030001,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:30002,30002,1603:45:16:792:0,1603:45:16:792:1:30,1603:45:16:792:2:30002,Hakkari,Hakkari,TR030002,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:30003,30003,1603:45:16:792:0,1603:45:16:792:1:30,1603:45:16:792:2:30003,Semdinli,Şemdinli,TR030003,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:30004,30004,1603:45:16:792:0,1603:45:16:792:1:30,1603:45:16:792:2:30004,Yuksekova,Yüksekova,TR030004,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:30005,30005,1603:45:16:792:0,1603:45:16:792:1:30,1603:45:16:792:2:30005,Derecik,Derecik,TR030005,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31001,31001,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31001,Altinozu,Altinözü,TR031001,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31002,31002,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31002,Antakya,Antakya,TR031002,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31003,31003,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31003,Arsuz,Arsuz,TR031003,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31004,31004,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31004,Belen,Belen,TR031004,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31005,31005,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31005,Defne,Defne,TR031005,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31006,31006,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31006,Dortyol,Dörtyol,TR031006,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31007,31007,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31007,Erzin,Erzin,TR031007,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31008,31008,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31008,Hassa,Hassa,TR031008,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31009,31009,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31009,Iskenderun,Iskenderun,TR031009,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31010,31010,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31010,Kirikhan,Kirikhan,TR031010,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31011,31011,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31011,Kumlu,Kumlu,TR031011,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31012,31012,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31012,Payas,Payas,TR031012,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31013,31013,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31013,Reyhanli,Reyhanli,TR031013,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31014,31014,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31014,Samandag,Samandağ,TR031014,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:31015,31015,1603:45:16:792:0,1603:45:16:792:1:31,1603:45:16:792:2:31015,Yayladagi,Yayladaği,TR031015,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32001,32001,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32001,Aksu,Aksu,TR032001,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32002,32002,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32002,Atabey,Atabey,TR032002,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32003,32003,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32003,Egirdir,Eğirdir,TR032003,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32004,32004,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32004,Gelendost,Gelendost,TR032004,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32005,32005,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32005,Gonen,Gönen,TR032005,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32006,32006,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32006,Isparta,Isparta,TR032006,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32007,32007,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32007,Keciborlu,Keçiborlu,TR032007,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32008,32008,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32008,Senirkent,Senirkent,TR032008,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32009,32009,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32009,Sutculer,Sütçüler,TR032009,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32010,32010,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32010,Sarkikaraagac,Şarkikaraağaç,TR032010,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32011,32011,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32011,Uluborlu,Uluborlu,TR032011,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32012,32012,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32012,Yalvac,Yalvaç,TR032012,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:32013,32013,1603:45:16:792:0,1603:45:16:792:1:32,1603:45:16:792:2:32013,Yenisarbademli,Yenişarbademli,TR032013,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33001,33001,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33001,Akdeniz,Akdeniz,TR033001,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33002,33002,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33002,Anamur,Anamur,TR033002,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33003,33003,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33003,Aydincik,Aydincik,TR033003,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33004,33004,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33004,Bozyazi,Bozyazi,TR033004,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33005,33005,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33005,Camliyayla,Çamliyayla,TR033005,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33006,33006,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33006,Erdemli,Erdemli,TR033006,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33007,33007,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33007,Gulnar,Gülnar,TR033007,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33008,33008,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33008,Mezitli,Mezitli,TR033008,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33009,33009,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33009,Mut,Mut,TR033009,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33010,33010,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33010,Silifke,Silifke,TR033010,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33011,33011,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33011,Tarsus,Tarsus,TR033011,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33012,33012,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33012,Toroslar,Toroslar,TR033012,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:33013,33013,1603:45:16:792:0,1603:45:16:792:1:33,1603:45:16:792:2:33013,Yenisehir,Yenişehir,TR033013,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34001,34001,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34001,Adalar,Adalar,TR034001,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34002,34002,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34002,Arnavutkoy,Arnavutköy,TR034002,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34003,34003,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34003,Atasehir,Ataşehir,TR034003,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34004,34004,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34004,Avcilar,Avcilar,TR034004,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34005,34005,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34005,Bagcilar,Bağcilar,TR034005,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34006,34006,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34006,Bahcelievler,Bahçelievler,TR034006,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34007,34007,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34007,Bakirkoy,Bakirköy,TR034007,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34008,34008,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34008,Basaksehir,Başakşehir,TR034008,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34009,34009,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34009,Bayrampasa,Bayrampaşa,TR034009,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34010,34010,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34010,Besiktas,Beşiktaş,TR034010,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34011,34011,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34011,Beykoz,Beykoz,TR034011,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34012,34012,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34012,Beylikduzu,Beylikdüzü,TR034012,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34013,34013,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34013,Beyoglu,Beyoğlu,TR034013,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34014,34014,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34014,Buyukcekmece,Büyükçekmece,TR034014,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34015,34015,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34015,Catalca,Çatalca,TR034015,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34016,34016,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34016,Cekmekoy,Çekmeköy,TR034016,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34017,34017,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34017,Esenler,Esenler,TR034017,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34018,34018,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34018,Esenyurt,Esenyurt,TR034018,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34019,34019,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34019,Eyupsultan,Eyüpsultan,TR034019,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34020,34020,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34020,Fatih,Fatih,TR034020,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34021,34021,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34021,Gaziosmanpasa,Gaziosmanpaşa,TR034021,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34022,34022,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34022,Gungoren,Güngören,TR034022,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34023,34023,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34023,Kadikoy,Kadiköy,TR034023,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34024,34024,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34024,Kagithane,Kağithane,TR034024,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34025,34025,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34025,Kartal,Kartal,TR034025,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34026,34026,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34026,Kucukcekmece,Küçükçekmece,TR034026,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34027,34027,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34027,Maltepe,Maltepe,TR034027,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34028,34028,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34028,Pendik,Pendik,TR034028,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34029,34029,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34029,Sancaktepe,Sancaktepe,TR034029,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34030,34030,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34030,Sariyer,Sariyer,TR034030,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34031,34031,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34031,Silivri,Silivri,TR034031,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34032,34032,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34032,Sultanbeyli,Sultanbeyli,TR034032,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34033,34033,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34033,Sultangazi,Sultangazi,TR034033,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34034,34034,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34034,Sile,Şile,TR034034,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34035,34035,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34035,Sisli,Şişli,TR034035,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34036,34036,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34036,Tuzla,Tuzla,TR034036,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34037,34037,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34037,Umraniye,Ümraniye,TR034037,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34038,34038,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34038,Uskudar,Üsküdar,TR034038,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:34039,34039,1603:45:16:792:0,1603:45:16:792:1:34,1603:45:16:792:2:34039,Zeytinburnu,Zeytinburnu,TR034039,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:35001,35001,1603:45:16:792:0,1603:45:16:792:1:35,1603:45:16:792:2:35001,Aliaga,Aliağa,TR035001,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:35002,35002,1603:45:16:792:0,1603:45:16:792:1:35,1603:45:16:792:2:35002,Balcova,Balçova,TR035002,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
