qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:254:1:1,1,1603:45:16:254:0,1603:45:16:254:1:1,Cayenne,GF1,Guyane,GF,2020-02-12,2020-02-12,
1603:45:16:254:1:2,2,1603:45:16:254:0,1603:45:16:254:1:2,Saint-Laurent-du-Maroni,GF2,Guyane,GF,2020-02-12,2020-02-12,
