qcc-Zxxx-r-sU2200-s1-snop	qcc-Zxxx-r-sU2200-s2-snop-pOBO-bfo171-ps1	qcc-Zxxx-r-sU2200-s3-snop-pOBO-bfo171-ps2	qcc-Zxxx-r-sU2200-s4-snop-pOBO-bfo171-ps3	por-Latn-r-pSKOS-pprefLabel-ps1	por-Latn-r-pSKOS-pprefLabel-ps2	por-Latn-r-pSKOS-pprefLabel-ps3	por-Latn-r-pSKOS-pprefLabel-ps4
1603:45:16:76:0	1603:45:16:76:1:31	1603:45:16:76:2:3106200	_	Brasil	Minas Gerais	Belo Horizonte	_
1603:45:16:24:0	1603:45:16:24:1:7	1603:45:16:24:2:7060	1603:45:16:24:3:7060201	Angola	Cuanza Sul	Sumbe (Ngangula)	Kikombo
