#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000	#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001	#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002	#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s1+rdf_s_u2200_s5003	#item+rem+i_por+is_latn+rdf_p_skos_preflabel_s5000	#item+rem+i_por+is_latn+rdf_p_skos_preflabel_s5001	#item+rem+i_por+is_latn+rdf_p_skos_preflabel_s5002	#item+rem+i_por+is_latn+rdf_p_skos_preflabel_s5003
1603:45:16:76:0	1603:45:16:76:1:31	1603:45:16:76:2:3106200		Brasil	Minas Gerais	Belo Horizonte	
1603:45:16:24:0	1603:45:16:24:1:7	1603:45:16:24:2:7060	1603:45:16:24:3:7060201	Angola	Cuanza Sul	Sumbe (Ngangula)	Kikombo
