#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:694:1:1,1,1603:45:16:694:0,1603:45:16:694:1:1,Eastern,SL01,Eastern,,,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:1:2,2,1603:45:16:694:0,1603:45:16:694:1:2,Northern,SL02,Northern,,,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:1:3,3,1603:45:16:694:0,1603:45:16:694:1:3,Southern,SL03,Southern,,,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:1:4,4,1603:45:16:694:0,1603:45:16:694:1:4,Western,SL04,Western,,,Sierra Leone,SL,2017-08-16,2022-01-04,
