#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:800:2:4126,4126,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4126,Mbarara,UG4126,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4127,4127,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4127,Mitooma,UG4127,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4128,4128,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4128,Ntoroko,UG4128,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4129,4129,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4129,Ntungamo,UG4129,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4130,4130,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4130,Rubanda,UG4130,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4131,4131,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4131,Rubirizi,UG4131,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4132,4132,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4132,Rukiga,UG4132,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4133,4133,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4133,Rukungiri,UG4133,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4134,4134,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4134,Rwampara,UG4134,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4135,4135,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4135,Sheema,UG4135,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
