#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_hun+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_hun+is_latn,#country+name+alt2+i_hun+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:348:0:348,348,1603:45:16:348:0,Magyarország,HU,,,,2022-03-09,2022-03-22,
