#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:524:1:1,1,1603:45:16:524:0,1603:45:16:524:1:1,Province 1,NP01,,,,Nepal,NP,2020-11-17,2020-11-17,
1603:45:16:524:1:2,2,1603:45:16:524:0,1603:45:16:524:1:2,Province 2,NP02,,,,Nepal,NP,2020-11-17,2020-11-17,
1603:45:16:524:1:3,3,1603:45:16:524:0,1603:45:16:524:1:3,Bagmati,NP03,,,,Nepal,NP,2020-11-17,2020-11-17,
1603:45:16:524:1:4,4,1603:45:16:524:0,1603:45:16:524:1:4,Gandaki,NP04,,,,Nepal,NP,2020-11-17,2020-11-17,
1603:45:16:524:1:5,5,1603:45:16:524:0,1603:45:16:524:1:5,Lumbini,NP05,,,,Nepal,NP,2020-11-17,2020-11-17,
1603:45:16:524:1:6,6,1603:45:16:524:0,1603:45:16:524:1:6,Karnali,NP06,,,,Nepal,NP,2020-11-17,2020-11-17,
1603:45:16:524:1:7,7,1603:45:16:524:0,1603:45:16:524:1:7,Sudurpaschim,NP07,,,,Nepal,NP,2020-11-17,2020-11-17,
