#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikip2479,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip110,#item+rem+i_qcc+is_zxxx+ix_wikip50,#item+rem+i_qcc+is_zxxx+ix_wikip856,#item+rem+i_qcc+is_zxxx+ix_wikip854
0~1,CC-PDDC,Q2521909,1827,Alessandro Sanquirico,,L'ultimo giorno di Pompei,https://en.wikipedia.org/wiki/File:Eruption_of_Vesuvius_from_Pacini%27s_opera_L%27ultimo_giorno_di_Pompei.jpg
