#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:854:3:550301,550301,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5503,1603:45:16:854:3:550301,Ambsouya,BF550301,,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550302,550302,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5503,1603:45:16:854:3:550302,Dapeolgo,BF550302,,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550303,550303,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5503,1603:45:16:854:3:550303,Loumbila,BF550303,,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550304,550304,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5503,1603:45:16:854:3:550304,Nagréongo,BF550304,Nagreongo,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550305,550305,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5503,1603:45:16:854:3:550305,Ourgou-Manéga,BF550305,Ourgou-Manega,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550306,550306,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5503,1603:45:16:854:3:550306,Ziniaré,BF550306,Ziniare,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550307,550307,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5503,1603:45:16:854:3:550307,Zitenga,BF550307,,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560101,560101,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5601,1603:45:16:854:3:560101,Déou,BF560101,Deou,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560102,560102,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5601,1603:45:16:854:3:560102,Gorom-Gorom,BF560102,,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560103,560103,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5601,1603:45:16:854:3:560103,Markoye,BF560103,,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560104,560104,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5601,1603:45:16:854:3:560104,Oursi,BF560104,,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560105,560105,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5601,1603:45:16:854:3:560105,Tin-Akoff,BF560105,,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560201,560201,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5602,1603:45:16:854:3:560201,Bani,BF560201,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560202,560202,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5602,1603:45:16:854:3:560202,Dori,BF560202,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560203,560203,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5602,1603:45:16:854:3:560203,Falagountou,BF560203,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560204,560204,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5602,1603:45:16:854:3:560204,Gorgadji,BF560204,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560205,560205,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5602,1603:45:16:854:3:560205,Sampelga,BF560205,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560206,560206,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5602,1603:45:16:854:3:560206,Seytenga,BF560206,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560301,560301,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5603,1603:45:16:854:3:560301,Arbinda,BF560301,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560302,560302,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5603,1603:45:16:854:3:560302,Baraboulé,BF560302,Baraboule,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560303,560303,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5603,1603:45:16:854:3:560303,Diguel,BF560303,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560304,560304,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5603,1603:45:16:854:3:560304,Djibo,BF560304,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560305,560305,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5603,1603:45:16:854:3:560305,Kelbo,BF560305,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560306,560306,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5603,1603:45:16:854:3:560306,Koutougou,BF560306,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560307,560307,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5603,1603:45:16:854:3:560307,Nassoumbou,BF560307,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560308,560308,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5603,1603:45:16:854:3:560308,Pobé-Mengao,BF560308,Pobe-Mengao,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560309,560309,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5603,1603:45:16:854:3:560309,Tongomayel,BF560309,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560401,560401,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5604,1603:45:16:854:3:560401,Boundoré,BF560401,Boundore,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560402,560402,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5604,1603:45:16:854:3:560402,Mansila,BF560402,,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560403,560403,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5604,1603:45:16:854:3:560403,Sebba,BF560403,,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560404,560404,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5604,1603:45:16:854:3:560404,Solhan,BF560404,,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560405,560405,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5604,1603:45:16:854:3:560405,Tankougounadié,BF560405,Tankougounadie,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:560406,560406,1603:45:16:854:0,1603:45:16:854:1:56,1603:45:16:854:2:5604,1603:45:16:854:3:560406,Titabè,BF560406,Titabe,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570101,570101,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5701,1603:45:16:854:3:570101,Gbondjigui,BF570101,,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570102,570102,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5701,1603:45:16:854:3:570102,Diébougou,BF570102,Diebougou,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570103,570103,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5701,1603:45:16:854:3:570103,Dolo,BF570103,,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570104,570104,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5701,1603:45:16:854:3:570104,Iôlôniôrô,BF570104,Iolonioro,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570105,570105,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5701,1603:45:16:854:3:570105,Tiankoura,BF570105,,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570201,570201,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5702,1603:45:16:854:3:570201,Dano,BF570201,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570202,570202,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5702,1603:45:16:854:3:570202,Dissihn,BF570202,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570203,570203,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5702,1603:45:16:854:3:570203,Guéguéré,BF570203,Gueguere,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570204,570204,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5702,1603:45:16:854:3:570204,Koper,BF570204,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570205,570205,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5702,1603:45:16:854:3:570205,Niégo,BF570205,Niego,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570206,570206,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5702,1603:45:16:854:3:570206,Oronkua,BF570206,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570207,570207,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5702,1603:45:16:854:3:570207,Ouéssa,BF570207,Ouessa,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570208,570208,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5702,1603:45:16:854:3:570208,Zambo,BF570208,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570301,570301,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5703,1603:45:16:854:3:570301,Batié,BF570301,Batie,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570302,570302,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5703,1603:45:16:854:3:570302,Boussou-Koula,BF570302,,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570303,570303,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5703,1603:45:16:854:3:570303,Kpuéré,BF570303,Kpuere,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570304,570304,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5703,1603:45:16:854:3:570304,Legmoin,BF570304,,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570305,570305,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5703,1603:45:16:854:3:570305,Midebdo,BF570305,,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570401,570401,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570401,Bouroum-Bouroum,BF570401,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570402,570402,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570402,Bousséra,BF570402,Boussera,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570403,570403,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570403,Djigouè,BF570403,Djigoue,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570404,570404,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570404,Gaoua,BF570404,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570405,570405,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570405,Gbomblora,BF570405,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570406,570406,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570406,Kampti,BF570406,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570407,570407,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570407,Loropéni,BF570407,Loropeni,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570408,570408,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570408,Malba,BF570408,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570409,570409,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570409,Nako,BF570409,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:570410,570410,1603:45:16:854:0,1603:45:16:854:1:57,1603:45:16:854:2:5704,1603:45:16:854:3:570410,Périgban,BF570410,Perigban,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
