#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_eng+is_latn,#country+name+i_kat+is_geor,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_kat+is_geor,#country+name+alt2+i_kat+is_geor,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:268:0:268,268,1603:45:16:268:0,Georgia,საქართველო,GE,,,,,,2019-08-28,2020-05-20,
