#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:288:2:228,228,Kumasi Metropolitan,GH0228,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:229,229,Kwabre East,GH0229,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:230,230,Kwadaso Municipal,GH0230,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:231,231,Mampong Municipal,GH0231,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:232,232,Obuasi East,GH0232,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:233,233,Obuasi Municipal,GH0233,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:234,234,Offinso Municipal,GH0234,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:235,235,Offinso North,GH0235,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:236,236,Oforikrom Municipal,GH0236,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:237,237,Old Tafo Municipal,GH0237,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:238,238,Sekyere Afram Plains North,GH0238,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:239,239,Sekyere Central,GH0239,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:240,240,Sekyere East,GH0240,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:241,241,Sekyere Kumawu,GH0241,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:242,242,Sekyere South,GH0242,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:243,243,Suame Municipal,GH0243,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:301,301,Banda,GH0301,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:302,302,Berekum East Municipal,GH0302,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:303,303,Berekum West,GH0303,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:304,304,Dormaa East,GH0304,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:305,305,Dormaa Municipal,GH0305,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:306,306,Dormaa West,GH0306,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:307,307,Jaman North,GH0307,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:308,308,Jaman South Municipal,GH0308,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:309,309,Sunyani Municipal,GH0309,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:310,310,Sunyani West,GH0310,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:311,311,Tain,GH0311,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:312,312,Wenchi Municipal,GH0312,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:401,401,Atebubu Amantin,GH0401,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:402,402,Kintampo North Municipal,GH0402,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:403,403,Kintampo South,GH0403,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:404,404,Nkoranza North,GH0404,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:405,405,Nkoranza South,GH0405,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:406,406,Pru East,GH0406,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:407,407,Pru West,GH0407,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:408,408,Sene East,GH0408,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:409,409,Sene West,GH0409,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:410,410,Techiman Municipal,GH0410,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:411,411,Techiman North,GH0411,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:501,501,Abura-Asebu-Kwamankese,GH0501,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:502,502,Agona East,GH0502,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:503,503,Agona West Municipal,GH0503,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:504,504,Ajumako-Enyan-Essiam,GH0504,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:505,505,Asikuma-Odoben-Brakwa,GH0505,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:506,506,Assin Fosu,GH0506,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:507,507,Assin North,GH0507,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:508,508,Assin South,GH0508,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:509,509,Awutu Senya,GH0509,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:510,510,Awutu Senya East,GH0510,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:511,511,Cape Coast Metropolitan,GH0511,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:512,512,Effutu Municipal,GH0512,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:513,513,Ekumfi,GH0513,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:514,514,Gomoa Central,GH0514,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:515,515,Gomoa East,GH0515,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:516,516,Gomoa West,GH0516,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:517,517,Komenda-Edina-Eguafo-Abirem Municipal,GH0517,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:518,518,Mfantseman Municipal,GH0518,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:519,519,Twifo Atti-Morkwa,GH0519,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:520,520,Twifo Hemang Lower Denkyira,GH0520,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:521,521,Upper Denkyira East Municipal,GH0521,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:522,522,Upper Denkyira West,GH0522,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:601,601,Abuakwa North,GH0601,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:602,602,Abuakwa South,GH0602,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:603,603,Achiase,GH0603,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:604,604,Akwapem North,GH0604,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:605,605,Akwapem South,GH0605,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:606,606,Akyem Mansa,GH0606,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:607,607,Asene Akroso Manso,GH0607,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:608,608,Asuogyaman,GH0608,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:609,609,Atiwa East,GH0609,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:610,610,Atiwa West,GH0610,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:611,611,Ayensuano,GH0611,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:612,612,Birim Central Municipal,GH0612,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:613,613,Birim North,GH0613,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:614,614,Birim South,GH0614,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:615,615,Denkyembour,GH0615,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:616,616,Fanteakwa North,GH0616,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:617,617,Fanteakwa South,GH0617,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:618,618,Kwaebibirem,GH0618,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:619,619,Kwahu Afram Plains North,GH0619,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:620,620,Kwahu Afram Plains South,GH0620,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:621,621,Kwahu East,GH0621,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:622,622,Kwahu South,GH0622,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:623,623,Kwahu West,GH0623,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:624,624,Lower Manya,GH0624,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:625,625,New Juaben North Municipal,GH0625,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:626,626,New Juaben South Municipal,GH0626,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:627,627,Nsawam Adoagyiri,GH0627,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:628,628,Okere,GH0628,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:629,629,Suhum Municipal,GH0629,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:630,630,Upper Manya,GH0630,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:631,631,Upper West Akim,GH0631,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:632,632,West Akim,GH0632,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:633,633,Yilo Krobo,GH0633,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:701,701,Ablekuma Central Municipal,GH0701,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:702,702,Ablekuma North Municipal,GH0702,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:703,703,Ablekuma West Municipal,GH0703,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:704,704,Accra Metropolis,GH0704,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:705,705,Ada East,GH0705,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:706,706,Ada West,GH0706,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:707,707,Adenta Municipal,GH0707,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:708,708,Ashaiman Municipal,GH0708,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:709,709,Ayawaso Central Municipal,GH0709,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:710,710,Ayawaso East Municipal,GH0710,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:711,711,Ayawaso North Municipal,GH0711,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:712,712,Ayawaso West,GH0712,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:713,713,Ga Central Municipal,GH0713,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:714,714,Ga East,GH0714,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:715,715,Ga North Municipal,GH0715,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:716,716,Ga South Municipal,GH0716,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:717,717,Ga West Municipal,GH0717,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:718,718,Korle Klottey Municipal,GH0718,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:719,719,Kpone Katamanso,GH0719,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:720,720,Krowor Municipal,GH0720,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:721,721,La Dade-Kotopon,GH0721,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:722,722,La-Nkwantanang-Madina,GH0722,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:723,723,Ledzokuku Municipal,GH0723,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:724,724,Ningo/Prampram,GH0724,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:725,725,Okaikwei North Municipal,GH0725,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:726,726,Shai Osudoku,GH0726,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:727,727,Tema Metropolitan,GH0727,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:728,728,Tema West Municipal,GH0728,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:729,729,Weija Gbawe Municipal,GH0729,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:801,801,Gushegu,GH0801,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:802,802,Karaga,GH0802,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:803,803,Kpandai,GH0803,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:804,804,Kumbungu,GH0804,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:805,805,Mion,GH0805,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:806,806,Nanton,GH0806,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:807,807,Nanumba North,GH0807,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:808,808,Nanumba South,GH0808,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:809,809,Saboba,GH0809,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:810,810,Sagnerigu,GH0810,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:811,811,Savelugu,GH0811,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:812,812,Tamale Metropolitan,GH0812,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:813,813,Tatale Sanguli,GH0813,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:814,814,Tolon,GH0814,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:815,815,Yendi Municipal,GH0815,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:816,816,Zabzugu,GH0816,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:901,901,Bunkpurugu Nakpanduri,GH0901,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:902,902,Chereponi,GH0902,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:903,903,East Mamprusi,GH0903,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:904,904,Mamprugu Moagduri,GH0904,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:905,905,West Mamprusi Municipal,GH0905,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:906,906,Yunyoo-Nasuan,GH0906,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1001,1001,Biakoye,GH1001,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1002,1002,Jasikan,GH1002,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1003,1003,Kadjebi,GH1003,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1004,1004,Krachi East Municipal,GH1004,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1005,1005,Krachi Nchumuru,GH1005,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1006,1006,Krachi West,GH1006,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1007,1007,Nkwanta North,GH1007,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1008,1008,Nkwanta South Municipal,GH1008,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1101,1101,Bole,GH1101,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1102,1102,Central Gonja,GH1102,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1103,1103,East Gonja Municipal,GH1103,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1104,1104,North East Gonja,GH1104,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1105,1105,North Gonja,GH1105,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1106,1106,Sawla-Tuna-Kalba,GH1106,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1107,1107,West Gonja,GH1107,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1201,1201,Bawku Municipal,GH1201,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1202,1202,Bawku West,GH1202,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1203,1203,Binduri,GH1203,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1204,1204,Bolga  East,GH1204,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1205,1205,Bolgatanga Municipal,GH1205,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1206,1206,Bongo,GH1206,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1207,1207,Builsa North,GH1207,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1208,1208,Builsa South,GH1208,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1209,1209,Garu,GH1209,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1210,1210,Kasena Nankana East,GH1210,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1211,1211,Kasena Nankana West,GH1211,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1212,1212,Nabdam,GH1212,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1213,1213,Pusiga,GH1213,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1214,1214,Talensi,GH1214,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1215,1215,Tempane,GH1215,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
1603:45:16:288:2:1301,1301,Daffiama Bussie Issa,GH1301,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
