#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip1476,#item+rem+i_qcc+is_zxxx+ix_wikip9119
1812241,Q1812241,"Lei nº 2040, de 28 de setembro de 1871",urn:lex:br:federal:lei:1871-09-28;2040
3258180,Q3258180,"Lei nº 581, de 4 de setembro de 1850",urn:lex:br:federal:lei:1850-09-04;581
6519020,Q6519020,"Lei nº 11340, de 7 de agosto de 2006",urn:lex:br:federal:lei:2006-08-07;11340
6757502,Q6757502,"Marco Civil da Internet|Lei nº 12965, de 23 de abril de 2014",urn:lex:br:federal:lei:2014-04-23;12965
7161826,Q7161826,"Lei nº 9615, de 24 de março de 1998",urn:lex:br:federal:lei:1998-03-24;9615
7370735,Q7370735,"Lei nº 8313, de 23 de dezembro de 1991",urn:lex:br:federal:lei:1991-12-23;8313
10261510,Q10261510,"Lei nº 8072, de 25 de julho de 1990",urn:lex:br:federal:lei:1990-07-25;8072
10263220,Q10263220,"Decreto-Lei nº 2848, de 7 de dezembro de 1940",urn:lex:br:federal:decreto.lei:1940-12-07;2848
10263235,Q10263235,"Decreto-Lei nº 227, de 28 de fevereiro de 1967",urn:lex:br:federal:decreto.lei:1967-02-28;227
10263244,Q10263244,"Decreto-Lei nº 7841, de 8 de agosto de 1945",urn:lex:br:federal:decreto.lei:1945-08-08;7841
10264680,Q10264680,"Decreto-Lei nº 477, de 26 de fevereiro de 1969",urn:lex:br:federal:decreto.lei:1969-02-26;477
10316931,Q10316931,"Lei nº 11343, de 23 de agosto de 2006",urn:lex:br:federal:lei:2006-08-23;11343
10316932,Q10316932,"Lei nº 12015, de 7 de agosto de 2009",urn:lex:br:federal:lei:2009-08-07;12015
10316937,Q10316937,"Lei nº 1390, de 3 de julho de 1951",urn:lex:br:federal:lei:1951-07-03;1390
10316938,Q10316938,"Lei nº 10264, de 16 de julho de 2001",urn:lex:br:federal:lei:2001-07-16;10264
10316941,Q10316941,"Lei nº 12737, de 30 de novembro de 2012",urn:lex:br:federal:lei:2012-11-30;12737
10316942,Q10316942,"Lei nº 6339, de 1 de julho de 1976",urn:lex:br:federal:lei:1976-07-01;6339
10316944,Q10316944,"Lei nº 6454, de 24 de outubro de 1977",urn:lex:br:federal:lei:1977-10-24;6454
10316962,Q10316962,"Lei nº 6683, de 28 de agosto de 1979",urn:lex:br:federal:lei:1979-08-28;6683
10316983,Q10316983,"Lei nº 10973, de 2 de dezembro de 2004",urn:lex:br:federal:lei:2004-12-02;10973
10316997,Q10316997,"Decreto-Lei nº 4657, de 4 de setembro de 1942",urn:lex:br:federal:decreto.lei:1942-09-04;4657
10316998,Q10316998,"Lei nº 10097, de 19 de dezembro de 2000",urn:lex:br:federal:lei:2000-12-19;10097
10316999,Q10316999,"Lei nº 8685, de 20 de julho de 1993",urn:lex:br:federal:lei:1993-07-20;8685
10317004,Q10317004,"Lei nº 1860, de 4 de janeiro de 1908",urn:lex:br:federal:lei:1908-01-04;1860
10317019,Q10317019,"Lei nº 10216, de 6 de abril de 2001",urn:lex:br:federal:lei:2001-04-06;10216
10317079,Q10317079,"Lei nº 9605, de 12 de fevereiro de 1998",urn:lex:br:federal:lei:1998-02-12;9605
10351061,Q10351061,"Lei nº 7232, de 29 de outubro de 1984",urn:lex:br:federal:lei:1984-10-29;7232
10354441,Q10354441,"Decreto-Lei nº 9215, de 30 de abril de 1946",urn:lex:br:federal:decreto.lei:1946-04-30;9215
10358116,Q10358116,"Lei nº 11672, de 8 de maio de 2008",urn:lex:br:federal:lei:2008-05-08;11672
10358563,Q10358563,"Lei nº 8112, de 11 de dezembro de 1990",urn:lex:br:federal:lei:1990-12-11;8112
18470514,Q18470514,"Lei nº 6015, de 31 de dezembro de 1973",urn:lex:br:federal:lei:1973-12-31;6015
18470527,Q18470527,"Lei nº 12527, de 18 de novembro de 2011",urn:lex:br:federal:lei:2011-11-18;12527
19535410,Q19535410,"Decreto-Lei nº 292, de 23 de fevereiro de 1938",urn:lex:br:federal:decreto.lei:1938-02-23;292
19535777,Q19535777,"Decreto-Lei nº 383, de 18 de abril de 1938",urn:lex:br:federal:decreto.lei:1938-04-18;383
20059969,Q20059969,"Lei nº 12846, de 1 de agosto de 2013",urn:lex:br:federal:lei:2013-08-01;12846
20059972,Q20059972,"Lei nº 8212, de 24 de julho de 1991",urn:lex:br:federal:lei:1991-07-24;8212
25419042,Q25419042,"Lei nº 5700, de 1 de setembro de 1971",urn:lex:br:federal:lei:1971-09-01;5700
25422268,Q25422268,"Lei nº 10994, de 14 de dezembro de 2004",urn:lex:br:federal:lei:2004-12-14;10994
25442498,Q25442498,"Lei nº 13146, de 6 de julho de 2015",urn:lex:br:federal:lei:2015-07-06;13146
25443866,Q25443866,"Lei nº 13254, de 13 de janeiro de 2016",urn:lex:br:federal:lei:2016-01-13;13254
27246434,Q27246434,"Lei nº 11182, de 27 de setembro de 2005",urn:lex:br:federal:lei:2005-09-27;11182
28677133,Q28677133,"Lei nº 6321, de 14 de abril de 1976",urn:lex:br:federal:lei:1976-04-14;6321
28678182,Q28678182,"Decreto-Lei nº 25, de 30 de novembro de 1937",urn:lex:br:federal:decreto.lei:1937-11-30;25
28678760,Q28678760,"Lei nº 13260, de 16 de março de 2016",urn:lex:br:federal:lei:2016-03-16;13260
28681032,Q28681032,"Lei nº 7170, de 14 de dezembro de 1983",urn:lex:br:federal:lei:1983-12-14;7170
30930314,Q30930314,"Lei nº 12850, de 2 de agosto de 2013",urn:lex:br:federal:lei:2013-08-02;12850
30930355,Q30930355,"Lei nº 13325, de 29 de julho de 2016",urn:lex:br:federal:lei:2016-07-29;13325
30931543,Q30931543,"Lei nº 10639, de 9 de janeiro de 2003",urn:lex:br:federal:lei:2003-01-09;10639
30933120,Q30933120,"Lei nº 8394, de 30 de dezembro de 1991",urn:lex:br:federal:lei:1991-12-30;8394
43379222,Q43379222,"Lei nº 13429, de 31 de março de 2017",urn:lex:br:federal:lei:2017-03-31;13429
48868026,Q48868026,"Lei nº 9140, de 4 de dezembro de 1995",urn:lex:br:federal:lei:1995-12-04;9140
51882488,Q51882488,"Decreto-Lei nº 3199, de 14 de abril de 1941",urn:lex:br:federal:decreto.lei:1941-04-14;3199
55663950,Q55663950,"Lei nº 3071, de 1 de janeiro de 1916",urn:lex:br:federal:lei:1916-01-01;3071
55664816,Q55664816,"Lei nº 10406, de 10 de janeiro de 2002",urn:lex:br:federal:lei:2002-01-10;10406
56355493,Q56355493,"Lei nº 13709, de 14 de agosto de 2018",urn:lex:br:federal:lei:2018-08-14;13709
62007605,Q62007605,"Lei nº 12334, de 20 de setembro de 2010",urn:lex:br:federal:lei:2010-09-20;12334
65174404,Q65174404,"Lei nº 2973, de 26 de novembro de 1956",urn:lex:br:federal:lei:1956-11-26;2973
100304030,Q100304030,"Lei nº 14017, de 29 de junho de 2020",urn:lex:br:federal:lei:2020-06-29;14017
