#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:450:4:21225210002,21225210002,Soanataondray,MG21225210002,,,,Iavonomby Vohibola,MG21225210,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:21225210003,21225210003,Ambalalamay,MG21225210003,,,,Iavonomby Vohibola,MG21225210,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:21225210004,21225210004,Lovasoanirina,MG21225210004,,,,Iavonomby Vohibola,MG21225210,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:21225210005,21225210005,Fivoarana,MG21225210005,,,,Iavonomby Vohibola,MG21225210,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:21225210006,21225210006,Nohasoavimbahoaka,MG21225210006,,,,Iavonomby Vohibola,MG21225210,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:21225210007,21225210007,Behena,MG21225210007,,,,Iavonomby Vohibola,MG21225210,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010001,22202010001,Ambatofinandrahana,MG22202010001,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010002,22202010002,Antsangindrano,MG22202010002,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010003,22202010003,Sahavatoana,MG22202010003,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010004,22202010004,Andraikita,MG22202010004,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010005,22202010005,Antsahavory,MG22202010005,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010006,22202010006,Vinany,MG22202010006,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010007,22202010007,Ambatomenaloha,MG22202010007,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010008,22202010008,Tetikanana,MG22202010008,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010009,22202010009,Ambolomborona,MG22202010009,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010010,22202010010,Sambalahy,MG22202010010,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010011,22202010011,Matahimasina,MG22202010011,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010012,22202010012,Anavozo,MG22202010012,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010013,22202010013,Mahavanona,MG22202010013,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010014,22202010014,Ivary,MG22202010014,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010015,22202010015,Andrahalana,MG22202010015,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010016,22202010016,Saririaka,MG22202010016,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010017,22202010017,Ambohimanandriana,MG22202010017,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010018,22202010018,Ambohitsaony,MG22202010018,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010019,22202010019,Ambatoharanana,MG22202010019,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010020,22202010020,Tolohomanga,MG22202010020,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202010021,22202010021,Bedihy,MG22202010021,,,,Ambatofinandrahana,MG22202010,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202030001,22202030001,Itremo,MG22202030001,,,,Itremo,MG22202030,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202030002,22202030002,Ambalahady,MG22202030002,,,,Itremo,MG22202030,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202030003,22202030003,Andranovory,MG22202030003,,,,Itremo,MG22202030,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202030004,22202030004,Ifasina,MG22202030004,,,,Itremo,MG22202030,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202030005,22202030005,Ambondrona Est,MG22202030005,,,,Itremo,MG22202030,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202030006,22202030006,Ambalamarina,MG22202030006,,,,Itremo,MG22202030,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202030007,22202030007,Tsimanariloka,MG22202030007,,,,Itremo,MG22202030,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202050001,22202050001,Fenoarivo,MG22202050001,,,,Fenoarivo,MG22202050,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202050002,22202050002,Ambalamahatsara,MG22202050002,,,,Fenoarivo,MG22202050,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202050003,22202050003,Ianakona,MG22202050003,,,,Fenoarivo,MG22202050,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202050004,22202050004,Tsinjavina,MG22202050004,,,,Fenoarivo,MG22202050,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202050005,22202050005,Tsimamaliavona,MG22202050005,,,,Fenoarivo,MG22202050,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202050006,22202050006,Nierana Vohidahy,MG22202050006,,,,Fenoarivo,MG22202050,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202050007,22202050007,Antsahamiady,MG22202050007,,,,Fenoarivo,MG22202050,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202050008,22202050008,Ambohimanana,MG22202050008,,,,Fenoarivo,MG22202050,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202050009,22202050009,Ambaro,MG22202050009,,,,Fenoarivo,MG22202050,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070001,22202070001,Soavina,MG22202070001,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070002,22202070002,Ilovoka,MG22202070002,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070003,22202070003,Ikatelo,MG22202070003,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070004,22202070004,Fitamantsina,MG22202070004,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070005,22202070005,Ambalakinana,MG22202070005,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070006,22202070006,Miadakofeno,MG22202070006,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070007,22202070007,Ambinda,MG22202070007,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070008,22202070008,Namoniana,MG22202070008,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070009,22202070009,Malaindromisotra,MG22202070009,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070010,22202070010,Soanafindra,MG22202070010,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070011,22202070011,Lovasoa Tsihadino,MG22202070011,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070012,22202070012,Andranomalaza,MG22202070012,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070013,22202070013,Tsaramandroso,MG22202070013,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070014,22202070014,Voenana,MG22202070014,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070015,22202070015,Tanamahalana,MG22202070015,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070016,22202070016,Vatotokana,MG22202070016,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202070017,22202070017,Itaty,MG22202070017,,,,Soavina,MG22202070,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202090001,22202090001,Ambondromisotra,MG22202090001,,,,Ambondromisotra,MG22202090,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202090002,22202090002,Mahazina,MG22202090002,,,,Ambondromisotra,MG22202090,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202090003,22202090003,Tomboarivo,MG22202090003,,,,Ambondromisotra,MG22202090,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202090004,22202090004,Ambohimandroso I,MG22202090004,,,,Ambondromisotra,MG22202090,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202090005,22202090005,Andranovory,MG22202090005,,,,Ambondromisotra,MG22202090,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202110001,22202110001,Ambatomifanongoa,MG22202110001,,,,Ambatomifanongoa,MG22202110,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202110002,22202110002,Mahazoarivo,MG22202110002,,,,Ambatomifanongoa,MG22202110,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202110003,22202110003,Ambohipaly,MG22202110003,,,,Ambatomifanongoa,MG22202110,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202110004,22202110004,Mananjara,MG22202110004,,,,Ambatomifanongoa,MG22202110,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202110005,22202110005,Marovato,MG22202110005,,,,Ambatomifanongoa,MG22202110,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202110006,22202110006,Iatara,MG22202110006,,,,Ambatomifanongoa,MG22202110,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202110007,22202110007,Antsoamaina,MG22202110007,,,,Ambatomifanongoa,MG22202110,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202110008,22202110008,Ambalamarina,MG22202110008,,,,Ambatomifanongoa,MG22202110,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130001,22202130001,Amborompotsy,MG22202130001,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130002,22202130002,Manavotra,MG22202130002,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130003,22202130003,Belitsaka,MG22202130003,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130004,22202130004,Ambalavato Andrefana,MG22202130004,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130005,22202130005,Ambalamontana,MG22202130005,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130006,22202130006,Soanafindra,MG22202130006,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130007,22202130007,Mahaimandry,MG22202130007,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130008,22202130008,Antanambao,MG22202130008,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130009,22202130009,Ambalakinana Andrefana,MG22202130009,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202130010,22202130010,Ambarivondrona,MG22202130010,,,,Amborompotsy,MG22202130,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202150001,22202150001,Mandrosonoro,MG22202150001,,,,Mandrosonoro,MG22202150,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202150002,22202150002,Janjina,MG22202150002,,,,Mandrosonoro,MG22202150,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202150003,22202150003,Ankerambe,MG22202150003,,,,Mandrosonoro,MG22202150,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202150004,22202150004,Belavenona,MG22202150004,,,,Mandrosonoro,MG22202150,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202150005,22202150005,Manamy,MG22202150005,,,,Mandrosonoro,MG22202150,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202150006,22202150006,Ambararatasarotra,MG22202150006,,,,Mandrosonoro,MG22202150,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202150007,22202150007,Mandabe Manatsahala,MG22202150007,,,,Mandrosonoro,MG22202150,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202170001,22202170001,Mangataboahangy,MG22202170001,,,,Mangataboahangy,MG22202170,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202170002,22202170002,Antokolava,MG22202170002,,,,Mangataboahangy,MG22202170,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202170003,22202170003,Vohimena,MG22202170003,,,,Mangataboahangy,MG22202170,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202170004,22202170004,Ambalahady,MG22202170004,,,,Mangataboahangy,MG22202170,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202170005,22202170005,Modia,MG22202170005,,,,Mangataboahangy,MG22202170,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22202170006,22202170006,Maharivo,MG22202170006,,,,Mangataboahangy,MG22202170,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010001,22203010001,Atsinananivinany (est Vinany),MG22203010001,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010002,22203010002,Vatovory,MG22203010002,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010003,22203010003,Ambohibary,MG22203010003,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010004,22203010004,Ilanitra,MG22203010004,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010005,22203010005,Iajaky,MG22203010005,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010006,22203010006,Morafeno,MG22203010006,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010007,22203010007,Ampany,MG22203010007,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010008,22203010008,Ampivarotanomby,MG22203010008,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010009,22203010009,Ampitahana,MG22203010009,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010010,22203010010,Tanamahalana,MG22203010010,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010011,22203010011,Manolotrony,MG22203010011,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010012,22203010012,Andrefantsena,MG22203010012,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010013,22203010013,Ampihadiamby,MG22203010013,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010014,22203010014,Antoetra,MG22203010014,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010015,22203010015,Vohidahy Tsileondrano,MG22203010015,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010016,22203010016,Alakamisy Ambohimiadana,MG22203010016,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010017,22203010017,Ankorombe,MG22203010017,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010018,22203010018,Volafotsy,MG22203010018,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010019,22203010019,Ambohipierenana,MG22203010019,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010020,22203010020,Ambalamahasoa,MG22203010020,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010021,22203010021,Amongy,MG22203010021,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010022,22203010022,Idiana,MG22203010022,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203010023,22203010023,Tanetibe,MG22203010023,,,,Ambositra I,MG22203010,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203030001,22203030001,Vatambe,MG22203030001,,,,Ambositra II,MG22203030,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203030002,22203030002,Anjoma Masapoana,MG22203030002,,,,Ambositra II,MG22203030,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203030003,22203030003,Vinaninoro,MG22203030003,,,,Ambositra II,MG22203030,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203030004,22203030004,Manisa,MG22203030004,,,,Ambositra II,MG22203030,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203030005,22203030005,Vohimalaza,MG22203030005,,,,Ambositra II,MG22203030,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203030006,22203030006,Ampila,MG22203030006,,,,Ambositra II,MG22203030,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:22203030007,22203030007,Andriambelonomby,MG22203030007,,,,Ambositra II,MG22203030,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
