#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:430:2:604,604,1603:45:16:430:0,1603:45:16:430:1:6,1603:45:16:430:2:604,Gboe-Ploe,LR0604,,,,Grand Gedeh,LR06,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:605,605,1603:45:16:430:0,1603:45:16:430:1:6,1603:45:16:430:2:605,Glio-Twarbo,LR0605,,,,Grand Gedeh,LR06,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:606,606,1603:45:16:430:0,1603:45:16:430:1:6,1603:45:16:430:2:606,Konobo,LR0606,,,,Grand Gedeh,LR06,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:607,607,1603:45:16:430:0,1603:45:16:430:1:6,1603:45:16:430:2:607,Putu,LR0607,,,,Grand Gedeh,LR06,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:608,608,1603:45:16:430:0,1603:45:16:430:1:6,1603:45:16:430:2:608,Tchien,LR0608,,,,Grand Gedeh,LR06,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:701,701,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:701,Barclayville,LR0701,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:702,702,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:702,Bleebo,LR0702,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:703,703,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:703,Bolloh,LR0703,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:704,704,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:704,Buah,LR0704,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:705,705,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:705,Dorbor,LR0705,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:706,706,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:706,Dweh,LR0706,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:707,707,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:707,Felo-Jekwi,LR0707,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:708,708,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:708,Fenetoe,LR0708,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:709,709,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:709,Forpoh,LR0709,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:710,710,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:710,Garraway,LR0710,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:711,711,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:711,Gee,LR0711,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:712,712,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:712,Grand Cess Wedabo,LR0712,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:713,713,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:713,Kpi,LR0713,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:714,714,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:714,Lower Jloh,LR0714,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:715,715,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:715,Nrokwia-Wesldow,LR0715,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:716,716,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:716,Trenbo,LR0716,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:717,717,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:717,Upper Jloh,LR0717,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:718,718,1603:45:16:430:0,1603:45:16:430:1:7,1603:45:16:430:2:718,Wlogba,LR0718,,,,Grand Kru,LR07,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:801,801,1603:45:16:430:0,1603:45:16:430:1:8,1603:45:16:430:2:801,Foya,LR0801,,,,Lofa,LR08,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:802,802,1603:45:16:430:0,1603:45:16:430:1:8,1603:45:16:430:2:802,Kolahun,LR0802,,,,Lofa,LR08,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:803,803,1603:45:16:430:0,1603:45:16:430:1:8,1603:45:16:430:2:803,Quardu Boundi,LR0803,,,,Lofa,LR08,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:804,804,1603:45:16:430:0,1603:45:16:430:1:8,1603:45:16:430:2:804,Salayea,LR0804,,,,Lofa,LR08,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:805,805,1603:45:16:430:0,1603:45:16:430:1:8,1603:45:16:430:2:805,Vahun,LR0805,,,,Lofa,LR08,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:806,806,1603:45:16:430:0,1603:45:16:430:1:8,1603:45:16:430:2:806,Voinjama,LR0806,,,,Lofa,LR08,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:807,807,1603:45:16:430:0,1603:45:16:430:1:8,1603:45:16:430:2:807,Zorzor,LR0807,,,,Lofa,LR08,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:901,901,1603:45:16:430:0,1603:45:16:430:1:9,1603:45:16:430:2:901,Firestone,LR0901,,,,Margibi,LR09,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:902,902,1603:45:16:430:0,1603:45:16:430:1:9,1603:45:16:430:2:902,Gibi,LR0902,,,,Margibi,LR09,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:903,903,1603:45:16:430:0,1603:45:16:430:1:9,1603:45:16:430:2:903,Kakata,LR0903,,,,Margibi,LR09,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:904,904,1603:45:16:430:0,1603:45:16:430:1:9,1603:45:16:430:2:904,Mambah Kaba,LR0904,,,,Margibi,LR09,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1001,1001,1603:45:16:430:0,1603:45:16:430:1:10,1603:45:16:430:2:1001,Gwelekpoken,LR1001,,,,Maryland,LR10,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1002,1002,1603:45:16:430:0,1603:45:16:430:1:10,1603:45:16:430:2:1002,Harper,LR1002,,,,Maryland,LR10,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1003,1003,1603:45:16:430:0,1603:45:16:430:1:10,1603:45:16:430:2:1003,Karluway #1,LR1003,,,,Maryland,LR10,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1004,1004,1603:45:16:430:0,1603:45:16:430:1:10,1603:45:16:430:2:1004,Karluway #2,LR1004,,,,Maryland,LR10,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1005,1005,1603:45:16:430:0,1603:45:16:430:1:10,1603:45:16:430:2:1005,Nyorken,LR1005,,,,Maryland,LR10,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1006,1006,1603:45:16:430:0,1603:45:16:430:1:10,1603:45:16:430:2:1006,Pleebo/Sodoken,LR1006,,,,Maryland,LR10,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1007,1007,1603:45:16:430:0,1603:45:16:430:1:10,1603:45:16:430:2:1007,Whojah,LR1007,,,,Maryland,LR10,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1101,1101,1603:45:16:430:0,1603:45:16:430:1:11,1603:45:16:430:2:1101,Careysburg,LR1101,,,,Montserrado,LR11,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1102,1102,1603:45:16:430:0,1603:45:16:430:1:11,1603:45:16:430:2:1102,Commonwealth 1,LR1102,,,,Montserrado,LR11,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1103,1103,1603:45:16:430:0,1603:45:16:430:1:11,1603:45:16:430:2:1103,Greater Monrovia,LR1103,,,,Montserrado,LR11,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1104,1104,1603:45:16:430:0,1603:45:16:430:1:11,1603:45:16:430:2:1104,St. Paul River,LR1104,,,,Montserrado,LR11,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1105,1105,1603:45:16:430:0,1603:45:16:430:1:11,1603:45:16:430:2:1105,Todee,LR1105,,,,Montserrado,LR11,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1201,1201,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1201,Boe & Quilla,LR1201,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1202,1202,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1202,Buu-Yao,LR1202,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1203,1203,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1203,Doe,LR1203,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1204,1204,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1204,Garr-Bain,LR1204,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1205,1205,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1205,Gbehlay-Geh,LR1205,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1206,1206,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1206,Gbi & Doru,LR1206,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1207,1207,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1207,Gbor,LR1207,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1208,1208,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1208,Kparblee,LR1208,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1209,1209,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1209,Leewehpea-Mahn,LR1209,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1210,1210,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1210,Meinpea-Mahn,LR1210,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1211,1211,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1211,Sanniquellie Mahn,LR1211,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1212,1212,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1212,Twan River,LR1212,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1213,1213,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1213,Wee-Gbehyi-Mahn,LR1213,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1214,1214,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1214,Yarmein,LR1214,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1215,1215,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1215,Yarpea Mahn,LR1215,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1216,1216,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1216,Yarwein Mehnsonnoh,LR1216,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1217,1217,1603:45:16:430:0,1603:45:16:430:1:12,1603:45:16:430:2:1217,Zoe-Gbao,LR1217,,,,Nimba,LR12,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1301,1301,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1301,Chedepo,LR1301,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1302,1302,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1302,Gbeapo,LR1302,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1303,1303,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1303,Glaro,LR1303,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1304,1304,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1304,Karforh,LR1304,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1305,1305,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1305,Nanee,LR1305,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1306,1306,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1306,Nyenawliken,LR1306,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1307,1307,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1307,Nyenebo,LR1307,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1308,1308,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1308,Potupo,LR1308,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1309,1309,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1309,Sarbo,LR1309,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1310,1310,1603:45:16:430:0,1603:45:16:430:1:13,1603:45:16:430:2:1310,Tuobo,LR1310,,,,River Gee,LR13,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1401,1401,1603:45:16:430:0,1603:45:16:430:1:14,1603:45:16:430:2:1401,Beawor,LR1401,,,,Rivercess,LR14,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1402,1402,1603:45:16:430:0,1603:45:16:430:1:14,1603:45:16:430:2:1402,Central Rivercess,LR1402,,,,Rivercess,LR14,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1403,1403,1603:45:16:430:0,1603:45:16:430:1:14,1603:45:16:430:2:1403,Doedain,LR1403,,,,Rivercess,LR14,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1404,1404,1603:45:16:430:0,1603:45:16:430:1:14,1603:45:16:430:2:1404,Fen River,LR1404,,,,Rivercess,LR14,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1405,1405,1603:45:16:430:0,1603:45:16:430:1:14,1603:45:16:430:2:1405,Jo River,LR1405,,,,Rivercess,LR14,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1406,1406,1603:45:16:430:0,1603:45:16:430:1:14,1603:45:16:430:2:1406,Norwein,LR1406,,,,Rivercess,LR14,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1407,1407,1603:45:16:430:0,1603:45:16:430:1:14,1603:45:16:430:2:1407,Sam Gbalor,LR1407,,,,Rivercess,LR14,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1408,1408,1603:45:16:430:0,1603:45:16:430:1:14,1603:45:16:430:2:1408,Zarflahn,LR1408,,,,Rivercess,LR14,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1501,1501,1603:45:16:430:0,1603:45:16:430:1:15,1603:45:16:430:2:1501,Bodae,LR1501,,,,Sinoe,LR15,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1502,1502,1603:45:16:430:0,1603:45:16:430:1:15,1603:45:16:430:2:1502,Bokon,LR1502,,,,Sinoe,LR15,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1503,1503,1603:45:16:430:0,1603:45:16:430:1:15,1603:45:16:430:2:1503,Butaw,LR1503,,,,Sinoe,LR15,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:1504,1504,1603:45:16:430:0,1603:45:16:430:1:15,1603:45:16:430:2:1504,Dugbe River,LR1504,,,,Sinoe,LR15,Liberia,LR,2017-12-27,2022-03-23,
