#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:430:2:101,101,1603:45:16:430:0,1603:45:16:430:1:1,1603:45:16:430:2:101,Dowein,LR0101,,,,Bomi,LR01,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:102,102,1603:45:16:430:0,1603:45:16:430:1:1,1603:45:16:430:2:102,Klay,LR0102,,,,Bomi,LR01,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:103,103,1603:45:16:430:0,1603:45:16:430:1:1,1603:45:16:430:2:103,Senjeh,LR0103,,,,Bomi,LR01,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:104,104,1603:45:16:430:0,1603:45:16:430:1:1,1603:45:16:430:2:104,Suehn Mecca,LR0104,,,,Bomi,LR01,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:201,201,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:201,Boinsen,LR0201,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:202,202,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:202,Fuamah,LR0202,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:203,203,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:203,Jorquelleh,LR0203,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:204,204,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:204,Kokoyah,LR0204,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:205,205,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:205,Kpaai,LR0205,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:206,206,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:206,Panta,LR0206,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:207,207,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:207,Salala,LR0207,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:208,208,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:208,Sanoyeah,LR0208,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:209,209,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:209,Suakoko,LR0209,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:210,210,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:210,Tukpahblee,LR0210,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:211,211,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:211,Yeallequelleh,LR0211,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:212,212,1603:45:16:430:0,1603:45:16:430:1:2,1603:45:16:430:2:212,Zota,LR0212,,,,Bong,LR02,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:301,301,1603:45:16:430:0,1603:45:16:430:1:3,1603:45:16:430:2:301,Belleh,LR0301,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:302,302,1603:45:16:430:0,1603:45:16:430:1:3,1603:45:16:430:2:302,Bokomu,LR0302,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:303,303,1603:45:16:430:0,1603:45:16:430:1:3,1603:45:16:430:2:303,Bopolu,LR0303,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:304,304,1603:45:16:430:0,1603:45:16:430:1:3,1603:45:16:430:2:304,Gbarma,LR0304,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:305,305,1603:45:16:430:0,1603:45:16:430:1:3,1603:45:16:430:2:305,Gounwolaila,LR0305,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:306,306,1603:45:16:430:0,1603:45:16:430:1:3,1603:45:16:430:2:306,Kongba,LR0306,,,,Gbarpolu,LR03,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:401,401,1603:45:16:430:0,1603:45:16:430:1:4,1603:45:16:430:2:401,Commonwealth 2,LR0401,,,,Grand Bassa,LR04,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:402,402,1603:45:16:430:0,1603:45:16:430:1:4,1603:45:16:430:2:402,District #1,LR0402,,,,Grand Bassa,LR04,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:403,403,1603:45:16:430:0,1603:45:16:430:1:4,1603:45:16:430:2:403,District #2,LR0403,,,,Grand Bassa,LR04,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:404,404,1603:45:16:430:0,1603:45:16:430:1:4,1603:45:16:430:2:404,District #3,LR0404,,,,Grand Bassa,LR04,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:405,405,1603:45:16:430:0,1603:45:16:430:1:4,1603:45:16:430:2:405,District #4,LR0405,,,,Grand Bassa,LR04,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:406,406,1603:45:16:430:0,1603:45:16:430:1:4,1603:45:16:430:2:406,Neekreen,LR0406,,,,Grand Bassa,LR04,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:407,407,1603:45:16:430:0,1603:45:16:430:1:4,1603:45:16:430:2:407,Owensgrove,LR0407,,,,Grand Bassa,LR04,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:408,408,1603:45:16:430:0,1603:45:16:430:1:4,1603:45:16:430:2:408,St. John River City,LR0408,,,,Grand Bassa,LR04,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:501,501,1603:45:16:430:0,1603:45:16:430:1:5,1603:45:16:430:2:501,Commonwealth,LR0501,,,,Grand Cape Mount,LR05,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:502,502,1603:45:16:430:0,1603:45:16:430:1:5,1603:45:16:430:2:502,Garwula,LR0502,,,,Grand Cape Mount,LR05,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:503,503,1603:45:16:430:0,1603:45:16:430:1:5,1603:45:16:430:2:503,Golakonneh,LR0503,,,,Grand Cape Mount,LR05,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:504,504,1603:45:16:430:0,1603:45:16:430:1:5,1603:45:16:430:2:504,Porkpa,LR0504,,,,Grand Cape Mount,LR05,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:505,505,1603:45:16:430:0,1603:45:16:430:1:5,1603:45:16:430:2:505,Tewor,LR0505,,,,Grand Cape Mount,LR05,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:601,601,1603:45:16:430:0,1603:45:16:430:1:6,1603:45:16:430:2:601,B'hai,LR0601,Bhai,,,Grand Gedeh,LR06,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:602,602,1603:45:16:430:0,1603:45:16:430:1:6,1603:45:16:430:2:602,Cavala,LR0602,,,,Grand Gedeh,LR06,Liberia,LR,2017-12-27,2022-03-23,
1603:45:16:430:2:603,603,1603:45:16:430:0,1603:45:16:430:1:6,1603:45:16:430:2:603,Gbao,LR0603,,,,Grand Gedeh,LR06,Liberia,LR,2017-12-27,2022-03-23,
