qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:232:1:1,1,1603:45:16:232:0,1603:45:16:232:1:1,Debubawi Keih Bahri,ER1,Eritrea,ER,2020-04-29,2020-04-29,
1603:45:16:232:1:2,2,1603:45:16:232:0,1603:45:16:232:1:2,Maekel,ER2,Eritrea,ER,2020-04-29,2020-04-29,
1603:45:16:232:1:3,3,1603:45:16:232:0,1603:45:16:232:1:3,Semienawi Keih Bahri,ER3,Eritrea,ER,2020-04-29,2020-04-29,
1603:45:16:232:1:4,4,1603:45:16:232:0,1603:45:16:232:1:4,Anseba,ER4,Eritrea,ER,2020-04-29,2020-04-29,
1603:45:16:232:1:5,5,1603:45:16:232:0,1603:45:16:232:1:5,Gash Barka,ER5,Eritrea,ER,2020-04-29,2020-04-29,
1603:45:16:232:1:6,6,1603:45:16:232:0,1603:45:16:232:1:6,Debub,ER6,Eritrea,ER,2020-04-29,2020-04-29,
