#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:800:1:1,1,Central,UG1,,,,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:1:2,2,Eastern,UG2,,,,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:1:3,3,Northern,UG3,,,,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:1:4,4,Western,UG4,,,,Uganda,UG,2020-06-11,2020-08-28,
