#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:804:3:4604001,4604001,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4604,1603:45:16:804:3:4604001,Brodivska,Бродівська,Бродовская,UA4604001,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4604003,4604003,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4604,1603:45:16:804:3:4604003,Buska,Буська,Бусская,UA4604003,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4604005,4604005,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4604,1603:45:16:804:3:4604005,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4604007,4604007,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4604,1603:45:16:804:3:4604007,Zolochivska,Золочівська,Золочевская,UA4604007,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4604009,4604009,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4604,1603:45:16:804:3:4604009,Krasnenska,Красненська,Красненская,UA4604009,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4604011,4604011,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4604,1603:45:16:804:3:4604011,Pidkaminska,Підкамінська,Подкаменская,UA4604011,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4604013,4604013,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4604,1603:45:16:804:3:4604013,Pomorianska,Поморянська,Поморянская,UA4604013,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606001,4606001,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606001,Bibrska,Бібрська,Бобркская,UA4606001,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606003,4606003,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606003,Velykoliubinska,Великолюбінська,Великолюбенская,UA4606003,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606005,4606005,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606005,Hlynianska,Глинянська,Глинянская,UA4606005,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606007,4606007,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606007,Horodotska,Городоцька,Городокская,UA4606007,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606009,4606009,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606009,Davydivska,Давидівська,Давыдовская,UA4606009,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606011,4606011,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606011,Dobrosynsko-Maherivska,Добросинсько-Магерівська,Добросинско-Магеровская,UA4606011,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606013,4606013,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606013,Zhovkivska,Жовківська,Жолковская,UA4606013,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606015,4606015,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606015,Zhovtanetska,Жовтанецька,Жовтанецкая,UA4606015,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606017,4606017,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606017,Zymnovodivska,Зимноводівська,Зимноводовская,UA4606017,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606019,4606019,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606019,Kamianka-Buzka,Кам'янка-Бузька,Каменка-Бугская,UA4606019,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606021,4606021,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606021,Komarnivska,Комарнівська,Комарновская,UA4606021,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606023,4606023,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606023,Kulykivska,Куликівська,Куликовская,UA4606023,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606025,4606025,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606025,Lvivska,Львівська,Львовская,UA4606025,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606027,4606027,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606027,Murovanska,Мурованська,Мурованская,UA4606027,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606029,4606029,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606029,Novoiarychivska,Новояричівська,Новоярычевская,UA4606029,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606031,4606031,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606031,Obroshynska,Оброшинська,Оброшинская,UA4606031,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606033,4606033,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606033,Peremyshlianska,Перемишлянська,Перемышлянская,UA4606033,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606035,4606035,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606035,Pidberiztsivska,Підберізцівська,Подберезцевская,UA4606035,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606037,4606037,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606037,Pustomytivska,Пустомитівська,Пустомытовская,UA4606037,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606039,4606039,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606039,Rava-Ruska,Рава-Руська,Рава-Русская,UA4606039,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606041,4606041,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606041,Sokilnytska,Сокільницька,Сокольникская,UA4606041,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:4606043,4606043,1603:45:16:804:0,1603:45:16:804:1:46,1603:45:16:804:2:4606,1603:45:16:804:3:4606043,Solonkivska,Солонківська,Солонковская,UA4606043,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
