qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:768:3:40204,40204,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:402,1603:45:16:768:3:40204,Kessibo,TG040204,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40205,40205,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:402,1603:45:16:768:3:40205,Klabe Efoukpa,TG040205,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40206,40206,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:402,1603:45:16:768:3:40206,Kpete Bena,TG040206,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40207,40207,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:402,1603:45:16:768:3:40207,Okou,TG040207,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40208,40208,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:402,1603:45:16:768:3:40208,Ounabe,TG040208,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40209,40209,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:402,1603:45:16:768:3:40209,Tomegbe,TG040209,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40301,40301,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40301,Adjahun Fiagbe,TG040301,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40302,40302,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40302,Adzakpa,TG040302,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40303,40303,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40303,Agotime Nord,TG040303,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40304,40304,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40304,Agou Agbetiko/Agou Dzidjole,TG040304,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40305,40305,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40305,Agou Atigbe,TG040305,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40306,40306,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40306,Agou Gadzepe,TG040306,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40307,40307,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40307,Agou Kebo,TG040307,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40308,40308,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40308,Agou Yiboe/Kati,TG040308,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40309,40309,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40309,Agou-Akplolo,TG040309,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40310,40310,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40310,Amoussou Kope,TG040310,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40311,40311,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:403,1603:45:16:768:3:40311,Gadja,TG040311,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40401,40401,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:404,1603:45:16:768:3:40401,Ahlon,TG040401,Danyi,TG0404,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40402,40402,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:404,1603:45:16:768:3:40402,Danyi Kpeto-Evita,TG040402,Danyi,TG0404,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40403,40403,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:404,1603:45:16:768:3:40403,Danyi-Kakpa,TG040403,Danyi,TG0404,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40404,40404,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:404,1603:45:16:768:3:40404,Elavagnon/Atigba,TG040404,Danyi,TG0404,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40405,40405,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:404,1603:45:16:768:3:40405,Yikpa,TG040405,Danyi,TG0404,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40501,40501,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:405,1603:45:16:768:3:40501,Badin,TG040501,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40502,40502,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:405,1603:45:16:768:3:40502,Elavagnon,TG040502,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40503,40503,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:405,1603:45:16:768:3:40503,Gbadjahe,TG040503,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40504,40504,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:405,1603:45:16:768:3:40504,Kamina,TG040504,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40505,40505,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:405,1603:45:16:768:3:40505,Kpessi,TG040505,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40506,40506,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:405,1603:45:16:768:3:40506,Moretan,TG040506,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40507,40507,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:405,1603:45:16:768:3:40507,Nyamassila,TG040507,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40601,40601,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:406,1603:45:16:768:3:40601,Assrama,TG040601,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40602,40602,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:406,1603:45:16:768:3:40602,Atsave,TG040602,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40603,40603,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:406,1603:45:16:768:3:40603,Dalia,TG040603,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40604,40604,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:406,1603:45:16:768:3:40604,Djemegni,TG040604,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40605,40605,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:406,1603:45:16:768:3:40605,Kpedome,TG040605,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40606,40606,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:406,1603:45:16:768:3:40606,Kpegnon/Haito,TG040606,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40607,40607,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:406,1603:45:16:768:3:40607,Notse,TG040607,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40608,40608,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:406,1603:45:16:768:3:40608,Wahala,TG040608,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40701,40701,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:407,1603:45:16:768:3:40701,Adeta,TG040701,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40702,40702,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:407,1603:45:16:768:3:40702,Akata,TG040702,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40703,40703,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:407,1603:45:16:768:3:40703,Gbaladze,TG040703,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40704,40704,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:407,1603:45:16:768:3:40704,Govie,TG040704,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40705,40705,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:407,1603:45:16:768:3:40705,Kame,TG040705,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40706,40706,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:407,1603:45:16:768:3:40706,Kpele-Centre,TG040706,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40707,40707,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:407,1603:45:16:768:3:40707,Kpele-Dawlotou,TG040707,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40708,40708,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:407,1603:45:16:768:3:40708,Kpele-Dutoe,TG040708,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40709,40709,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:407,1603:45:16:768:3:40709,Kpele-Nord,TG040709,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40801,40801,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:408,1603:45:16:768:3:40801,Ahassome,TG040801,Moyen-Mono,TG0408,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40802,40802,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:408,1603:45:16:768:3:40802,Katome,TG040802,Moyen-Mono,TG0408,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40803,40803,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:408,1603:45:16:768:3:40803,Kpekpleme,TG040803,Moyen-Mono,TG0408,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40804,40804,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:408,1603:45:16:768:3:40804,Saligbe,TG040804,Moyen-Mono,TG0408,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40805,40805,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:408,1603:45:16:768:3:40805,Tado,TG040805,Moyen-Mono,TG0408,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40806,40806,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:408,1603:45:16:768:3:40806,Tohoun,TG040806,Moyen-Mono,TG0408,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40901,40901,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:409,1603:45:16:768:3:40901,Akpare,TG040901,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40902,40902,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:409,1603:45:16:768:3:40902,Datcha,TG040902,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40903,40903,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:409,1603:45:16:768:3:40903,Glei,TG040903,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40904,40904,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:409,1603:45:16:768:3:40904,Gnagna,TG040904,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40905,40905,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:409,1603:45:16:768:3:40905,Houdou,TG040905,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40906,40906,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:409,1603:45:16:768:3:40906,Katore,TG040906,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40907,40907,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:409,1603:45:16:768:3:40907,Ogou,TG040907,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40908,40908,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:409,1603:45:16:768:3:40908,Ountivou,TG040908,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41001,41001,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:410,1603:45:16:768:3:41001,Djon,TG041001,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41002,41002,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:410,1603:45:16:768:3:41002,Gbende,TG041002,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41003,41003,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:410,1603:45:16:768:3:41003,Kamina,TG041003,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41004,41004,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:410,1603:45:16:768:3:41004,Kougnohou,TG041004,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41005,41005,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:410,1603:45:16:768:3:41005,Kpalave,TG041005,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41006,41006,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:410,1603:45:16:768:3:41006,Seregbene,TG041006,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41007,41007,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:410,1603:45:16:768:3:41007,Veh,TG041007,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41008,41008,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:410,1603:45:16:768:3:41008,Yalla,TG041008,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41101,41101,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:411,1603:45:16:768:3:41101,Adogbenou,TG041101,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41102,41102,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:411,1603:45:16:768:3:41102,Anie,TG041102,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41103,41103,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:411,1603:45:16:768:3:41103,Atchinedji,TG041103,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41104,41104,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:411,1603:45:16:768:3:41104,Glitto,TG041104,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41105,41105,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:411,1603:45:16:768:3:41105,Kolokope,TG041105,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41106,41106,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:411,1603:45:16:768:3:41106,Pallakoko,TG041106,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41201,41201,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41201,Agome,TG041201,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41202,41202,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41202,Agome-Tomegbe,TG041202,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41203,41203,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41203,Gbalave,TG041203,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41204,41204,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41204,Hanyigba,TG041204,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41205,41205,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41205,Kouma,TG041205,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41206,41206,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41206,Kpadape,TG041206,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41207,41207,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41207,Kpime,TG041207,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41208,41208,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41208,Lavie/ Apedome,TG041208,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41209,41209,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41209,Tome,TG041209,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41210,41210,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41210,Tove,TG041210,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41211,41211,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41211,Wome,TG041211,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:41212,41212,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:412,1603:45:16:768:3:41212,Yokele,TG041212,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51301,51301,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:513,1603:45:16:768:3:51301,Borgou,TG051301,Kpendjal,TG0513,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51302,51302,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:513,1603:45:16:768:3:51302,Koundjoare,TG051302,Kpendjal,TG0513,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51303,51303,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:513,1603:45:16:768:3:51303,Mandouri,TG051303,Kpendjal,TG0513,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51304,51304,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:513,1603:45:16:768:3:51304,Tambigou,TG051304,Kpendjal,TG0513,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51401,51401,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:514,1603:45:16:768:3:51401,Barkoissi,TG051401,Oti,TG0514,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51402,51402,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:514,1603:45:16:768:3:51402,Fare,TG051402,Oti,TG0514,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51403,51403,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:514,1603:45:16:768:3:51403,Galangashie,TG051403,Oti,TG0514,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51404,51404,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:514,1603:45:16:768:3:51404,Loko,TG051404,Oti,TG0514,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51405,51405,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:514,1603:45:16:768:3:51405,Mango,TG051405,Oti,TG0514,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51406,51406,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:514,1603:45:16:768:3:51406,Nagbeni,TG051406,Oti,TG0514,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51407,51407,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:514,1603:45:16:768:3:51407,Sadori,TG051407,Oti,TG0514,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51408,51408,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:514,1603:45:16:768:3:51408,Tchanaga,TG051408,Oti,TG0514,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51501,51501,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51501,Bagou,TG051501,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51502,51502,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51502,Bogou,TG051502,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51503,51503,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51503,Bombouaka,TG051503,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51504,51504,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51504,Boulogou,TG051504,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51505,51505,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51505,Doukpergou,TG051505,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51506,51506,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51506,Goundoga,TG051506,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51507,51507,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51507,Loko,TG051507,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51508,51508,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51508,Lokpano,TG051508,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51509,51509,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51509,Mamproug,TG051509,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51510,51510,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51510,Nandoga,TG051510,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51511,51511,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51511,Nano,TG051511,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51512,51512,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51512,Pligou,TG051512,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51513,51513,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51513,Sangou,TG051513,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
