#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_eng+is_latn,#country+name+i_bul+is_cyrl,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_bul+is_cyrl,#country+name+alt2+i_bul+is_cyrl,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:100:0:100,100,1603:45:16:100:0,Bulgaria,България,BG,,,,,,2019-09-16,2019-09-16,
