qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:562:1:1,1,1603:45:16:562:0,1603:45:16:562:1:1,Agadez,NE001,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:1:2,2,1603:45:16:562:0,1603:45:16:562:1:2,Diffa,NE002,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:1:3,3,1603:45:16:562:0,1603:45:16:562:1:3,Dosso,NE003,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:1:4,4,1603:45:16:562:0,1603:45:16:562:1:4,Maradi,NE004,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:1:5,5,1603:45:16:562:0,1603:45:16:562:1:5,Tahoua,NE005,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:1:6,6,1603:45:16:562:0,1603:45:16:562:1:6,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:1:7,7,1603:45:16:562:0,1603:45:16:562:1:7,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:1:8,8,1603:45:16:562:0,1603:45:16:562:1:8,Niamey,NE008,Niger,NE,2006-01-01,2021-09-29,
