#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:3:558503,558503,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5585,1603:45:16:50:3:558503,Badarganj,BD558503,,,,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:558527,558527,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5585,1603:45:16:50:3:558527,Gangachara,BD558527,,,,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:558542,558542,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5585,1603:45:16:50:3:558542,Kaunia,BD558542,,,,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:558549,558549,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5585,1603:45:16:50:3:558549,Rangpur Sadar,BD558549,,,,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:558558,558558,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5585,1603:45:16:50:3:558558,Mitha Pukur,BD558558,,,,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:558573,558573,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5585,1603:45:16:50:3:558573,Pirgachha,BD558573,,,,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:558576,558576,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5585,1603:45:16:50:3:558576,Pirganj,BD558576,,,,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:558592,558592,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5585,1603:45:16:50:3:558592,Taraganj,BD558592,,,,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:559408,559408,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559408,Baliadangi,BD559408,,,,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:559451,559451,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559451,Haripur,BD559451,,,,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:559482,559482,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559482,Pirganj,BD559482,,,,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:559486,559486,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559486,Ranisankail,BD559486,,,,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:559494,559494,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,Thakurgaon Sadar,BD559494,,,,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:603602,603602,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603602,Ajmiriganj,BD603602,,,,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:603605,603605,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603605,Bahubal,BD603605,,,,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:603611,603611,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,Baniachong,BD603611,,,,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:603626,603626,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,Chunarughat,BD603626,,,,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:603644,603644,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,Habiganj Sadar,BD603644,,,,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:603668,603668,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603668,Lakhai,BD603668,,,,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:603671,603671,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,Madhabpur,BD603671,,,,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:603677,603677,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,Nabiganj,BD603677,,,,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:605814,605814,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,Barlekha,BD605814,,,,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:605835,605835,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605835,Juri,BD605835,,,,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:605856,605856,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,Kamalganj,BD605856,,,,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:605865,605865,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,Kulaura,BD605865,,,,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:605874,605874,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605874,Maulvi Bazar Sadar,BD605874,,,,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:605880,605880,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605880,Rajnagar,BD605880,,,,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:605883,605883,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605883,Sreemangal,BD605883,,,,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609018,609018,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609018,Bishwambarpur,BD609018,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609023,609023,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609023,Chhatak,BD609023,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609027,609027,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609027,Dakshin Sunamganj,BD609027,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609029,609029,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609029,Derai,BD609029,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609032,609032,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609032,Dharampasha,BD609032,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609033,609033,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609033,Dowarabazar,BD609033,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609047,609047,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609047,Jagannathpur,BD609047,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609050,609050,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609050,Jamalganj,BD609050,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609086,609086,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609086,Sulla,BD609086,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609089,609089,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609089,Sunamganj Sadar,BD609089,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609092,609092,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,1603:45:16:50:3:609092,Tahirpur,BD609092,,,,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609108,609108,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609108,Balaganj,BD609108,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609117,609117,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609117,Beani Bazar,BD609117,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609120,609120,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609120,Bishwanath,BD609120,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609127,609127,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609127,Companiganj,BD609127,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609131,609131,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609131,Dakshin Surma,BD609131,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609135,609135,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609135,Fenchuganj,BD609135,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609138,609138,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609138,Golabganj,BD609138,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609141,609141,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609141,Gowainghat,BD609141,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609153,609153,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609153,Jaintiapur,BD609153,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609159,609159,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609159,Kanaighat,BD609159,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609162,609162,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609162,Sylhet Sadar,BD609162,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:609194,609194,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,1603:45:16:50:3:609194,Zakiganj,BD609194,,,,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
