#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:662:2:7070180000,7070180000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070180000,La Fargue,LC07070180000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070180100,7070180100,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070180100,Cedars/Chu Tigre,LC07070180100,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070190000,7070190000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070190000,La Pointe,LC07070190000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070200000,7070200000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070200000,Lamaze,LC07070200000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070210000,7070210000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070210000,Le Riche,LC07070210000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070240000,7070240000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070240000,Mailly Motete,LC07070240000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070250000,7070250000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070250000,Martin,LC07070250000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070260000,7070260000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070260000,Mavay,LC07070260000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070270000,7070270000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070270000,Mongouge,LC07070270000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070280000,7070280000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070280000,Motete,LC07070280000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070290000,7070290000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070290000,Monzie,LC07070290000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070300000,7070300000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070300000,Morne Jacques,LC07070300000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070310000,7070310000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070310000,Morne Sion,LC07070310000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070320000,7070320000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070320000,Morne Palama,LC07070320000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070350000,7070350000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070350000,Ponyon,LC07070350000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070360000,7070360000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070360000,Raveneau,LC07070360000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070370000,7070370000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070370000,Reunion,LC07070370000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070370200,7070370200,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070370200,Portalese,LC07070370200,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070380000,7070380000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070380000,River Doree,LC07070380000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070390000,7070390000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070390000,Roblot,LC07070390000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070400000,7070400000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070400000,Sauzay,LC07070400000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070420000,7070420000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070420000,Victoria,LC07070420000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070430000,7070430000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070430000,Village,LC07070430000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070430100,7070430100,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070430100,Savannes George/Constitution Park,LC07070430100,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070440000,7070440000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070440000,Christian Hill,LC07070440000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080010000,8080010000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080010000,Annus,LC08080010000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080020000,8080020000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080020000,Beyar,LC08080020000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080030000,8080030000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080030000,Balca,LC08080030000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080030100,8080030100,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080030100,En Leur Ba/Balca,LC08080030100,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080040000,8080040000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080040000,Balembouche,LC08080040000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080050000,8080050000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080050000,Banse,LC08080050000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080060000,8080060000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080060000,Banse La Grace,LC08080060000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080070000,8080070000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080070000,Fond Berange,LC08080070000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080080000,8080080000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080080000,Bongalo,LC08080080000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080110000,8080110000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080110000,Daban,LC08080110000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080110100,8080110100,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080110100,Warwick/Daban,LC08080110100,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080120000,8080120000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080120000,Gayabois,LC08080120000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080130000,8080130000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080130000,Gentil,LC08080130000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080140000,8080140000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080140000,Getrine,LC08080140000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080150000,8080150000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080150000,Giraud,LC08080150000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080160000,8080160000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080160000,H'Erelle,LC08080160000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080220000,8080220000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080220000,La Haut,LC08080220000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080230000,8080230000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080230000,La Perle,LC08080230000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080250000,8080250000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080250000,Londonderry,LC08080250000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080260000,8080260000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080260000,Macdomel,LC08080260000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080270000,8080270000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080270000,Morne Gomier,LC08080270000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080280000,8080280000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080280000,Morne Le Blanc,LC08080280000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080290000,8080290000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080290000,Morne Lezard Estate,LC08080290000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080300000,8080300000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080300000,Morne Paul,LC08080300000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080310000,8080310000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080310000,Olibo,LC08080310000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080320000,8080320000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080320000,Parc Estate,LC08080320000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080330000,8080330000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080330000,Piaye,LC08080330000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080350000,8080350000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080350000,Saltibus,LC08080350000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080360000,8080360000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080360000,Saphire,LC08080360000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080390000,8080390000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080390000,Tete Morne,LC08080390000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080410000,8080410000,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080410000,Village,LC08080410000,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:8080411300,8080411300,1603:45:16:662:0,1603:45:16:662:1:8,1603:45:16:662:2:8080411300,Kennedy Highway,LC08080411300,,,,Laborie,LC08,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090010000,9090010000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090010000,Augier,LC09090010000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090010300,9090010300,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090010300,Derierre Bois,LC09090010300,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090010500,9090010500,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090010500,Obrier,LC09090010500,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090030000,9090030000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090030000,Beane Field,LC09090030000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090030200,9090030200,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090030200,Anse De Sables/Beane Field,LC09090030200,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090040000,9090040000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090040000,Beausejour,LC09090040000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090050000,9090050000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090050000,Belle Vue,LC09090050000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090060000,9090060000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090060000,Black Bay,LC09090060000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090090000,9090090000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090090000,Cantonement,LC09090090000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090100000,9090100000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090100000,Carierre,LC09090100000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090110000,9090110000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090110000,Catin,LC09090110000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090120000,9090120000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090120000,Cocoa Dan,LC09090120000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090130000,9090130000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090130000,Coolie Town,LC09090130000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090140000,9090140000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090140000,De Mailly,LC09090140000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090150000,9090150000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090150000,Derierre Morne,LC09090150000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090160000,9090160000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090160000,Eau Piquant/St Urbain,LC09090160000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090170000,9090170000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090170000,Esperance,LC09090170000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090180000,9090180000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090180000,Fond Sabot,LC09090180000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090190000,9090190000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090190000,Grace,LC09090190000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090190300,9090190300,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090190300,Woodlands,LC09090190300,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090220000,9090220000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090220000,Hope Estate,LC09090220000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090230000,9090230000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090230000,Industrial Estate,LC09090230000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090240000,9090240000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090240000,Hewanorra Orchard,LC09090240000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090250000,9090250000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090250000,Joyeux,LC09090250000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090260000,9090260000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090260000,La Resource,LC09090260000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090260100,9090260100,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090260100,Docamel/La Resource,LC09090260100,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090270000,9090270000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090270000,La Retraite,LC09090270000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090280000,9090280000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090280000,La Tourney/Cedar Heights,LC09090280000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090300000,9090300000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090300000,Maganier,LC09090300000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090330000,9090330000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090330000,Morne Cayenne,LC09090330000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090340000,9090340000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090340000,Morne Vert,LC09090340000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090350000,9090350000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090350000,Moule A Chique,LC09090350000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090360000,9090360000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090360000,Pierrot,LC09090360000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090360100,9090360100,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090360100,Tete Morne/Morne Andrew,LC09090360100,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090370000,9090370000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090370000,Plut,LC09090370000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090380000,9090380000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090380000,Pomme,LC09090380000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090400000,9090400000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090400000,Bruceville/Shanty Town,LC09090400000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090410000,9090410000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090410000,St Jude'S Highway,LC09090410000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090430000,9090430000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090430000,Town,LC09090430000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090433300,9090433300,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090433300,Westall Group/The Mangue,LC09090433300,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090440000,9090440000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090440000,Vieux Fort/Laborie Highway,LC09090440000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090440100,9090440100,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090440100,Viancelle,LC09090440100,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090510000,9090510000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090510000,Vige',LC09090510000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090520000,9090520000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090520000,En Bamboo,LC09090520000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090530000,9090530000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090530000,Fond Capeche,LC09090530000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:9090540000,9090540000,1603:45:16:662:0,1603:45:16:662:1:9,1603:45:16:662:2:9090540000,Cacoa,LC09090540000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100010000,10100010000,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100010000,Anbre,LC10100010000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100030000,10100030000,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100030000,Anse Ger,LC10100030000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100060000,10100060000,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100060000,Beauchamp,LC10100060000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100070000,10100070000,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100070000,Catter Beaufond,LC10100070000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100090000,10100090000,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100090000,Blanchard,LC10100090000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100090200,10100090200,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100090200,Chique/Blanchard,LC10100090200,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100090300,10100090300,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100090300,Gomier,LC10100090300,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100090400,10100090400,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100090400,Gouette,LC10100090400,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100090500,10100090500,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100090500,Lezy,LC10100090500,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100090600,10100090600,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100090600,Morne Vient,LC10100090600,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100110000,10100110000,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100110000,Calypso,LC10100110000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100120000,10100120000,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100120000,Canelles,LC10100120000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:10100130000,10100130000,1603:45:16:662:0,1603:45:16:662:1:10,1603:45:16:662:2:10100130000,Carriere,LC10100130000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
