#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_eng+is_latn,#country+name+i_vie+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_vie+is_latn,#country+name+alt2+i_vie+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:704:0:704,704,1603:45:16:704:0,Viet Nam,Việt Nam,VN,,,,,,2020-01-08,2020-10-27,
