#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:90:2:40430,40430,Nggela,SB040430,,,,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:40431,40431,Savo-Russull Islands,SB040431,,,,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:50532,50532,Rennell-Bellona,SB050532,,,,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60633,60633,North West Guadalcanl,SB060633,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60634,60634,West Guadalcanal,SB060634,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60635,60635,South Guadalcanal,SB060635,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60636,60636,East Guadalcanal,SB060636,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60637,60637,East-Central,SB060637,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60638,60638,North-East,SB060638,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60639,60639,North Guadalcanal,SB060639,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60640,60640,Central Guadalcanal,SB060640,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70716,70716,North Malaita,SB070716,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70717,70717,Lau-Mbaelela,SB070717,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70718,70718,Baegu-Asifola,SB070718,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70719,70719,Fataleka,SB070719,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70720,70720,West Kwara'ae,SB070720,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70721,70721,Central Kwara'ae,SB070721,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70722,70722,East Malaita,SB070722,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70723,70723,Auki-Langalanga,SB070723,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70724,70724,East Kwaio,SB070724,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70725,70725,West Kwaio,SB070725,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70726,70726,East AreAre,SB070726,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70727,70727,West Areare,SB070727,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70728,70728,Small Malaita,SB070728,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70729,70729,Malaita Outer Island,SB070729,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:80844,80844,West Makira,SB080844,,,,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:80845,80845,Central Makira,SB080845,,,,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:80846,80846,East Makira,SB080846,,,,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:80847,80847,Ulawa-Ugi,SB080847,,,,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:90948,90948,Temotu Pele,SB090948,,,,Temotu,SB09,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:90949,90949,Temotu-Nende,SB090949,,,,Temotu,SB09,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:90950,90950,Temotu Vatu,SB090950,,,,Temotu,SB09,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:101041,101041,East Honiara,SB101041,,,,Honiara,SB10,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:101042,101042,Central Honiara,SB101042,,,,Honiara,SB10,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:101043,101043,West Honiara,SB101043,,,,Honiara,SB10,Solomon Islands,SB,2018-01-12,2021-09-29,
