#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:548:1:1,1,1603:45:16:548:0,1603:45:16:548:1:1,Torba,VU01,,,,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:1:2,2,1603:45:16:548:0,1603:45:16:548:1:2,Sanma,VU02,,,,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:1:3,3,1603:45:16:548:0,1603:45:16:548:1:3,Penama,VU03,,,,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:1:4,4,1603:45:16:548:0,1603:45:16:548:1:4,Malampa,VU04,,,,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:1:5,5,1603:45:16:548:0,1603:45:16:548:1:5,Shefa,VU05,,,,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:1:6,6,1603:45:16:548:0,1603:45:16:548:1:6,Tafea,VU06,,,,Vanuatu,VU,2018-09-12,2021-09-30,
