#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+name+i_swa+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_swa+is_latn,#adm3+name+alt2+i_swa+is_latn,#adm2+name+i_eng+is_latn,#adm2+name+i_swa+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_swa+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_swa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:834:3:2106021,2106021,Mutuka,,TZ2106021,,,,,,Babati Urban,,TZ2106,Manyara,,TZ21,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2106033,2106033,Nangara,,TZ2106033,,,,,,Babati Urban,,TZ2106,Manyara,,TZ21,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2106043,2106043,Singe,,TZ2106043,,,,,,Babati Urban,,TZ2106,Manyara,,TZ21,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2106053,2106053,Bonga,,TZ2106053,,,,,,Babati Urban,,TZ2106,Manyara,,TZ21,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2106063,2106063,Bagara,,TZ2106063,,,,,,Babati Urban,,TZ2106,Manyara,,TZ21,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2106071,2106071,Sigino,,TZ2106071,,,,,,Babati Urban,,TZ2106,Manyara,,TZ21,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2106083,2106083,Maisaka,,TZ2106083,,,,,,Babati Urban,,TZ2106,Manyara,,TZ21,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201012,2201012,Njombe Mjini,,TZ2201012,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201022,2201022,Mjimwema,,TZ2201022,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201032,2201032,Ramadhani,,TZ2201032,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201041,2201041,Yakobi,,TZ2201041,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201051,2201051,Kifanya,,TZ2201051,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201061,2201061,Ihanga,,TZ2201061,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201071,2201071,Iwungilo,,TZ2201071,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201083,2201083,Luponde,,TZ2201083,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201091,2201091,Matola,,TZ2201091,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201101,2201101,Makowo,,TZ2201101,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201111,2201111,Lugenge,,TZ2201111,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201123,2201123,Uwemba,,TZ2201123,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2201131,2201131,Utalingolo,,TZ2201131,,,,,,Njombe Urban,,TZ2201,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202011,2202011,Saja,,TZ2202011,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202021,2202021,Kijombe,,TZ2202021,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202033,2202033,Wanging'ombe,,TZ2202033,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202043,2202043,Ilembula,,TZ2202043,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202051,2202051,Uhambule,,TZ2202051,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202061,2202061,Usuka,,TZ2202061,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202071,2202071,Igwachanya,,TZ2202071,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202081,2202081,Mdandu,,TZ2202081,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202091,2202091,Igima,,TZ2202091,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202101,2202101,Imalinyi,,TZ2202101,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202111,2202111,Ulembwe,,TZ2202111,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202121,2202121,Makoga,,TZ2202121,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202131,2202131,Kipengere,,TZ2202131,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202141,2202141,Igosi,,TZ2202141,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202151,2202151,Wangama,,TZ2202151,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202161,2202161,Kidugala,,TZ2202161,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2202171,2202171,Luduga,,TZ2202171,,,,,,Wanging'ombe,,TZ2202,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203011,2203011,Lupalilo,,TZ2203011,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203013,2203013,Mang'oto,,TZ2203013,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203023,2203023,Iwawa,,TZ2203023,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203041,2203041,Lupila,,TZ2203041,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203051,2203051,Ukwama,,TZ2203051,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203061,2203061,Bulongwa,,TZ2203061,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203071,2203071,Kipagalo,,TZ2203071,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203081,2203081,Iniho,,TZ2203081,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203091,2203091,Ipelele,,TZ2203091,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203101,2203101,Kigulu,,TZ2203101,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203113,2203113,Matamba,,TZ2203113,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203121,2203121,Mlondwe,,TZ2203121,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203131,2203131,Kitulo,,TZ2203131,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203141,2203141,Ikuwo,,TZ2203141,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203151,2203151,Mfumbi,,TZ2203151,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203161,2203161,Ipepo,,TZ2203161,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203171,2203171,Mbalatse,,TZ2203171,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203181,2203181,Tandala,,TZ2203181,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203191,2203191,Luwumbu,,TZ2203191,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203201,2203201,Isapulano,,TZ2203201,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203211,2203211,Kigala,,TZ2203211,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2203221,2203221,Itundu,,TZ2203221,,,,,,Makete,,TZ2203,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204013,2204013,Mtwango,,TZ2204013,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204021,2204021,Igongolo,,TZ2204021,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204031,2204031,Kichiwa,,TZ2204031,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204041,2204041,Ninga,,TZ2204041,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204051,2204051,Ikuna,,TZ2204051,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204061,2204061,Kidegembye,,TZ2204061,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204073,2204073,Matembwe,,TZ2204073,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204083,2204083,Lupembe,,TZ2204083,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204091,2204091,Ikondo,,TZ2204091,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204101,2204101,Mfriga,,TZ2204101,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2204111,2204111,Idamba,,TZ2204111,,,,,,Njombe,,TZ2204,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205011,2205011,Lumbila,,TZ2205011,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205021,2205021,Kilondo,,TZ2205021,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205031,2205031,Mawengi,,TZ2205031,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205041,2205041,Lupanga,,TZ2205041,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205053,2205053,Mlangali,,TZ2205053,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205061,2205061,Milo,,TZ2205061,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205073,2205073,Lugarawa,,TZ2205073,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205081,2205081,Madope,,TZ2205081,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205091,2205091,Madilu,,TZ2205091,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205101,2205101,Mundindi,,TZ2205101,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205111,2205111,Mavanga,,TZ2205111,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205121,2205121,Ibumi,,TZ2205121,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205131,2205131,Nkomang'ombe,,TZ2205131,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205141,2205141,Luilo,,TZ2205141,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205151,2205151,Masasi,,TZ2205151,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205163,2205163,Manda,,TZ2205163,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205171,2205171,Iwela,,TZ2205171,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205181,2205181,Lupingu,,TZ2205181,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205193,2205193,Ludewa,,TZ2205193,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205201,2205201,Ludende,,TZ2205201,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205211,2205211,Luana,,TZ2205211,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205221,2205221,Makonde,,TZ2205221,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205231,2205231,Mkongobaki,,TZ2205231,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205241,2205241,Lifuma,,TZ2205241,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2205251,2205251,Ruhuhu,,TZ2205251,,,,,,Ludewa,,TZ2205,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2206013,2206013,Ubena,,TZ2206013,,,,,,Makambako Township Authority,,TZ2206,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2206022,2206022,Mjimwema,,TZ2206022,,,,,,Makambako Township Authority,,TZ2206,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2206031,2206031,Mlowa,,TZ2206031,,,,,,Makambako Township Authority,,TZ2206,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2206043,2206043,Lyamkena,,TZ2206043,,,,,,Makambako Township Authority,,TZ2206,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2206052,2206052,Mwembetogwa,,TZ2206052,,,,,,Makambako Township Authority,,TZ2206,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2206061,2206061,Mahongole,,TZ2206061,,,,,,Makambako Township Authority,,TZ2206,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2206071,2206071,Kitandililo,,TZ2206071,,,,,,Makambako Township Authority,,TZ2206,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2206081,2206081,Utengule,,TZ2206081,,,,,,Makambako Township Authority,,TZ2206,Njombe,,TZ22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2301011,2301011,Kakese,,TZ2301011,,,,,,Mpanda Urban,,TZ2301,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2301022,2301022,Misunkumilo,,TZ2301022,,,,,,Mpanda Urban,,TZ2301,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2301032,2301032,Shanwe,,TZ2301032,,,,,,Mpanda Urban,,TZ2301,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2301042,2301042,Makanyagio,,TZ2301042,,,,,,Mpanda Urban,,TZ2301,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2301052,2301052,Kashaulili,,TZ2301052,,,,,,Mpanda Urban,,TZ2301,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2301062,2301062,Mpanda Hotel,,TZ2301062,,,,,,Mpanda Urban,,TZ2301,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2301072,2301072,Kawajense,,TZ2301072,,,,,,Mpanda Urban,,TZ2301,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2301082,2301082,Nsemulwa,,TZ2301082,,,,,,Mpanda Urban,,TZ2301,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2301092,2301092,Ilembo,,TZ2301092,,,,,,Mpanda Urban,,TZ2301,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2302013,2302013,Mishamo,,TZ2302013,,,,,,Mpanda,,TZ2302,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2302021,2302021,Mpanda Ndogo,,TZ2302021,,,,,,Mpanda,,TZ2302,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2302031,2302031,Mwese,,TZ2302031,,,,,,Mpanda,,TZ2302,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2302041,2302041,Katuma,,TZ2302041,,,,,,Mpanda,,TZ2302,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2302051,2302051,Kabungu,,TZ2302051,,,,,,Mpanda,,TZ2302,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2302061,2302061,Sibwesa,,TZ2302061,,,,,,Mpanda,,TZ2302,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2302071,2302071,Ikola,,TZ2302071,,,,,,Mpanda,,TZ2302,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:2302083,2302083,Karema,,TZ2302083,,,,,,Mpanda,,TZ2302,Katavi,,TZ23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
