#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_tha+is_thai,#country+name+alt2+i_tha+is_thai,#date+start,#date+updated,#date+end
Thailand,ประเทศไทย,TH,,,,,,2019-02-18,2019-02-21,
